NUMBER,STREET,INTERSECTION,TOWN,CLASSIFIED,REPAIRED,GRADE,
1901,WINDSOR RIDGE,,WESTBOROUGH,12/22/14,12/22/14,1,
212,WEST MAIN,,WESTBOROUGH,07/15/14,12/23/14,2,
1901,WINDSOR RIDGE,,WESTBOROUGH,12/29/14,12/29/14,1,
19,PEARTREE,,WESTWOOD,01/15/14,01/21/14,2,
15,RIDGEWOOD,,WESTWOOD,01/20/14,02/04/14,2,
,POND,AT OAK ST,WESTWOOD,02/07/14,02/10/14,2,
298,PROVIDENCE,,WESTWOOD,02/16/14,02/16/14,1,
46,PERRY,,WESTWOOD,02/24/14,02/24/14,1,
75,CUSHING,,WESTWOOD,03/11/14,03/21/14,2,
94,GAY,,WESTWOOD,03/28/14,03/28/14,1,
44,LORING,,WESTWOOD,05/30/14,06/03/14,2,
57,STRAFFORD,,WESTWOOD,11/25/13,07/01/14,2,
57,STRAFFORD,,WESTWOOD,08/06/14,08/06/14,1,
41,BOOTH,,WESTWOOD,09/11/14,09/17/14,2,
91,HEMLOCK,,WESTWOOD,10/21/14,10/27/14,2,
272,HIGH,,WESTWOOD,12/04/14,12/04/14,1,
17,FORD,,WESTWOOD,11/28/14,12/05/14,2,
,SAINT DENIS,AT WILLRD ST,WESTWOOD,03/21/14,12/15/14,2,
,DEAN,AT WEBSTER ST,WESTWOOD,06/27/14,12/17/14,2,
91,STRASSER,,WESTWOOD,12/18/14,12/22/14,2,
378-384,UNIVERSITY,,WESTWOOD,12/31/14,12/31/14,2,
,GROVE,,WORCESTER,01/01/14,01/02/14,1,
270,SHREWSBURY,,WORCESTER,01/03/14,01/03/14,1,
51,HILTON,,WORCESTER,01/05/14,01/06/14,1,
34,HOPE,,WORCESTER,01/06/14,01/07/14,1,
140,GRAND,,WORCESTER,01/07/14,01/08/14,1,
,ELM,AT WEST ST,WORCESTER,01/08/14,01/08/14,1,
32,PROVIDENCE,,WORCESTER,01/08/14,01/09/14,1,
,ELM,AT WEST ST,WORCESTER,01/09/14,01/09/14,1,
,MAPLEWOOD,AT CHAMBERLAIN PKY,WORCESTER,01/09/14,01/09/14,1,
,PINE-TREE,AT SUNVALLEY DR,WORCESTER,01/11/14,01/11/14,1,
130,PLANTATION,,WORCESTER,01/12/14,01/12/14,1,
59-75,WEBSTER,,WORCESTER,01/12/14,01/13/14,1,
69,DUSTIN,,WORCESTER,01/06/14,01/13/14,2,
335,PARK,,WORCESTER,01/13/14,01/13/14,1,
,GROVE,AT SAGAMORE RD,WORCESTER,01/14/14,01/14/14,1,
,BENEFIT,AT GLENWOOD ST,WORCESTER,01/15/14,01/15/14,1,
1027,MAIN,,WORCESTER,01/15/14,01/15/14,1,
287,GROVE,,WORCESTER,01/11/14,01/16/14,2,
359,SHREWSBURY,,WORCESTER,01/13/14,01/16/14,2,
74,GREEN,,WORCESTER,01/15/14,01/16/14,1,
,SEVER,AT CEDAR ST,WORCESTER,01/09/14,01/17/14,2,
24,CREST,,WORCESTER,01/17/14,01/18/14,1,
,GROVE,AT SAGAMORE RD,WORCESTER,01/18/14,01/18/14,1,
,MAIN,,WORCESTER,11/08/13,01/20/14,2,
53,WILSON,,WORCESTER,01/20/14,01/20/14,1,
,SARGENT,AT LAMARTINE ST,WORCESTER,01/17/14,01/21/14,2,
,DAVIS,,WORCESTER,01/25/14,01/25/14,1,
14,PRESTON,,WORCESTER,01/27/14,01/27/14,1,
41,HILLCROFT,,WORCESTER,01/09/14,01/30/14,2,
356,SHREWSBURY,,WORCESTER,01/13/14,01/30/14,2,
,KING-PHILLIP,AT HILLCROFT AVE,WORCESTER,01/28/14,01/30/14,2,
130,MASSASOIT,,WORCESTER,01/30/14,01/31/14,2,
,HARLEM,AT S-WARD ST,WORCESTER,01/31/14,01/31/14,1,
500,W-BOYLSTON,,WORCESTER,01/31/14,01/31/14,1,
50,HAMILTON,,WORCESTER,01/23/14,02/02/14,2,
,ELM,AT PARK AVE,WORCESTER,02/02/14,02/02/14,1,
,SEVER,AT CEDAR ST,WORCESTER,02/02/14,02/02/14,1,
119,MASSASOIT,,WORCESTER,01/18/14,02/03/14,2,
3,COHASSET,,WORCESTER,02/04/14,02/04/14,1,
14,LANGDON,,WORCESTER,02/04/14,02/04/14,1,
172,GRAFTON,,WORCESTER,02/05/14,02/05/14,1,
179-181,GRAFTON,,WORCESTER,02/05/14,02/05/14,1,
80,STANTON,,WORCESTER,02/05/14,02/05/14,1,
60,PLANTATION,,WORCESTER,02/05/14,02/05/14,1,
7,WESCOTT,,WORCESTER,01/21/14,02/07/14,2,
,ELM,AT WEST ST,WORCESTER,01/28/14,02/07/14,2,
5,LUND,,WORCESTER,02/07/14,02/07/14,2,
1013,MAIN,,WORCESTER,02/08/14,02/08/14,1,
314,PLANTATION,,WORCESTER,01/29/14,02/10/14,2,
18,WILLARD,,WORCESTER,02/06/14,02/10/14,2,
236,LINCOLN,,WORCESTER,01/15/14,02/11/14,2,
66,PLANTATION,,WORCESTER,01/27/14,02/12/14,2,
105,WATER,,WORCESTER,02/12/14,02/12/14,1,
11,N-WORCESTER,,WORCESTER,02/13/14,02/13/14,1,
10,VARNEY,,WORCESTER,02/13/14,02/13/14,1,
9,MILL,,WORCESTER,02/17/14,02/17/14,1,
,CLARK,AT PURCHASE ST,WORCESTER,02/19/14,02/19/14,1,
53,HERMON,,WORCESTER,02/19/14,02/19/14,1,
,HILLCREST,AT 7 BLAIR ST,WORCESTER,02/12/14,02/20/14,2,
,MAY,,WORCESTER,02/20/14,02/20/14,1,
27,JAQUES,,WORCESTER,02/20/14,02/20/14,1,
320,PLANTATION,,WORCESTER,02/11/14,02/24/14,2,
,CASCADE,AT MONICA,WORCESTER,02/21/14,02/24/14,2,
11,N-WORCESTER,,WORCESTER,02/24/14,02/24/14,1,
11,N-WORCESTER,,WORCESTER,02/24/14,02/24/14,2,
,ENDICOTT,AT VERNON ST,WORCESTER,01/08/14,02/26/14,2,
10,MILLBURY,,WORCESTER,02/19/14,02/19/14,1,
101,COMMONWEALTH,,WORCESTER,02/19/14,02/19/14,1,
338,PARK,,WORCESTER,02/17/14,02/20/14,2,
24,PELICAN,,WORCESTER,02/20/14,02/20/14,1,
529,PARK,,WORCESTER,02/18/14,02/21/14,2,
7,KELLEY,,WORCESTER,02/22/14,02/22/14,1,
1149,GRAFTON,,WORCESTER,02/23/14,02/23/14,1,
81,EUREKA,,WORCESTER,02/24/14,02/24/14,2,
76,RICHLAND,,WORCESTER,02/23/14,02/25/14,2,
87,AIRLIE,,WORCESTER,03/05/14,03/07/14,2,
163,AUSTIN,,WORCESTER,03/07/14,03/07/14,1,
69,ERNEST,,WORCESTER,03/10/14,03/10/14,1,
576,GRAFTON,,WORCESTER,03/08/14,03/11/14,2,
9-17,MILL,,WORCESTER,03/12/14,03/12/14,1,
57,COMMODORE,,WORCESTER,03/15/14,03/15/14,1,
34,GRANBY,,WORCESTER,03/18/14,03/18/14,1,
1088,MAIN,,WORCESTER,03/12/14,03/19/14,2,
76,RICHLAND,,WORCESTER,03/18/14,03/19/14,1,
27,WESTBORO,,WORCESTER,03/21/14,03/21/14,1,
14,COLTON,,WORCESTER,03/29/14,03/29/14,1,
220,BROOKS,,WORCESTER,03/26/14,04/02/14,2,
51,HADWEN,,WORCESTER,04/01/14,04/02/14,1,
848-854,MAIN,,WORCESTER,04/02/14,04/02/14,1,
14,BOURNE,,WORCESTER,04/02/14,04/02/14,1,
,WEBSTER,AT JAQUES ST,WORCESTER,03/26/14,04/03/14,2,
7,BROOKLINE,,WORCESTER,04/05/14,04/05/14,1,
631-633,LINCOLN,,WORCESTER,04/06/14,04/06/14,1,
28,MARCONI,,WORCESTER,04/07/14,04/07/14,2,
,WINTHROP,AT ARLINGTON ST,WORCESTER,04/03/14,04/09/14,2,
200,SHREWSBURY,,WORCESTER,04/10/14,04/10/14,1,
,WEST,AT HIGHLAND,WORCESTER,04/12/14,04/12/14,1,
11,CUTTING,,WORCESTER,04/15/14,04/15/14,1,
66,WHIPPLE,,WORCESTER,04/15/14,04/15/14,1,
156-158,FAIRMONT,,WORCESTER,04/18/14,04/18/14,1,
14,S-WARD,,WORCESTER,04/18/14,04/18/14,1,
2,WOODMAN,,WORCESTER,04/23/14,04/23/14,1,
36,BOYLSTON,,WORCESTER,04/25/01,04/25/14,1,
34,HOPE,,WORCESTER,04/27/14,04/27/14,1,
5,ST-NICHOLAS,,WORCESTER,04/27/14,04/28/14,2,
40,MORNINGSIDE,,WORCESTER,04/29/14,04/29/14,1,
720,GROVE,,WORCESTER,05/01/14,05/01/14,1,
170,MASSASOIT,,WORCESTER,05/01/14,05/02/14,1,
4,FENIMORE,,WORCESTER,05/02/14,05/02/14,1,
9,ST-NICHOLAS,,WORCESTER,05/02/14,05/02/14,1,
64,LOCUST,,WORCESTER,05/02/14,05/02/14,1,
730,PLEASANT,,WORCESTER,05/03/14,05/06/14,2,
31,BLITHEWOOD,,WORCESTER,05/05/14,05/06/14,1,
,BEACONSFIELD,,WORCESTER,04/03/14,05/07/14,2,
3,MORSE,,WORCESTER,05/07/14,05/07/14,1,
,MAIN,AT LAGRANGE ST,WORCESTER,05/07/14,05/07/14,2,
91,HOUGHTON,,WORCESTER,04/28/14,05/08/14,2,
5-9,ST-NICHOLAS,,WORCESTER,05/07/14,05/08/14,2,
10,SPOFFORD,,WORCESTER,05/08/14,05/08/14,1,
29,FALES,,WORCESTER,05/08/14,05/08/14,1,
405,MILL,,WORCESTER,04/25/14,05/09/14,2,
730,PLEASANT,,WORCESTER,05/08/14,05/09/14,2,
37,FREELAND,,WORCESTER,05/10/14,05/10/14,1,
19,QUEEN,,WORCESTER,05/12/14,05/12/14,1,
734,PLEASANT,,WORCESTER,05/08/14,05/13/14,2,
,BEACONSFIELD,AT PLEASANT ST,WORCESTER,05/09/14,05/14/14,2,
125,OLEAN,,WORCESTER,05/14/14,05/14/14,1,
730,PLEASANT,,WORCESTER,05/15/14,05/15/14,1,
28,BEECHING,,WORCESTER,05/15/14,05/15/14,1,
420,MOWER,,WORCESTER,05/14/14,05/16/14,2,
349,HAMILTON,,WORCESTER,05/19/14,05/19/14,1,
5,ST-NICHOLAS,,WORCESTER,05/11/14,05/20/14,2,
,SALISBURY,AT PARK AVE,WORCESTER,05/15/14,05/20/14,2,
3,CHRISTY,,WORCESTER,05/20/14,05/20/14,1,
5,ST-NICHOLAS,,WORCESTER,05/20/14,05/20/14,1,
14,RICHARDS,,WORCESTER,05/21/14,05/21/14,1,
39,GATES,,WORCESTER,05/21/14,05/21/14,1,
32,WABASH,,WORCESTER,05/21/14,05/21/14,2,
38,BELLINGHAM,,WORCESTER,05/22/14,05/22/14,1,
47,SPOFFORD,,WORCESTER,05/23/14,05/23/14,1,
41,MORNINGSIDE,,WORCESTER,05/08/14,05/27/14,2,
144,BEAVER-BROOK,,WORCESTER,05/27/14,05/27/14,1,
415,LAKE,,WORCESTER,05/27/14,05/27/14,1,
10,GAMBIER,,WORCESTER,05/27/14,05/27/14,1,
338,PARK,,WORCESTER,04/18/14,05/28/14,2,
32,WABASH,,WORCESTER,05/12/14,05/28/14,2,
63,STAFFORD,,WORCESTER,05/28/14,05/28/14,1,
70,MILLBURY,,WORCESTER,05/29/14,05/29/14,1,
,FAIRMONT,AT COHASSET ST,WORCESTER,05/29/14,05/30/14,1,
21,BEECHMONT,,WORCESTER,05/31/14,05/31/14,1,
22,WESTVIEW,,WORCESTER,06/01/14,06/01/14,1,
238,LINCOLN,,WORCESTER,05/29/14,06/02/14,1,
9,REGENT,,WORCESTER,05/23/14,06/03/14,2,
11-15,DALE,,WORCESTER,06/03/14,06/03/14,1,
317,BURNCOAT,,WORCESTER,06/04/14,06/04/14,1,
90,PARK,,WORCESTER,06/04/14,06/04/14,1,
212,AUSTIN,,WORCESTER,06/05/14,06/05/14,1,
23,AMES,,WORCESTER,06/05/14,06/05/14,1,
10,MASSASOIT,,WORCESTER,06/06/14,06/06/14,1,
463,CHANDLER,,WORCESTER,06/09/14,06/09/14,1,
15,HAZELWOOD,,WORCESTER,06/09/14,06/09/14,1,
199,MASSASOIT,,WORCESTER,06/09/14,06/09/14,1,
6-14,JAQUES,,WORCESTER,06/10/14,06/10/14,1,
43,PARK-TERRACE,,WORCESTER,06/10/14,06/10/14,1,
48,ESTHER,,WORCESTER,06/11/14,06/11/14,1,
12,STEARNS,,WORCESTER,06/11/14,06/11/14,1,
141,COHASSET,,WORCESTER,06/11/14,06/11/14,1,
5,OAKBEACH,,WORCESTER,06/11/14,06/11/14,1,
13,CLIFTON,,WORCESTER,06/12/14,06/12/14,1,
30,BEECHING,,WORCESTER,05/14/14,06/13/14,2,
12,STEARNS,,WORCESTER,06/13/14,06/13/14,1,
1395,MAIN,,WORCESTER,06/13/14,06/13/14,1,
5,NORWOOD,,WORCESTER,06/13/14,06/13/14,1,
5,RUDOLPH,,WORCESTER,06/16/14,06/16/14,1,
4,INWOOD,,WORCESTER,06/16/14,06/16/14,1,
47,SPOFFORD,,WORCESTER,06/02/14,06/17/14,2,
357,PLANTATION,,WORCESTER,06/04/14,06/18/14,2,
,VAUGHAN,,WORCESTER,06/19/14,06/19/14,1,
,AUSTIN,AT MERRICK ST,WORCESTER,04/10/14,06/24/14,2,
5,RUDOLPH,,WORCESTER,06/17/14,06/24/14,2,
9,WINSLOW,,WORCESTER,06/24/14,06/24/14,1,
57,SOUTHWEST,,WORCESTER,06/26/14,06/26/14,1,
186,ST-NICHOLAS,,WORCESTER,06/04/14,06/27/14,2,
17,WINTHROP,,WORCESTER,06/30/14,06/30/14,1,
36,CANTERBURY,,WORCESTER,06/30/14,06/30/14,1,
12,STEARNS,,WORCESTER,07/02/14,07/02/14,2,
49,GRANDVIEW,,WORCESTER,07/08/14,07/08/14,1,
,MADISON,,WORCESTER,07/02/14,07/09/14,2,
646,CHANDLER,,WORCESTER,07/09/14,07/09/14,1,
58,CAMELOT,,WORCESTER,07/14/14,07/14/14,1,
,LANCASTER,AT INSTITUTE RD,WORCESTER,07/14/14,07/14/14,1,
25,CROYDON,,WORCESTER,07/14/14,07/14/14,1,
2,GREENFIELD,,WORCESTER,04/23/14,07/15/14,2,
141,MASSASOIT,,WORCESTER,07/10/14,07/15/14,2,
144,MASSASOIT,,WORCESTER,07/10/14,07/15/14,3,
320,PLANTATION,,WORCESTER,07/16/14,07/16/14,1,
,HIGHLAND,,WORCESTER,07/12/14,07/17/14,2,
,WEST,AT 142 HIGHLAND ST,WORCESTER,07/14/14,07/17/14,2,
135,MILLBURY,,WORCESTER,07/17/14,07/17/14,1,
94-96,KENBERMA,,WORCESTER,05/13/14,07/18/14,2,
51,WARD,,WORCESTER,07/14/14,07/18/14,2,
26,PARKTON,,WORCESTER,07/17/14,07/18/14,1,
57,ROWENA,,WORCESTER,07/18/14,07/18/14,1,
64-66,GREEN,,WORCESTER,07/14/14,07/21/14,2,
102,RODNEY,,WORCESTER,07/21/14,07/21/14,1,
51,HOLLYWOOD,,WORCESTER,07/21/14,07/21/14,2,
1,KILBY,,WORCESTER,07/21/14,07/21/14,2,
56,HOLLYWOOD,,WORCESTER,07/22/14,07/22/14,1,
25,N-WORCESTER,,WORCESTER,07/23/14,07/23/14,1,
106,W-BOYLSTON,,WORCESTER,04/07/14,07/24/14,2,
,FAIRMONT,AT 61-63 COHASSET ST,WORCESTER,05/30/14,07/24/14,2,
4,IVES,,WORCESTER,07/24/14,07/24/14,1,
28,VOLKMAR,,WORCESTER,07/14/14,07/25/14,2,
1,BENEDICT,,WORCESTER,07/25/14,07/25/14,1,
57,VALLEY-HILL,,WORCESTER,07/25/14,07/25/14,1,
299,HIGHLAND,,WORCESTER,07/11/14,07/28/14,2,
162,MASSASOIT,,WORCESTER,07/10/14,07/29/14,2,
122-124,INGLESIDE,,WORCESTER,07/21/14,07/29/14,2,
172,MASSASOIT,,WORCESTER,07/10/14,07/30/14,3,
,QUEEN,AT DAVIS ST,WORCESTER,07/31/14,07/31/14,1,
26,AMES,,WORCESTER,08/01/14,08/01/14,1,
145,FAIRMONT,,WORCESTER,05/30/14,08/04/14,2,
7,GORDON,,WORCESTER,08/06/14,08/06/14,1,
12,ROMOLA,,WORCESTER,06/27/14,08/07/14,2,
70,DORCHESTER,,WORCESTER,07/01/14,08/08/14,2,
228,LINCOLN,,WORCESTER,07/31/14,08/01/14,2,
162,MASSASOIT,,WORCESTER,08/01/14,08/01/14,1,
25,COBURN,,WORCESTER,08/02/14,08/02/14,1,
64,STARK,,WORCESTER,05/07/14,08/05/14,2,
302,PLANTATION,,WORCESTER,07/14/14,08/06/14,2,
466,CHANDLER,,WORCESTER,08/06/14,08/06/14,1,
45,MCKEON,,WORCESTER,07/10/14,08/07/14,2,
11,JULIAN,,WORCESTER,07/01/14,08/08/14,2,
32,STARK,,WORCESTER,08/21/14,08/21/14,1,
214,AUSTIN,,WORCESTER,08/20/14,08/22/14,2,
5,SAINT NICHOLAS,,WORCESTER,08/21/14,08/22/14,2,
12,BATAVIA,,WORCESTER,08/22/14,08/22/14,1,
19,QUINAPOXET,,WORCESTER,08/22/14,08/22/14,1,
60,ARTHUR,,WORCESTER,06/02/14,08/23/14,2,
16,GAGE,,WORCESTER,08/25/14,08/25/14,1,
32,IVERNIA,,WORCESTER,08/25/14,08/25/14,1,
106,ORIENT,,WORCESTER,08/25/14,08/25/14,1,
10,STARK,,WORCESTER,08/25/14,08/25/14,1,
,BEECHMONT,AT 1 BANCROFT TOWER RD,WORCESTER,08/21/14,08/26/14,2,
64,STARK,,WORCESTER,08/26/14,08/26/14,1,
439,CHANDLER,,WORCESTER,08/28/14,08/28/14,1,
7,BERKMANS,,WORCESTER,05/16/14,08/30/14,1,
9,STARK,,WORCESTER,09/02/14,09/02/14,1,
7,BERKMANS,,WORCESTER,09/03/14,09/03/14,2,
375,AIRPORT,,WORCESTER,09/04/14,09/04/14,,
,LAMARTINE,AT SCOTT ST,WORCESTER,09/04/14,09/04/14,,
30,STARK,,WORCESTER,09/04/14,09/04/14,,
17,WARD,,WORCESTER,08/31/14,09/09/14,,
40,NONQUIT,,WORCESTER,05/30/14,09/10/14,,
60,TIMROD,,WORCESTER,09/10/14,09/10/14,,
,DELAWANDA,,WORCESTER,09/09/14,09/11/14,,
OPP 3,WOODS,,WORCESTER,09/09/14,09/11/14,,
2,QUEEN,,WORCESTER,09/11/14,09/11/14,,
641,FRANKLIN,,WORCESTER,09/13/14,09/13/14,,
1016 ½,MAIN,,WORCESTER,09/15/14,09/15/14,1,
,MONTVALE,,WORCESTER,09/15/14,09/15/14,1,
4,S-WARD,,WORCESTER,09/15/14,09/15/14,1,
145,FAIRMONT,,WORCESTER,08/11/14,09/16/14,2,
3,DARTMOUTH,,WORCESTER,09/03/14,09/16/14,2,
269,PLANTATION,,WORCESTER,09/16/14,09/16/14,1,
14,GORDON,,WORCESTER,09/19/14,09/19/14,2,
146,FREMONT,,WORCESTER,09/15/14,09/22/14,2,
,SALISBURY,AT 111 PARK AVE,WORCESTER,09/16/14,09/22/14,2,
9,FLAGG,,WORCESTER,09/04/14,09/23/14,2,
359,SHREWSBURY,,WORCESTER,09/23/14,09/23/14,1,
5,RUDOLPH,,WORCESTER,06/29/14,09/24/14,2,
16,ASHMONT,,WORCESTER,09/25/14,09/25/14,1,
,FLAGG,AT AUDUBON RD,WORCESTER,09/25/14,09/25/14,1,
66,TROWBRIDGE,,WORCESTER,05/01/14,09/26/14,2,
165,CANTERBURY,,WORCESTER,09/26/14,09/26/14,1,
19,FEDERAL,,WORCESTER,09/26/14,09/26/14,1,
89,MONADNOCK,,WORCESTER,09/29/14,09/29/14,1,
40,GRANBY,,WORCESTER,09/23/14,10/02/14,2,
5,VILLA NOVA,,WORCESTER,10/02/14,10/02/14,1,
116,FARRAR,,WORCESTER,09/10/14,10/03/14,2,
178,FREMONT,,WORCESTER,09/29/14,10/03/14,2,
148,WEST,,WORCESTER,10/03/14,10/03/14,1,
89,MONADNOCK,,WORCESTER,10/04/14,10/04/14,1,
,FARADAY,,WORCESTER,09/23/14,10/06/14,2,
353,MOWER,,WORCESTER,09/11/14,10/07/14,2,
12,LONGMEADOW,,WORCESTER,10/08/14,10/08/14,1,
,AUSTIN,AT 2 MERRICK ST,WORCESTER,09/15/14,10/09/14,2,
31-41,NEW VISTA,,WORCESTER,10/09/14,10/09/14,1,
115,PAINE,,WORCESTER,10/09/14,10/09/14,1,
60-62,STANDISH,,WORCESTER,08/20/14,10/14/14,2,
5,YUKON,,WORCESTER,10/14/14,10/14/14,1,
355,MAY,,WORCESTER,10/15/14,10/15/14,1,
66,WARD,,WORCESTER,10/15/14,10/15/14,1,
119-121,HOPE,,WORCESTER,10/16/14,10/16/14,1,
365,CAMBRIDGE,,WORCESTER,10/17/14,10/17/14,1,
148,LINCOLN,,WORCESTER,06/11/14,10/20/14,2,
137,LINCOLN,,WORCESTER,08/20/14,10/20/14,2,
30,BANCROFT,,WORCESTER,10/21/14,10/21/14,1,
12,WALCOTT,,WORCESTER,10/22/14,10/22/14,1,
848,MAIN,,WORCESTER,06/24/14,10/29/14,2,
39,TYSON,,WORCESTER,10/31/14,10/31/14,1,
96-100,TAINTER,,WORCESTER,10/31/14,10/31/14,1,
410,MOWER,,WORCESTER,10/16/14,11/03/14,2,
32,WAYNE,,WORCESTER,11/04/14,11/04/14,1,
20,JUNIPER,,WORCESTER,11/05/14,11/05/14,1,
65,WARD,,WORCESTER,11/06/14,11/06/14,1,
37,TATMAN,,WORCESTER,06/26/14,11/07/14,2,
328,BROOKS,,WORCESTER,10/28/14,11/07/14,2,
1475,MAIN,,WORCESTER,10/31/14,11/07/14,2,
41,FREMONT,,WORCESTER,11/10/14,11/10/14,1,
99,HOPE,,WORCESTER,11/10/14,11/10/14,1,
7,NEW YORK,,WORCESTER,11/10/14,11/10/14,1,
389,MAIN,,WORCESTER,11/12/14,11/12/14,1,
99,GREEN,,WORCESTER,11/12/14,11/12/14,1,
99,HOPE,,WORCESTER,11/12/14,11/12/14,1,
45-47,MALVERN,,WORCESTER,11/12/14,11/12/14,1,
8,BAINBRIDGE,,WORCESTER,11/13/14,11/13/14,2,
16,GAGE,,WORCESTER,11/13/14,11/13/14,1,
1070,PLEASANT,,WORCESTER,08/31/14,11/14/14,2,
44-46,RUDOLPH,,WORCESTER,11/04/14,11/14/14,1,
,SOUTHBRIDGE,AT MADISON ST,WORCESTER,11/17/14,11/17/14,1,
43,HICKORY,,WORCESTER,10/28/14,11/18/14,2,
43,HICKORY,,WORCESTER,11/04/14,11/18/14,2,
30,HACKER,,WORCESTER,11/18/14,11/18/14,1,
136,ENDICOTT,,WORCESTER,11/18/14,11/18/14,1,
618,LINCOLN,,WORCESTER,11/19/14,11/19/14,1,
32,PROVIDENCE,,WORCESTER,11/19/14,11/19/14,1,
8,BANCROFT TOWER,,WORCESTER,11/04/14,11/20/14,2,
,MURRAY,AT PRESTON ST,WORCESTER,11/18/14,11/21/14,2,
,CRYSTAL,AT ILLINOIS ST,WORCESTER,11/22/14,11/22/14,1,
48,HAMILTON,,WORCESTER,11/24/14,11/24/14,1,
7,PHOEBE,,WORCESTER,11/24/14,11/24/14,1,
,MURRAY,,WORCESTER,11/24/14,11/24/14,2,
5,STODDARD,,WORCESTER,11/24/14,11/24/14,1,
,CAMBRIDGE,AT NIXON AVE,WORCESTER,11/25/14,11/25/14,1,
13,CUTLER,,WORCESTER,11/25/14,11/26/14,1,
306,PLANTATION,,WORCESTER,11/25/14,11/28/14,2,
160,FREMONT,,WORCESTER,11/10/14,12/01/14,2,
224,PARK,,WORCESTER,11/21/14,12/01/14,2,
89,TEMPLE,,WORCESTER,11/24/14,12/01/14,2,
113,VERNON,,WORCESTER,12/01/14,12/01/14,1,
401,HAMILTON,,WORCESTER,12/01/14,12/01/14,1,
61,PINE VIEW,,WORCESTER,11/03/14,12/02/14,2,
10,ENVELOPE,,WORCESTER,12/02/14,12/02/14,1,
8,JUDSON,,WORCESTER,12/02/14,12/02/14,1,
20,MATTSON,,WORCESTER,12/02/14,12/02/14,1,
28,CREST,,WORCESTER,10/30/14,12/03/14,2,
36,BLAINE,,WORCESTER,10/31/14,12/03/14,2,
14,DUBLIN,,WORCESTER,11/21/14,12/03/14,2,
,BELMONT,,WORCESTER,09/08/14,12/04/14,2,
120,LINCOLN,,WORCESTER,11/25/14,12/04/14,2,
8,PHOEBE,,WORCESTER,12/04/14,12/04/14,1,
,LAMARTINE,,WORCESTER,12/04/14,12/04/14,1,
20,PRUDENTIAL,,WORCESTER,10/21/14,12/05/14,2,
20,PRUDENTIAL,,WORCESTER,10/21/14,12/05/14,2,
,BRITTAN,AT 67 UXBRIDGE ST,WORCESTER,11/26/14,12/05/14,2,
3,NEW YORK,,WORCESTER,11/10/14,12/08/14,2,
,CLARK,AT HAPLEY DR,WORCESTER,12/02/14,12/08/14,2,
9,PHOEBE,,WORCESTER,12/08/14,12/08/14,1,
14,COLTON,,WORCESTER,12/08/14,12/08/14,1,
156,MASSASOIT,,WORCESTER,07/10/14,12/10/14,2,
25,FORSBERG,,WORCESTER,09/30/14,12/10/14,2,
98-101,LONGFELLOW,,WORCESTER,11/14/14,12/10/14,2,
20,MOTT,,WORCESTER,12/04/14,12/10/14,2,
,MAIN,AT LAGRANGE ST,WORCESTER,12/10/14,12/10/14,1,
,BEECHMONT,AT BANCROFT TOWER RD,WORCESTER,12/11/14,12/11/14,1,
27,TALLAWANDA,,WORCESTER,04/30/14,12/12/14,2,
116,EPWORTH,,WORCESTER,11/13/14,12/12/14,2,
1257,GRAFTON,,WORCESTER,11/19/14,12/12/14,2,
129,PLEASANT,,WORCESTER,11/24/14,12/12/14,2,
97,WEBSTER,,WORCESTER,09/10/14,12/13/14,2,
24,CREST,,WORCESTER,10/30/14,12/13/14,2,
,HARTFORD,AT BURNCOAT ST,WORCESTER,11/12/14,12/13/14,2,
,LAMARTINE,,WORCESTER,12/10/14,12/13/14,2,
109,WATER,,WORCESTER,05/08/14,12/15/14,2,
142,MASSASOIT,,WORCESTER,07/10/14,12/15/14,2,
71,ESTHER,,WORCESTER,12/15/14,12/15/14,1,
34,HOOPER,,WORCESTER,10/28/14,12/16/14,2,
,MINTHORNE,,WORCESTER,11/06/14,12/16/14,3,
35,PARKTON,,WORCESTER,11/19/14,12/16/14,2,
18,JONES,,WORCESTER,12/05/14,12/16/14,2,
22,LONGFELLOW,,WORCESTER,12/16/14,12/16/14,1,
16,JONES,,WORCESTER,12/05/14,12/17/14,2,
,COPLEY,AT COOLIDGE RD,WORCESTER,11/14/14,12/18/14,2,
,SHAMROCK,AT SHREWSBURY ST,WORCESTER,12/03/14,12/18/14,2,
354,LINCOLN,,WORCESTER,12/18/14,12/18/14,1,
7-18,CANTERBURY,,WORCESTER,09/30/14,12/19/14,2,
,MASSASOIT,AT HEYWOOD ST,WORCESTER,12/05/14,12/19/14,2,
59,INGLESIDE,,WORCESTER,12/17/14,12/19/14,2,
,LUCIAN,AT 1030 MAIN ST,WORCESTER,12/17/14,12/19/14,2,
229,CANTERBURY,,WORCESTER,11/19/14,12/20/14,2,
2,GAGE,,WORCESTER,12/03/14,12/20/14,2,
4,ECHO,,WORCESTER,12/12/14,12/20/14,2,
10,NEW BOND,,WORCESTER,12/15/14,12/20/14,2,
16,RUDOLPH,,WORCESTER,12/15/14,12/20/14,2,
,MAY,AT FAIRFIELD ST,WORCESTER,11/17/14,12/22/14,2,
,MERRIFIELD,AT ELLIOT ST,WORCESTER,12/03/14,12/22/14,2,
15,PROCTOR,,WORCESTER,12/05/14,12/23/14,2,
27-29,BOYLSTON,,WORCESTER,12/18/14,12/23/14,2,
1288,MAIN,,WORCESTER,12/25/14,12/25/14,1,
262,LINCOLN,,WORCESTER,11/05/14,12/26/14,2,
