ADDRESS,TOWN,INTERSECTION,ZIP,LAT,LNG,ADDRESS_TYPES,CLASSIFIED,GRADE
151 BIRCH,NEW BEDFORD,,,,,,7/11/14,3
116 CHARLES,NEW BEDFORD,,,,,,7/11/14,3
90 MOSS,NEW BEDFORD,,,,,,7/11/14,3
DOUGLASS,CAMBRIDGE,@ MASS AVENUE,,,,,7/10/14,3
JOSHUA-WEEKS,DARTMOUTH,,,,,,7/10/14,3
17 LOUTHAN-KIRBY,DARTMOUTH,,,,,,7/10/14,3
BRIERCLIFF,FAIRHAVEN,,,,,,7/10/14,3
24 COVE,NEW BEDFORD,,,,,,7/10/14,3
49 MACARTHUR,NEW BEDFORD,,,,,,7/10/14,3
83 RUTH,NEW BEDFORD,,,,,,7/10/14,3
SALISBURY,NEW BEDFORD,,,,,,7/10/14,3
SOUTH,NEW BEDFORD,,,,,,7/10/14,3
57 UPLAND,SOMERVILLE,,,,,,7/10/14,3
193 VERNON,WORCESTER,,,,,,7/10/14,3
212 VERNON,WORCESTER,,,,,,7/10/14,3
GULF,DARTMOUTH,@ MEADOWOOD DRIVE,,,,,7/9/14,3
COUNTY,NEW BEDFORD,,,,,,7/9/14,3
46 DELANO,NEW BEDFORD,,,,,,7/9/14,3
DELANO,NEW BEDFORD,,,,,,7/9/14,3
W-RODNEY-FRENCH,NEW BEDFORD,,,,,,7/9/14,3
74 GARRETT,PLYMOUTH,,,,,,7/9/14,3
384 HIGHLAND,SOMERVILLE,,,,,,7/9/14,3
25 ACTON,WORCESTER,,,,,,7/9/14,3
LOUISE,WORCESTER,@ ROSE STREET,,,,,7/9/14,3
810 MAIN,CAMBRIDGE,,,,,,7/8/14,3
OPP 143 MAIN,MAYNARD,,,,,,7/8/14,3
5 PARMENTER,MAYNARD,,,,,,7/8/14,3
981 LLOYD,NEW BEDFORD,,,,,,7/8/14,3
21 MOSHER,NEW BEDFORD,,,,,,7/8/14,3
665 ORCHARD,NEW BEDFORD,,,,,,7/8/14,3
ORCHARD,NEW BEDFORD,,,,,,7/8/14,3
187 OSBORNE,NEW BEDFORD,,,,,,7/8/14,3
ROCKDALE,NEW BEDFORD,,,,,,7/8/14,3
19 JORDAN,SHREWSBURY,,,,,,7/8/14,3
1 WORCESTER,NATICK,,,,,,7/7/14,3
BANK,NEW BEDFORD,@ ROCKDALE AVENUE,,,,,7/7/14,3
ROCKDALE,NEW BEDFORD,,,,,,7/7/14,3
ROCKDALE,NEW BEDFORD,,,,,,7/7/14,3
34 STACKHOUSE,NEW BEDFORD,,,,,,7/7/14,3
39 STEPHEN,NEW BEDFORD,,,,,,7/7/14,3
48 STEPHEN,NEW BEDFORD,,,,,,7/7/14,3
29 HALL,SOMERVILLE,,,,,,7/7/14,3
10 ANGELA,SHREWSBURY,,,,,,7/6/14,3
40 MAURY,SHREWSBURY,,,,,,7/6/14,3
PAL,SHREWSBURY,@ ANGELA DRIVE,,,,,7/6/14,3
190 S-QUINSIGAMOND,SHREWSBURY,,,,,,7/6/14,3
28 DRESSER,DEDHAM,,,,,,7/3/14,3
2 LEE,KINGSTON,,,,,,7/3/14,3
164 MAIN,KINGSTON,,,,,,7/3/14,3
96 MAIN,KINGSTON,,,,,,7/3/14,3
2 PEARL,KINGSTON,,,,,,7/3/14,3
172 PEMBROKE,KINGSTON,,,,,,7/3/14,3
25 RIVERSIDE,KINGSTON,,,,,,7/3/14,3
157 SUMMER,KINGSTON,,,,,,7/3/14,3
161 SUMMER,KINGSTON,,,,,,7/3/14,3
74-78 SUMMER,KINGSTON,,,,,,7/3/14,3
91 SUMMER,KINGSTON,,,,,,7/3/14,3
93 NORTH,NATICK,,,,,,7/3/14,3
16 WESTERN,NATICK,,,,,,7/3/14,3
289 BOLTON,NEW BEDFORD,,,,,,7/3/14,3
325 BOLTON,NEW BEDFORD,,,,,,7/3/14,3
BRIGGS,NEW BEDFORD,,,,,,7/3/14,3
29 GOSNOLD,NEW BEDFORD,,,,,,7/3/14,3
151 ROCKLAND,NEW BEDFORD,,,,,,7/3/14,3
SAGAMORE,NEW BEDFORD,,,,,,7/3/14,3
SIDNEY,NEW BEDFORD,,,,,,7/3/14,3
THOMPSON,NEW BEDFORD,,,,,,7/3/14,3
188 SHARP,DARTMOUTH,,,,,,7/2/14,3
34-40 MORSE,NATICK,,,,,,7/2/14,3
74 BAY,NEW BEDFORD,,,,,,7/2/14,3
77 BEDFORD,NEW BEDFORD,,,,,,7/2/14,3
BEDFORD,NEW BEDFORD,@ ANTHONY STREET,,,,,7/2/14,3
BEDFORD,NEW BEDFORD,,,,,,7/2/14,3
70 COTTAGE,NEW BEDFORD,,,,,,7/2/14,3
76 COTTAGE,NEW BEDFORD,,,,,,7/2/14,3
COTTAGE,NEW BEDFORD,,,,,,7/2/14,3
27 MERIAM,NEW BEDFORD,,,,,,7/2/14,3
4 MERIAM,NEW BEDFORD,,,,,,7/2/14,3
34 STETSON,NEW BEDFORD,,,,,,7/2/14,3
43 STETSON,NEW BEDFORD,,,,,,7/2/14,3
48 STETSON,NEW BEDFORD,,,,,,7/2/14,3
BRIER,NEW BEDFORD,,,,,,7/1/14,3
8 BRIGHAM,NEW BEDFORD,,,,,,7/1/14,3
474 JOHN,NEW BEDFORD,,,,,,7/1/14,3
32 MANDELL,NEW BEDFORD,,,,,,7/1/14,3
18 PLYMOUTH,NEW BEDFORD,,,,,,7/1/14,3
ROCKDALE,NEW BEDFORD,,,,,,7/1/14,3
59 WINTERVILLE,NEW BEDFORD,,,,,,7/1/14,3
70 WINTERVILLE,NEW BEDFORD,,,,,,7/1/14,3
48 DORCHESTER,WORCESTER,,,,,,7/1/14,3
72 DORCHESTER,WORCESTER,,,,,,7/1/14,3
CASTLE,FAIRHAVEN,@ NORTH STREET,,,,,6/30/14,3
MADISON,NEW BEDFORD,,,,,,6/30/14,3
174 MCARTHUR,NEW BEDFORD,,,,,,6/30/14,3
S-SECOND,NEW BEDFORD,,,,,,6/30/14,3
WALNUT,NEW BEDFORD,,,,,,6/30/14,3
167 SLOCUM,DARTMOUTH,,,,,,6/27/14,3
HUTTLESTON,FAIRHAVEN,@ FLORENCE STREET,,,,,6/27/14,3
339 SPEEN,NATICK,,,,,,6/27/14,3
393 SPEEN,NATICK,,,,,,6/27/14,3
1085 WORCESTER,NATICK,,,,,,6/27/14,3
ACUSHNET,NEW BEDFORD,@ LOGAN STREET,,,,,6/27/14,3
24-100 N-FRONT,NEW BEDFORD,,,,,,6/27/14,3
19 KINGLET,SHREWSBURY,,,,,,6/27/14,3
21 TANAGER,SHREWSBURY,,,,,,6/27/14,3
TANAGER,SHREWSBURY,@ KINGLET DRIVE,,,,,6/27/14,3
33 FALMOUTH,WORCESTER,,,,,,6/27/14,3
436 SLOCUM,DARTMOUTH,,,,,,6/26/14,3
SLOCUM,DARTMOUTH,@ BERKLEY STREET,,,,,6/26/14,3
59 BEATRICE,HOLLISTON,,,,,,6/26/14,3
87 CHERYL,HOLLISTON,,,,,,6/26/14,3
180 CONCORD,HOLLISTON,,,,,,6/26/14,3
44 CRANBERRY,HOLLISTON,,,,,,6/26/14,3
FREEDOM,HOPEDALE,@ HOPEDALE STREET,,,,,6/26/14,3
NORTHRUP,HOPEDALE,,,,,,6/26/14,3
729 ALLEN,NEW BEDFORD,,,,,,6/26/14,3
113 CARROLL,NEW BEDFORD,,,,,,6/26/14,3
127 CARROLL,NEW BEDFORD,,,,,,6/26/14,3
227 CARROLL,NEW BEDFORD,,,,,,6/26/14,3
241 CARROLL,NEW BEDFORD,,,,,,6/26/14,3
CARROLL,NEW BEDFORD,,,,,,6/26/14,3
HARDING,NEW BEDFORD,,,,,,6/26/14,3
542 KIRBY,NEW BEDFORD,,,,,,6/26/14,3
PLYMOUTH,NEW BEDFORD,,,,,,6/26/14,3
225 RYAN,NEW BEDFORD,@ BYRON STREET,,,,,6/26/14,3
237-242 RYAN,NEW BEDFORD,,,,,,6/26/14,3
RYAN,NEW BEDFORD,,,,,,6/26/14,3
1 BECKMAN,WORCESTER,,,,,,6/26/14,3
143 CURVE,DEDHAM,,,,,,6/25/14,3
673 CONCORD,FRAMINGHAM,,,,,,6/25/14,2
BEDFORD,NEW BEDFORD,,,,,,6/25/14,3
HOWLAND,NEW BEDFORD,,,,,,6/25/14,3
362 PLEASANT,NEW BEDFORD,,,,,,6/25/14,3
PLEASANT,NEW BEDFORD,,,,,,6/25/14,3
518 PURCHASE,NEW BEDFORD,,,,,,6/25/14,3
27 S-SIXTH,NEW BEDFORD,,,,,,6/25/14,3
37 S-SIXTH,NEW BEDFORD,,,,,,6/25/14,3
18 WING,NEW BEDFORD,,,,,,6/25/14,3
24 WING,NEW BEDFORD,,,,,,6/25/14,3
WING,NEW BEDFORD,,,,,,6/25/14,3
45 WHIPPLE,WORCESTER,,,,,,6/25/14,3
140-142 BROWNELL,NEW BEDFORD,,,,,,6/24/14,3
112 COTTAGE,NEW BEDFORD,,,,,,6/24/14,3
329 HAWTHORN,NEW BEDFORD,,,,,,6/24/14,3
98 MADISON,NEW BEDFORD,,,,,,6/24/14,3
33 MAPLE,NEW BEDFORD,,,,,,6/24/14,3
MAPLE,NEW BEDFORD,,,,,,6/24/14,3
51 SEVENTH,NEW BEDFORD,,,,,,6/24/14,3
SEVENTH,NEW BEDFORD,,,,,,6/24/14,3
403-405 W-CLINTON,NEW BEDFORD,,,,,,6/24/14,3
W-CLINTON,NEW BEDFORD,,,,,,6/24/14,3
242 WALNUT,NEW BEDFORD,,,,,,6/24/14,3
245 WALNUT,NEW BEDFORD,,,,,,6/24/14,3
258 WALNUT,NEW BEDFORD,,,,,,6/24/14,3
COVE,DARTMOUTH,,,,,,6/23/14,3
478 BEDFORD,NEW BEDFORD,,,,,,6/23/14,3
478 BEDFORD,NEW BEDFORD,,,,,,6/23/14,3
17 ORCHARD,NEW BEDFORD,,,,,,6/23/14,3
S-SIXTH,NEW BEDFORD,,,,,,6/23/14,3
93 SPRING,NEW BEDFORD,@ 7TH STREET,,,,,6/23/14,3
FAIRFIELD,WORCESTER,@ ENFIELD STREET,,,,,6/23/14,3
JAMES,NEW BEDFORD,,,,,,6/20/14,3
46 JONATHAN,NEW BEDFORD,,,,,,6/20/14,3
CAMPBELL,NEW BEDFORD,,,,,,6/19/14,3
CAMPBELL,NEW BEDFORD,,,,,,6/19/14,3
CAMPBELL,NEW BEDFORD,,,,,,6/19/14,3
638 COUNTY,NEW BEDFORD,,,,,,6/19/14,3
670 COUNTY,NEW BEDFORD,,,,,,6/19/14,3
COUNTY,NEW BEDFORD,,,,,,6/19/14,3
MAXFIELD,NEW BEDFORD,,,,,,6/19/14,3
44 STATE,NEW BEDFORD,,,,,,6/19/14,3
21 SYCAMORE,NEW BEDFORD,,,,,,6/19/14,3
5 SYCAMORE,NEW BEDFORD,,,,,,6/19/14,3
SYCAMORE,NEW BEDFORD,,,,,,6/19/14,3
92 WALDEN,NEW BEDFORD,,,,,,6/19/14,3
94 WALDEN,NEW BEDFORD,,,,,,6/19/14,3
49 WILLIS,NEW BEDFORD,,,,,,6/19/14,3
WILLIS,NEW BEDFORD,@ WASHINGTON AVENUE,,,,,6/19/14,3
85 CLARENDON,SOMERVILLE,,,,,,6/19/14,3
39 COVE,DARTMOUTH,,,,,,6/18/14,3
215 EVERETT,NATICK,,,,,,6/18/14,3
125 CAMPBELL,NEW BEDFORD,,,,,,6/18/14,3
155-161 CAMPBELL,NEW BEDFORD,,,,,,6/18/14,3
COTTAGE,NEW BEDFORD,,,,,,6/18/14,3
125 HILLMAN,NEW BEDFORD,,,,,,6/18/14,3
103 SMITH,NEW BEDFORD,,,,,,6/18/14,3
89 SMITH,NEW BEDFORD,,,,,,6/18/14,3
SYCAMORE,NEW BEDFORD,,,,,,6/18/14,3
WILLIS,NEW BEDFORD,,,,,,6/18/14,3
399 SOUTHBRIDGE,WORCESTER,,,,,,6/18/14,3
PARK,HOPEDALE,@ NORTHROP STREET,,,,,6/17/14,2
BROWNELL,NEW BEDFORD,,,,,,6/17/14,3
COMMONWEALTH,NEW BEDFORD,@ HUNTINGTON AVENUE,,,,,6/17/14,3
COMMONWEALTH,NEW BEDFORD,,,,,,6/17/14,3
HUSSEY,NEW BEDFORD,,,,,,6/17/14,3
950 KEMPTON,NEW BEDFORD,,,,,,6/17/14,3
23 LONGWOOD,NEW BEDFORD,,,,,,6/17/14,3
29 LONGWOOD,NEW BEDFORD,,,,,,6/17/14,3
925 ALLEN,DARTMOUTH,,,,,,6/16/14,3
975 ALLEN,DARTMOUTH,,,,,,6/16/14,3
ALLEN,DARTMOUTH,@ SABLE AVENUE,,,,,6/16/14,3
439 MAXFIELD,NEW BEDFORD,,,,,,6/16/14,3
MAXFIELD,NEW BEDFORD,,,,,,6/16/14,3
48 CHERRY,SOMERVILLE,,,,,,6/16/14,3
245 ASHLAND,HOLLISTON,,,,,,6/13/14,3
162 CEDAR,HOLLISTON,,,,,,6/13/14,3
182 CEDAR,HOLLISTON,,,,,,6/13/14,3
26 ROBIN-HILL,HOLLISTON,,,,,,6/13/14,3
1450 WASHINGTON,HOLLISTON,,,,,,6/13/14,3
1574 WASHINGTON,HOLLISTON,,,,,,6/13/14,3
1657 WASHINGTON,HOLLISTON,,,,,,6/13/14,3
43 WILKINS,HOLLISTON,,,,,,6/13/14,3
66 WILKINS,HOLLISTON,,,,,,6/13/14,3
118 ROCKLAND,NATICK,,,,,,6/13/14,3
123 UNION,NATICK,,,,,,6/13/14,3
67 UNION,NATICK,,,,,,6/13/14,3
CEDAR,NEW BEDFORD,@ COLLINS STREET,,,,,6/13/14,3
CHESTNUT,NEW BEDFORD,,,,,,6/13/14,3
CHESTNUT,NEW BEDFORD,,,,,,6/13/14,3
39 MAITLAND,NEW BEDFORD,,,,,,6/13/14,3
51 PARKER,NEW BEDFORD,,,,,,6/13/14,3
PARKER,NEW BEDFORD,,,,,,6/13/14,3
18 BENTON,SOMERVILLE,,,,,,6/13/14,3
148 RICHMOND,WORCESTER,,,,,,6/13/14,3
3 RUTLAND,WORCESTER,,,,,,6/13/14,3
4 RUTLAND,WORCESTER,,,,,,6/13/14,3
87 SAGAMORE,WORCESTER,,,,,,6/13/14,3
88 SAGAMORE,WORCESTER,,,,,,6/13/14,3
EDWARD,ASHLAND,,,,,,6/12/14,3
18 GREENWOOD,ASHLAND,,,,,,6/12/14,3
GREENWOOD,ASHLAND,,,,,,6/12/14,3
109 HOWE,ASHLAND,,,,,,6/12/14,3
47 NICKERSON,ASHLAND,,,,,,6/12/14,3
STATE,CAMBRIDGE,@ 810 MAIN STREET,,,,,6/12/14,2
150 ALEWIFE-BK,CAMBRIDGE,,,,,,6/12/14,3
199-205 ALEWIFE-BK,CAMBRIDGE,,,,,,6/12/14,3
87 THOMAS,DEDHAM,,,,,,6/12/14,2
150 WALNUT,NATICK,,,,,,6/12/14,3
STILLMAN-ST,NATICK,@ HARDING ROAD,,,,,6/12/14,3
6 STRATHMORE,NATICK,,,,,,6/12/14,3
742 COUNTY,NEW BEDFORD,,,,,,6/12/14,3
COUNTY,NEW BEDFORD,,,,,,6/12/14,3
COUNTY,NEW BEDFORD,,,,,,6/12/14,3
HAZARD,NEW BEDFORD,,,,,,6/12/14,3
LOCUST,NEW BEDFORD,,,,,,6/12/14,3
60 MERRIMAC,NEW BEDFORD,,,,,,6/12/14,3
38-40 PEARL,NEW BEDFORD,,,,,,6/12/14,3
1332 PLEASANT,NEW BEDFORD,,,,,,6/12/14,3
6 STUDLEY,NEW BEDFORD,,,,,,6/12/14,3
158 ALGONQUIN,ASHLAND,,,,,,6/11/14,3
2029 MASS,CAMBRIDGE,,,,,,6/11/14,2
22-24 CHURCH,DEDHAM,,,,,,6/11/14,3
33 WASHINGTON,NATICK,,,,,,6/11/14,3
123 HIGHLAND,NEEDHAM,,,,,,6/11/14,3
133 CLARK,NEW BEDFORD,,,,,,6/11/14,3
50 DURFEE,NEW BEDFORD,@ HIGHLAND STREET,,,,,6/11/14,3
102 MT-PLEASANT,NEW BEDFORD,,,,,,6/11/14,3
128 MT-PLEASANT,NEW BEDFORD,,,,,,6/11/14,3
PLEASANT,NEW BEDFORD,@ LINDEN STREET,,,,,6/11/14,3
REYNOLDS,NEW BEDFORD,,,,,,6/11/14,3
251 STATE,NEW BEDFORD,,,,,,6/11/14,3
46 BROMFIELD,SOMERVILLE,,,,,,6/11/14,3
976 MAIN,WORCESTER,,,,,,6/11/14,3
262 STATE,DARTMOUTH,,,,,,6/10/14,3
279 STATE,DARTMOUTH,,,,,,6/10/14,3
49 STATE,DARTMOUTH,,,,,,6/10/14,3
STATE,DARTMOUTH,,,,,,6/10/14,3
25 WALNUT,MILFORD,,,,,,6/10/14,3
ELM,MILLBURY,,,,,,6/10/14,3
29 JENNINGS-POND,NATICK,,,,,,6/10/14,3
8 KEANE,NATICK,,,,,,6/10/14,3
91 ASHLEY,NEW BEDFORD,,,,,,6/10/14,3
95 BEETLE,NEW BEDFORD,,,,,,6/10/14,3
67 KILBURN,NEW BEDFORD,,,,,,6/10/14,3
92 KILBURN,NEW BEDFORD,,,,,,6/10/14,3
KILBURN,NEW BEDFORD,,,,,,6/10/14,3
466 CHANDLER,WORCESTER,,,,,,6/10/14,3
47 SPOFFORD,WORCESTER,,,,,,6/10/14,3
140 CHICKERING,DEDHAM,,,,,,6/9/14,3
227 PINE,DEDHAM,,,,,,6/9/14,3
OAK,NATICK,@ SUNSHINE AVENUE,,,,,6/9/14,3
20 OXFORD,NATICK,,,,,,6/9/14,3
27 WELLESLEY,NATICK,,,,,,6/9/14,3
ROBESON,NEW BEDFORD,,,,,,6/9/14,3
582 SHAWMUT,NEW BEDFORD,,,,,,6/9/14,3
721 MAIN,WORCESTER,,,,,,6/9/14,3
779 MAIN,WORCESTER,,,,,,6/9/14,3
43 PARK-TERRACE,WORCESTER,,,,,,6/9/14,3
117 VALE,WORCESTER,,,,,,6/9/14,3
1 ERIC,DARTMOUTH,,,,,,6/6/14,3
39 CENTRE,NATICK,,,,,,6/6/14,3
596 HATHAWAY,NEW BEDFORD,,,,,,6/6/14,3
670 HATHAWAY,NEW BEDFORD,,,,,,6/6/14,3
HATHAWAY,NEW BEDFORD,,,,,,6/6/14,3
167 POTTER,NEW BEDFORD,,,,,,6/6/14,3
114-116 W-HILL,NEW BEDFORD,,,,,,6/6/14,3
BLUE-HILL,WESTWOOD,,,,,,6/6/14,3
214 AUSTIN,WORCESTER,,,,,,6/6/14,3
84 PINEHILL,ASHLAND,,,,,,6/5/14,3
72 PRESIDENTS,ASHLAND,,,,,,6/5/14,3
108 WAVERLY,ASHLAND,,,,,,6/5/14,3
114 WAVERLY,ASHLAND,,,,,,6/5/14,3
WAVERLY,ASHLAND,,,,,,6/5/14,3
WINTER,ASHLAND,,,,,,6/5/14,3
63-65 BELMONT,CAMBRIDGE,,,,,,6/5/14,3
20 BERKELEY,CAMBRIDGE,,,,,,6/5/14,3
1 MIDDLE,NEW BEDFORD,,,,,,6/5/14,3
17 BOW-STREET,SOMERVILLE,,,,,,6/5/14,3
BECKMAN,WORCESTER,,,,,,6/5/14,3
4 S-LENOX,WORCESTER,,,,,,6/5/14,3
60 S-LUDLOW,WORCESTER,,,,,,6/5/14,3
S-LUDLOW,WORCESTER,,,,,,6/5/14,3
16 S-WARD,WORCESTER,,,,,,6/5/14,3
42 SEMINOLE,WORCESTER,,,,,,6/5/14,3
51 SEMINOLE,WORCESTER,,,,,,6/5/14,3
SMITH,WORCESTER,,,,,,6/5/14,3
UPSALA,WORCESTER,,,,,,6/5/14,3
WOODWARD,WORCESTER,,,,,,6/5/14,3
61 S-MAIN,NATICK,,,,,,6/4/14,3
120 EASTON,NEW BEDFORD,,,,,,6/4/14,3
228 HIGHLAND,NEW BEDFORD,,,,,,6/4/14,3
HIGHLAND,NEW BEDFORD,@ SAWYER STREET,,,,,6/4/14,3
SHAWMUT,NEW BEDFORD,,,,,,6/4/14,3
SHAWMUT,NEW BEDFORD,,,,,,6/4/14,3
87 SUTTON,NEW BEDFORD,,,,,,6/4/14,3
TOPHAM,NEW BEDFORD,@ HIGHLAND STREET,,,,,6/4/14,3
167 TOWNSEND,NEW BEDFORD,,,,,,6/4/14,3
OAK,SHREWSBURY,@ MAURY LANE,,,,,6/4/14,3
50-52 SPENCER,SOMERVILLE,,,,,,6/4/14,3
10 MULHALL,ASHLAND,,,,,,6/3/14,3
378 UNION,ASHLAND,,,,,,6/3/14,3
16 DELANO,DARTMOUTH,,,,,,6/3/14,3
25 DELANO,DARTMOUTH,,,,,,6/3/14,3
8 DELANO,DARTMOUTH,,,,,,6/3/14,3
131 ELM,DARTMOUTH,,,,,,6/3/14,3
137 ELM,DARTMOUTH,,,,,,6/3/14,3
165-189 ELM,DARTMOUTH,,,,,,6/3/14,3
18 ELM,DARTMOUTH,,,,,,6/3/14,3
263 ELM,DARTMOUTH,,,,,,6/3/14,3
7 ELM,DARTMOUTH,,,,,,6/3/14,3
23 WESTERN,NATICK,,,,,,6/3/14,3
8 BUNKER,NATICK,,,,,,6/3/14,3
COUNTY,NEW BEDFORD,,,,,,6/3/14,3
MYRTLE,NEW BEDFORD,,,,,,6/3/14,3
689 SUMMER,NEW BEDFORD,,,,,,6/3/14,3
267 SUMMER,SOMERVILLE,,,,,,6/3/14,3
276 SUMMER,SOMERVILLE,,,,,,6/3/14,3
SUMMER,SOMERVILLE,,,,,,6/3/14,3
54 BRYANT,DARTMOUTH,,,,,,6/2/14,3
57 CARNEGIE,DARTMOUTH,,,,,,6/2/14,3
598 SLOCUM,DARTMOUTH,,,,,,6/2/14,3
731 CONCORD,FRAMINGHAM,,,,,,6/2/14,2
SPEEN,NATICK,@ FRANCES AVENUE,,,,,6/2/14,3
5 ROCKDALE,NEW BEDFORD,,,,,,6/2/14,3
233 SAWYER,NEW BEDFORD,,,,,,6/2/14,3
SAWYER,NEW BEDFORD,,,,,,6/2/14,3
20 BARNESDALE,NATICK,,,,,,5/30/14,3
37 HARDWICK,NATICK,,,,,,5/30/14,3
349 BELLEVILLE,NEW BEDFORD,,,,,,5/30/14,3
145 BULLARD,NEW BEDFORD,,,,,,5/30/14,3
BULLARD,NEW BEDFORD,,,,,,5/30/14,3
194 COFFIN,NEW BEDFORD,,,,,,5/30/14,3
129 HOLLY,NEW BEDFORD,,,,,,5/30/14,3
163 HOLLY,NEW BEDFORD,,,,,,5/30/14,3
11 NYE,NEW BEDFORD,,,,,,5/30/14,3
NYE,NEW BEDFORD,,,,,,5/30/14,3
173 LANCASTER,WEST BOYLSTON,,,,,,5/30/14,3
243 LANCASTER,WEST BOYLSTON,,,,,,5/30/14,3
112 GROVE,WORCESTER,,,,,,5/30/14,3
MOWER,WORCESTER,,,,,,5/30/14,3
70 HATHAWAY,DARTMOUTH,,,,,,5/29/14,3
88 HATHAWAY,DARTMOUTH,,,,,,5/29/14,3
253 COLLETTE,NEW BEDFORD,,,,,,5/29/14,3
70 EARLE,NEW BEDFORD,,,,,,5/29/14,3
80 EARLE,NEW BEDFORD,,,,,,5/29/14,3
HATHAWAY,NEW BEDFORD,,,,,,5/29/14,3
43-45 MADEIRA,NEW BEDFORD,,,,,,5/29/14,3
59 TINKHAM,NEW BEDFORD,,,,,,5/29/14,3
248 LINCOLN,WORCESTER,,,,,,5/29/14,3
LINCOLN,WORCESTER,@ HARLOW STREET,,,,,5/29/14,3
10 BIRCH-HILL,ASHLAND,,,,,,5/28/14,3
34 BIRCH-HILL,ASHLAND,,,,,,5/28/14,3
CEDAR-HILL,ASHLAND,,,,,,5/28/14,3
14 COLUMBUS,ASHLAND,,,,,,5/28/14,3
FRUIT,ASHLAND,,,,,,5/28/14,3
FRUIT,ASHLAND,,,,,,5/28/14,3
765 MASS,CAMBRIDGE,,,,,,5/28/14,2
885 MASS,CAMBRIDGE,,,,,,5/28/14,2
122 MOUNT AUBURN,CAMBRIDGE,,,,,,5/28/14,2
118-120 SHERMAN,CAMBRIDGE,,,,,,5/28/14,2
268 WALDEN,CAMBRIDGE,,,,,,5/28/14,2
WALDEN,CAMBRIDGE,@ CONCORD STREET,,,,,5/28/14,2
404 NASH,NEW BEDFORD,,,,,,5/28/14,3
140 PITMAN,NEW BEDFORD,,,,,,5/28/14,3
93 SPRING,NEW BEDFORD,,,,,,5/28/14,3
15A ELM,SOMERVILLE,,,,,,5/28/14,3
20 ELM,SOMERVILLE,,,,,,5/28/14,3
16 JONES,WORCESTER,,,,,,5/28/14,3
18 JONES,WORCESTER,,,,,,5/28/14,3
JONES,WORCESTER,@ 32 HEYWOOD STREET,,,,,5/28/14,3
84 LOXWOOD,WORCESTER,,,,,,5/28/14,3
32 RIDGEWOOD,WORCESTER,,,,,,5/28/14,3
39 RIDGEWOOD,WORCESTER,,,,,,5/28/14,3
43 RIDGEWOOD,WORCESTER,,,,,,5/28/14,3
45 RIDGEWOOD,WORCESTER,,,,,,5/28/14,3
42 ROWENA,WORCESTER,,,,,,5/28/14,3
29 MIDDLESEX,DARTMOUTH,,,,,,5/27/14,3
37 SUFFOLK,DARTMOUTH,,,,,,5/27/14,3
48 SUFFOLK,DARTMOUTH,,,,,,5/27/14,3
496 ASHLEY,NEW BEDFORD,,,,,,5/27/14,3
ASHLEY,NEW BEDFORD,,,,,,5/27/14,3
103 BELLEVILLE,NEW BEDFORD,,,,,,5/27/14,3
611 BELLEVILLE,NEW BEDFORD,,,,,,5/27/14,3
211 EUGENIA,NEW BEDFORD,,,,,,5/27/14,3
EUGENIA,NEW BEDFORD,,,,,,5/27/14,3
141 HATCH,NEW BEDFORD,,,,,,5/27/14,3
95 HATCH,NEW BEDFORD,,,,,,5/27/14,3
HATCH,NEW BEDFORD,,,,,,5/27/14,3
198 WHITMAN,NEW BEDFORD,,,,,,5/27/14,3
201-203 WHITMAN,NEW BEDFORD,,,,,,5/27/14,3
WHITMAN,NEW BEDFORD,,,,,,5/27/14,3
CAMBRIDGE,WORCESTER,@ SOUTHBRIDGE STREET,,,,,5/27/14,3
26 DERBY,WORCESTER,,,,,,5/27/14,3
217 E-UNION,ASHLAND,,,,,,5/23/14,3
10 HIGLEY,ASHLAND,,,,,,5/23/14,3
18 HIGLEY,ASHLAND,,,,,,5/23/14,3
63 HIGLEY,ASHLAND,,,,,,5/23/14,3
166 POND,ASHLAND,,,,,,5/23/14,3
51-69 POND,ASHLAND,,,,,,5/23/14,3
74 SUMMER,ASHLAND,,,,,,5/23/14,3
110 W-UNION,ASHLAND,,,,,,5/23/14,3
SIXTH,CAMBRIDGE,@ SPRING STREET,,,,,5/23/14,2
ALLSTON,CAMBRIDGE,,,,,,5/23/14,3
31 AMORY,CAMBRIDGE,,,,,,5/23/14,3
28 ARLINGTON,CAMBRIDGE,,,,,,5/23/14,3
695 TRUMAN,HYDE PARK,,,,,,5/23/14,3
107 CENTRAL,NEW BEDFORD,,,,,,5/23/14,3
173 CENTRAL,NEW BEDFORD,,,,,,5/23/14,3
CENTRAL,NEW BEDFORD,,,,,,5/23/14,3
CENTRAL,NEW BEDFORD,,,,,,5/23/14,3
250 CHURCH,NEW BEDFORD,,,,,,5/23/14,3
215-219 CLIFFORD,NEW BEDFORD,,,,,,5/23/14,3
CLIFFORD,NEW BEDFORD,@ 506 ASHLEY BOULEVARD,,,,,5/23/14,3
CLIFFORD,NEW BEDFORD,,,,,,5/23/14,3
149 QUERY,NEW BEDFORD,,,,,,5/23/14,3
237 QUERY,NEW BEDFORD,,,,,,5/23/14,3
SHAW,NEW BEDFORD,,,,,,5/23/14,3
414 CHANDLER,WORCESTER,@ JUNE STREET,,,,,5/23/14,3
124 RUSSELL,WORCESTER,,,,,,5/23/14,3
128 RUSSELL,WORCESTER,,,,,,5/23/14,3
7 ST-ELMO,WORCESTER,,,,,,5/23/14,3
