ADDRESS,TOWN,INTERSECTION,ZIP,LAT,LNG,ADDRESS_TYPES,CLASSIFIED,GRADE
19 BRANDYWINE,WEST BOYLSTON,,,,,,11/20/14,3
3 BRANDYWINE,WEST BOYLSTON,,,,,,11/20/14,3
6 CHURCH,WEST BOYLSTON,,,,,,11/20/14,3
CHURCH,WEST BOYLSTON,,,,,,11/20/14,3
FRANKLIN,WEST BOYLSTON,,,,,,11/20/14,3
9 MAPLE,WEST BOYLSTON,,,,,,11/20/14,3
5 PAUL X TIVNAN,WEST BOYLSTON,,,,,,11/20/14,3
SHRINE,WEST BOYLSTON,,,,,,11/20/14,3
6 BECKMAN,WORCESTER,,,,,,11/20/14,3
31 FALMOUTH,WORCESTER,,,,,,11/20/14,3
33 FALMOUTH,WORCESTER,,,,,,11/20/14,3
88 GORDON,WORCESTER,,,,,,11/20/14,3
36 HAWTHORNE,CAMBRIDGE,,,,,,11/19/14,3
122 MOUNT AUBURN,CAMBRIDGE,,,,,,11/19/14,3
MOUNT AUBURN,CAMBRIDGE,,,,,,11/19/14,
BETHANY,FRAMINGHAM,,,,,,11/19/14,3
BETHANY,FRAMINGHAM,,,,,,11/19/14,3
155-157 CEDAR,FRAMINGHAM,,,,,,11/19/14,3
95 CEDAR,FRAMINGHAM,,,,,,11/19/14,3
39 COBURN,FRAMINGHAM,,,,,,11/19/14,3
635 WAVERLY,FRAMINGHAM,,,,,,11/19/14,3
WAVERLY,FRAMINGHAM,,,,,,11/19/14,3
113 CENTRAL,HYDE PARK,,,,,,11/19/14,3
HELEN,MARLBORO,,,,,,11/19/14,3
76-78 HIGHLAND,MARLBORO,,,,,,11/19/14,3
22 ASHLAND,SOMERVILLE,,,,,,11/19/14,3
3 BOSTON,SUTTON,,,,,,11/19/14,3
BOSTON,SUTTON,,,,,,11/19/14,3
68 PROVIDENCE,SUTTON,,,,,,11/19/14,3
PROVIDENCE,SUTTON,,,,,,11/19/14,3
PROVIDENCE,SUTTON,,,,,,11/19/14,3
PROVIDENCE,SUTTON,,,,,,11/19/14,3
24 BLUE RIDGE,WEST BOYLSTON,,,,,,11/19/14,3
DANIELIAN,WEST BOYLSTON,,,,,,11/19/14,3
DANIELIAN,WEST BOYLSTON,,,,,,11/19/14,3
88 CHANDLER,WORCESTER,,,,,,11/19/14,3
421 MASSASOIT,WORCESTER,,,,,,11/19/14,3
15 HUBBARD PARK,CAMBRIDGE,,,,,,11/18/14,3
7 MEADOW,CAMBRIDGE,,,,,,11/18/14,3
412 MOUNT AUBURN,CAMBRIDGE,,,,,,11/18/14,3
625 MOUNT AUBURN,CAMBRIDGE,,,,,,11/18/14,3
27 BELVIDERE,FRAMINGHAM,,,,,,11/18/14,3
35 BELVIDERE,FRAMINGHAM,,,,,,11/18/14,3
506 CONCORD,FRAMINGHAM,,,,,,11/18/14,3
510 CONCORD,FRAMINGHAM,,,,,,11/18/14,3
615 CONCORD,FRAMINGHAM,,,,,,11/18/14,3
673 CONCORD,FRAMINGHAM,,,,,,11/18/14,3
CONCORD,FRAMINGHAM,,,,,,11/18/14,3
19 DUFFETT,FRAMINGHAM,,,,,,11/18/14,3
4 SAINT LO,FRAMINGHAM,,,,,,11/18/14,3
396 HUNTINGTON,HYDE PARK,,,,,,11/18/14,3
1495 GRAFTON,MILLBURY,,,,,,11/18/14,3
41 RIVERLIN,MILLBURY,,,,,,11/18/14,3
RIVERLIN,MILLBURY,,,,,,11/18/14,3
11 FULTON,PLYMOUTH,,,,,,11/18/14,3
16 GABLE,PLYMOUTH,,,,,,11/18/14,3
20 OLD PROVIDENCE,SUTTON,,,,,,11/18/14,3
20A OLD PROVIDENCE,SUTTON,,,,,,11/18/14,3
OLD PROVIDENCE,SUTTON,,,,,,11/18/14,3
OLD PROVIDENCE,SUTTON,,,,,,11/18/14,3
OLD PROVIDENCE,SUTTON,,,,,,11/18/14,3
OLD PROVIDENCE,SUTTON,,,,,,11/18/14,3
334 CHANDLER,WORCESTER,,,,,,11/18/14,3
14 CENTRE,CAMBRIDGE,,,,,,11/17/14,3
DANFORTH,CAMBRIDGE,,,,,,11/17/14,3
2 DIVINITY,CAMBRIDGE,,,,,,11/17/14,3
18 ELLSWORTH,CAMBRIDGE,,,,,,11/17/14,3
188 FRANKLIN,CAMBRIDGE,,,,,,11/17/14,3
111 INMAN,CAMBRIDGE,,,,,,11/17/14,3
113 INMAN,CAMBRIDGE,,,,,,11/17/14,3
115 INMAN,CAMBRIDGE,,,,,,11/17/14,3
15 INMAN,CAMBRIDGE,,,,,,11/17/14,3
39 INMAN,CAMBRIDGE,,,,,,11/17/14,3
202 RIVER,CAMBRIDGE,,,,,,11/17/14,3
330 RIVER,CAMBRIDGE,,,,,,11/17/14,3
149-151 WINDSOR,CAMBRIDGE,,,,,,11/17/14,3
147 FAY,FRAMINGHAM,,,,,,11/17/14,3
25-27 HERBERT,FRAMINGHAM,,,,,,11/17/14,3
49 HERBERT,FRAMINGHAM,,,,,,11/17/14,3
351 HOLLIS,FRAMINGHAM,,,,,,11/17/14,3
48 OAKVALE,FRAMINGHAM,,,,,,11/17/14,3
11 ROYCE,FRAMINGHAM,,,,,,11/17/14,3
35 TRIPP,FRAMINGHAM,,,,,,11/17/14,3
98 HIGHLAND,HYDE PARK,,,,,,11/17/14,3
2 EAST BOSTON POST,MARLBORO,,,,,,11/17/14,3
547 EAST BOSTON POST,MARLBORO,,,,,,11/17/14,3
EAST BOSTON POST,MARLBORO,,,,,,11/17/14,3
178 EAST MAIN,MARLBORO,,,,,,11/17/14,3
9 EAST MAIN,MARLBORO,,,,,,11/17/14,3
280 APT 33 ELM,MARLBORO,,,,,,11/17/14,3
280 APT 36 ELM,MARLBORO,,,,,,11/17/14,3
237 MILLHAM,MARLBORO,,,,,,11/17/14,3
125 NORTH MAIN,MILLBURY,,,,,,11/17/14,3
154 NORTH MAIN,MILLBURY,,,,,,11/17/14,3
163 NORTH MAIN,MILLBURY,,,,,,11/17/14,3
178 NORTH MAIN,MILLBURY,,,,,,11/17/14,3
187 NORTH MAIN,MILLBURY,,,,,,11/17/14,3
29 NORTH MAIN,MILLBURY,,,,,,11/17/14,3
56 NORTH MAIN,MILLBURY,,,,,,11/17/14,3
NORTH MAIN,MILLBURY,,,,,,11/17/14,3
8 BARNESDALE,NATICK,,,,,,11/17/14,3
BODEN,NATICK,,,,,,11/17/14,3
28 CENTRE,NATICK,,,,,,11/17/14,3
8 CHURCH,NATICK,,,,,,11/17/14,3
44 HARTFORD,NATICK,,,,,,11/17/14,3
11 STRATFORD,NATICK,,,,,,11/17/14,3
9 STRATFORD,NATICK,,,,,,11/17/14,3
788 BOSTON,SHREWSBURY,,,,,,11/17/14,3
15 SHERWOOD,SHREWSBURY,,,,,,11/17/14,3
PLYMOUTH,CAMBRIDGE,,,,,,11/14/14,3
6 UNION,CAMBRIDGE,,,,,,11/14/14,3
WINDSOR,CAMBRIDGE,,,,,,11/14/14,3
134 HAYDEN ROWE,HOPKINTON,,,,,,11/14/14,3
71 HAYDEN ROWE,HOPKINTON,,,,,,11/14/14,3
27 HALSEY,HYDE PARK,,,,,,11/14/14,3
1-7 BRIERLY,MILLBURY,,,,,,11/14/14,3
2-6 BRIERLY,MILLBURY,,,,,,11/14/14,3
23 ELMWOOD,MILLBURY,,,,,,11/14/14,3
58-64 HORNE,MILLBURY,,,,,,11/14/14,3
49 MAPLE,MILLBURY,,,,,,11/14/14,3
28 SUTTON,MILLBURY,,,,,,11/14/14,3
4-6 SUTTON,MILLBURY,,,,,,11/14/14,3
THOMAS HILL,MILLBURY,,,,,,11/14/14,3
WHEELOCK,MILLBURY,,,,,,11/14/14,3
70 CRESCENT,WEST BOYLSTON,,,,,,11/14/14,3
8 OLDE HICKORY,WESTBOROUGH,,,,,,11/14/14,3
WEST MAIN,WESTBOROUGH,,,,,,11/14/14,3
535 CHANDLER,WORCESTER,,,,,,11/14/14,3
WILLOW,CAMBRIDGE,,,,,,11/13/14,3
190 ARTHUR,FRAMINGHAM,,,,,,11/13/14,3
300 GRANT,FRAMINGHAM,,,,,,11/13/14,3
99 MANSFIELD,FRAMINGHAM,,,,,,11/13/14,3
12 CEDAR,HOPKINTON,,,,,,11/13/14,3
25 GWINNETT,HYDE PARK,,,,,,11/13/14,3
50 VAN BRUNT,HYDE PARK,,,,,,11/13/14,3
119 WINDHAM,HYDE PARK,,,,,,11/13/14,3
23 WINDHAM,HYDE PARK,,,,,,11/13/14,3
87 WINDHAM,HYDE PARK,,,,,,11/13/14,3
129 WOOD,HYDE PARK,,,,,,11/13/14,3
97-99 WOOD,HYDE PARK,,,,,,11/13/14,3
114 POWDER MILL,MAYNARD,,,,,,11/13/14,3
13-15 POWDER MILL,MAYNARD,,,,,,11/13/14,3
30 GRAFTON,MILLBURY,,,,,,11/13/14,3
GRAFTON,MILLBURY,,,,,,11/13/14,3
GRAFTON,MILLBURY,,,,,,11/13/14,3
27 PROVIDENCE,MILLBURY,,,,,,11/13/14,3
PROVIDENCE,MILLBURY,,,,,,11/13/14,3
PROVIDENCE,MILLBURY,,,,,,11/13/14,3
SUMMER,MILLBURY,,,,,,11/13/14,3
126 WEST MAIN,MILLBURY,,,,,,11/13/14,3
189 WEST MAIN,MILLBURY,,,,,,11/13/14,3
70 WORCESTER PROVIDENCE,MILLBURY,,,,,,11/13/14,3
169 INDIAN MEADOW,NORTHBORO,,,,,,11/13/14,3
1 THOREAU,NORTHBORO,,,,,,11/13/14,3
18 HUTCHINS,SHREWSBURY,,,,,,11/13/14,3
106 RUGGLES,WESTBOROUGH,,,,,,11/13/14,3
27 COLONIAL,WORCESTER,,,,,,11/13/14,3
HADWEN,WORCESTER,,,,,,11/13/14,3
5 HAVELOCK,WORCESTER,,,,,,11/13/14,3
286 HIGHLAND,WORCESTER,,,,,,11/13/14,3
328 HIGHLAND,WORCESTER,,,,,,11/13/14,3
334 HIGHLAND,WORCESTER,,,,,,11/13/14,3
HIGHLAND,WORCESTER,@ HIGHLAND TER,,,,,11/13/14,3
HOWLAND,WORCESTER,@ PLEASANT ST,,,,,11/13/14,3
33 MONROE,WORCESTER,,,,,,11/13/14,3
715 PLEASANT,WORCESTER,,,,,,11/13/14,3
756 PLEASANT,WORCESTER,,,,,,11/13/14,3
796 PLEASANT,WORCESTER,,,,,,11/13/14,3
7 SAINT ELMO,WORCESTER,,,,,,11/13/14,3
441 TEMPLE,WORCESTER,,,,,,11/13/14,3
MASSACHUSETTS,CAMBRIDGE,,,,,,11/12/14,3
MASSACHUSETTS,CAMBRIDGE,,,,,,11/12/14,3
47 BEAVER,FRAMINGHAM,,,,,,11/12/14,3
64 BEAVER PARK,FRAMINGHAM,,,,,,11/12/14,3
71A BEAVER PARK,FRAMINGHAM,,,,,,11/12/14,3
107 BEAVER TERRACE,FRAMINGHAM,,,,,,11/12/14,3
105 SECOND,FRAMINGHAM,,,,,,11/12/14,3
32B SECOND,FRAMINGHAM,,,,,,11/12/14,3
STILLMAN,FRAMINGHAM,@ HARDING RD,,,,,11/12/14,3
11 THIRD,FRAMINGHAM,,,,,,11/12/14,3
6 EXCHANGE,HOPKINTON,,,,,,11/12/14,3
MECHANIC,HOPKINTON,,,,,,11/12/14,3
22 GRASSMERE,HYDE PARK,,,,,,11/12/14,3
43 GRASSMERE,HYDE PARK,,,,,,11/12/14,3
6 PINE,MAYNARD,,,,,,11/12/14,3
9 BURBANK,MILLBURY,,,,,,11/12/14,3
1 CANAL,MILLBURY,,,,,,11/12/14,3
13 CAPTAIN PETER SIMPSON,MILLBURY,,,,,,11/12/14,3
5 CHURCH,MILLBURY,,,,,,11/12/14,3
7 FONTAINE,MILLBURY,,,,,,11/12/14,3
8 FONTAINE,MILLBURY,,,,,,11/12/14,3
38 HIGH,MILLBURY,,,,,,11/12/14,3
194 COLONY,PLYMOUTH,,,,,,11/12/14,3
14 SAVERY,PLYMOUTH,,,,,,11/12/14,3
78 WASHINGTON,SHREWSBURY,,,,,,11/12/14,3
WASHINGTON,SHREWSBURY,,,,,,11/12/14,3
119-121 HOPE,WORCESTER,,,,,,11/12/14,3
376 MAY,WORCESTER,,,,,,11/12/14,3
398 MAY,WORCESTER,,,,,,11/12/14,3
MAY,WORCESTER,,,,,,11/12/14,3
39 FAYERWEATHER,CAMBRIDGE,,,,,,11/10/14,3
MASSACHUSETTS,CAMBRIDGE,,,,,,11/10/14,3
348-350 WALDEN,CAMBRIDGE,,,,,,11/10/14,3
30 GRASSMERE,HYDE PARK,,,,,,11/10/14,3
31 GRASSMERE,HYDE PARK,,,,,,11/10/14,3
10 GARFIELD,MAYNARD,,,,,,11/10/14,3
17 WARREN,MAYNARD,,,,,,11/10/14,3
48 BEACH,MILLBURY,,,,,,11/10/14,3
23 LESLIE,MILLBURY,,,,,,11/10/14,3
9 LINCOLN,MILLBURY,,,,,,11/10/14,3
MARTIN,MILLBURY,,,,,,11/10/14,3
30 SOUTH MAIN,MILLBURY,,,,,,11/10/14,3
26 SULLIVAN,MILLBURY,,,,,,11/10/14,3
9 SULLIVAN,MILLBURY,,,,,,11/10/14,3
SULLIVAN,MILLBURY,,,,,,11/10/14,3
CRYSTAL POND,SOUTHBORO,,,,,,11/10/14,3
144 FREMONT,WORCESTER,,,,,,11/10/14,3
445 LAKE,WORCESTER,,,,,,11/10/14,3
179-181 FAYERWEATHER,CAMBRIDGE,,,,,,11/7/14,3
MASSACHUSETTS,CAMBRIDGE,,,,,,11/7/14,3
DEDHAM,DEDHAM,,,,,,11/7/14,3
353 WOOD,HOPKINTON,,,,,,11/7/14,2
2 EXCHANGE,HOPKINTON,,,,,,11/7/14,3
319 WOOD,HOPKINTON,,,,,,11/7/14,3
333 WOOD,HOPKINTON,,,,,,11/7/14,3
WOOD,HOPKINTON,,,,,,11/7/14,3
19 BEACH,MILLBURY,,,,,,11/7/14,3
BRIGHTSIDE,MILLBURY,,,,,,11/7/14,3
22 CROYDEN,MILLBURY,,,,,,11/7/14,3
234 MILLBURY,MILLBURY,,,,,,11/7/14,3
256 MILLBURY,MILLBURY,,,,,,11/7/14,3
266 MILLBURY,MILLBURY,,,,,,11/7/14,3
274 MILLBURY,MILLBURY,,,,,,11/7/14,3
294 MILLBURY,MILLBURY,,,,,,11/7/14,3
316 MILLBURY,MILLBURY,,,,,,11/7/14,3
322 MILLBURY,MILLBURY,,,,,,11/7/14,3
83 GATES,WORCESTER,,,,,,11/7/14,3
ENGLEWOOD,WORCESTER,,,,,,11/7/14,3
15 FAIRFIELD,WORCESTER,,,,,,11/7/14,3
FAIRFIELD,WORCESTER,,,,,,11/7/14,3
12 GLENDALE,WORCESTER,,,,,,11/7/14,3
163 GRAND,WORCESTER,,,,,,11/7/14,3
443 LAKE,WORCESTER,,,,,,11/7/14,3
101 SOUTHBRIDGE,AUBURN,,,,,,11/6/14,3
15 SOUTHBRIDGE,AUBURN,,,,,,11/6/14,3
385 SOUTHBRIDGE,AUBURN,,,,,,11/6/14,3
65 SOUTHBRIDGE,AUBURN,,,,,,11/6/14,3
SOUTHBRIDGE,AUBURN,,,,,,11/6/14,3
SOUTHBRIDGE,AUBURN,,,,,,11/6/14,3
1 ST MARK,AUBURN,,,,,,11/6/14,3
667 WASHINGTON,AUBURN,,,,,,11/6/14,3
1977-1979 MASSACHUSETTS,CAMBRIDGE,,,,,,11/6/14,3
2013 MASSACHUSETTS,CAMBRIDGE,,,,,,11/6/14,3
MASSACHUSETTS,CAMBRIDGE,,,,,,11/6/14,3
73 ORCHARD,CAMBRIDGE,,,,,,11/6/14,3
160 GARFIELD,HYDE PARK,,,,,,11/6/14,3
204 GARFIELD,HYDE PARK,,,,,,11/6/14,3
9 MACDONALD,HYDE PARK,,,,,,11/6/14,3
11 SUNNYSIDE,HYDE PARK,,,,,,11/6/14,3
27 SUNNYSIDE,HYDE PARK,,,,,,11/6/14,3
38 SUNNYSIDE,HYDE PARK,,,,,,11/6/14,3
42 SUNNYSIDE,HYDE PARK,,,,,,11/6/14,3
45 SUNNYSIDE,HYDE PARK,,,,,,11/6/14,3
51 BRIGHAM,MARLBORO,,,,,,11/6/14,3
602 BRIGHAM,MARLBORO,,,,,,11/6/14,3
100 GRACE,MARLBORO,,,,,,11/6/14,3
16 GRACE,MARLBORO,,,,,,11/6/14,3
MAPLE,MARLBORO,,,,,,11/6/14,3
27 PIONEER,MARLBORO,,,,,,11/6/14,3
37 PIONEER,MARLBORO,,,,,,11/6/14,3
26 WILSON,MARLBORO,,,,,,11/6/14,3
26 APT #9 WILSON,MARLBORO,,,,,,11/6/14,3
1-2 DARTMOUTH,MAYNARD,,,,,,11/6/14,3
OPP 3 CANAL,MILLBURY,,,,,,11/6/14,3
75 ELM,MILLBURY,,,,,,11/6/14,3
ELM,MILLBURY,,,,,,11/6/14,3
292 MAIN,NORTHBORO,,,,,,11/6/14,3
82 SUNSET,NORTHBORO,,,,,,11/6/14,3
303 BOSTON,SHREWSBURY,,,,,,11/6/14,3
11 MOSSLAND,SOMERVILLE,,,,,,11/6/14,3
10-12 BOYLSTON,WORCESTER,,,,,,11/6/14,3
8 BOYLSTON,WORCESTER,,,,,,11/6/14,3
BOYLSTON,WORCESTER,,,,,,11/6/14,3
11 FIRGLADE,WORCESTER,,,,,,11/6/14,3
4 HARTSHORN,WORCESTER,,,,,,11/6/14,3
7 MANOR,WORCESTER,,,,,,11/6/14,3
251 MAY,WORCESTER,,,,,,11/6/14,3
MAY,WORCESTER,,,,,,11/6/14,3
MAY,WORCESTER,@ MANOR ST,,,,,11/6/14,3
65 PASADENA,WORCESTER,,,,,,11/6/14,3
SEWARD,WORCESTER,@ WILSON ST,,,,,11/6/14,3
8 VAN,WORCESTER,,,,,,11/6/14,3
28 WILSON,WORCESTER,,,,,,11/6/14,3
47 WILSON,WORCESTER,,,,,,11/6/14,3
102 NORTH OXFORD,AUBURN,,,,,,11/5/14,3
32 PAKACHOAG,AUBURN,,,,,,11/5/14,3
65 SCHOOL,AUBURN,,,,,,11/5/14,3
27 SWORD,AUBURN,,,,,,11/5/14,3
33 SWORD,AUBURN,,,,,,11/5/14,3
36 SWORD,AUBURN,,,,,,11/5/14,3
45 SWORD,AUBURN,,,,,,11/5/14,3
20 WELLMAN,AUBURN,,,,,,11/5/14,3
28 WOODLAND,AUBURN,,,,,,11/5/14,3
330 IRVING,FRAMINGHAM,,,,,,11/5/14,2
2 BOSWORTH,FRAMINGHAM,,,,,,11/5/14,3
LEDGEWOOD,FRAMINGHAM,,,,,,11/5/14,3
1339 OLD WORCESTER,FRAMINGHAM,,,,,,11/5/14,3
13 RED COAT,FRAMINGHAM,,,,,,11/5/14,3
15 FARRIN,HYDE PARK,,,,,,11/5/14,3
6 FARRIN,HYDE PARK,,,,,,11/5/14,3
60 COMMONS,SHREWSBURY,,,,,,11/5/14,3
5 WEST MAIN,UPTON,,,,,,11/5/14,3
32 WILLIAMS,UPTON,,,,,,11/5/14,3
42 WILLIAMS,UPTON,,,,,,11/5/14,3
28 ELM,WESTBOROUGH,,,,,,11/5/14,3
36 CASCADE,WORCESTER,,,,,,11/5/14,3
JUDITH,WORCESTER,@ JUNE ST,,,,,11/5/14,3
388 JUNE,WORCESTER,,,,,,11/5/14,3
205 LINCOLN,WORCESTER,,,,,,11/5/14,3
228 LINCOLN,WORCESTER,,,,,,11/5/14,3
1256 MAIN,WORCESTER,,,,,,11/5/14,3
1296 MAIN,WORCESTER,,,,,,11/5/14,3
1340 MAIN,WORCESTER,,,,,,11/5/14,3
26 MARLAND,WORCESTER,,,,,,11/5/14,3
48 MARLAND,WORCESTER,,,,,,11/5/14,3
14 ARLINGTON,AUBURN,,,,,,11/4/14,3
123 BOYCE,AUBURN,,,,,,11/4/14,3
143 BOYCE,AUBURN,,,,,,11/4/14,3
158 BOYCE,AUBURN,,,,,,11/4/14,3
BOYCE,AUBURN,,,,,,11/4/14,3
BOYCE,AUBURN,,,,,,11/4/14,3
19 HILLIARD,CAMBRIDGE,,,,,,11/4/14,3
777 MEMORIAL,CAMBRIDGE,,,,,,11/4/14,3
133 BUSSEY,DEDHAM,@ CONGRESS PL,,,,,11/4/14,3
47 AGNES,FRAMINGHAM,,,,,,11/4/14,3
17 CLAUDETTE,FRAMINGHAM,,,,,,11/4/14,3
26 LYMAN,FRAMINGHAM,,,,,,11/4/14,3
LYMAN,FRAMINGHAM,,,,,,11/4/14,3
34 MCADAMS,FRAMINGHAM,,,,,,11/4/14,3
10 WESTVIEW,FRAMINGHAM,,,,,,11/4/14,3
27 FARRAR,HYDE PARK,,,,,,11/4/14,3
43 FARRAR,HYDE PARK,,,,,,11/4/14,3
49 HAPGOOD,SHREWSBURY,,,,,,11/4/14,3
369-371 ALEWIFE BROOK,SOMERVILLE,,,,,,11/4/14,3
WILLIAMS,UPTON,,,,,,11/4/14,3
19 AMESBURY,WORCESTER,,,,,,11/4/14,3
3 ARBOR VITAE,WORCESTER,,,,,,11/4/14,3
9 ARBOR VITAE,WORCESTER,,,,,,11/4/14,3
7 BLAIR,WORCESTER,@ HILLCREST AVE,,,,,11/4/14,3
320 LINCOLN,WORCESTER,,,,,,11/4/14,3
354 LINCOLN,WORCESTER,,,,,,11/4/14,3
645 LINCOLN,WORCESTER,,,,,,11/4/14,3
340 PLANTATION,WORCESTER,,,,,,11/4/14,3
PLANTATION,WORCESTER,,,,,,11/4/14,3
PLANTATION,WORCESTER,,,,,,11/4/14,3
61 SUNDERLAND,WORCESTER,,,,,,11/4/14,3
193 RINDGE,CAMBRIDGE,,,,,,11/3/14,3
20 BERKELEY,FRAMINGHAM,,,,,,11/3/14,3
8 JOANNE,FRAMINGHAM,,,,,,11/3/14,3
13 KNIGHT,FRAMINGHAM,,,,,,11/3/14,3
24 KNIGHT,FRAMINGHAM,,,,,,11/3/14,3
25 KNIGHT,FRAMINGHAM,,,,,,11/3/14,3
KNIGHT,FRAMINGHAM,,,,,,11/3/14,3
TEMPLE,FRAMINGHAM,,,,,,11/3/14,3
FAIRMOUNT,HYDE PARK,,,,,,11/3/14,3
2 NANCY,MAYNARD,,,,,,11/3/14,3
10 MILK PORRIDGE,NORTHBORO,,,,,,11/3/14,3
62 COLONIAL,SHREWSBURY,,,,,,11/3/14,3
CURTIS,SOMERVILLE,@ POWERHOUSE BLVD,,,,,11/3/14,3
HOMESTEAD,WESTBOROUGH,,,,,,11/3/14,3
1801 WINDSOR RIDGE,WESTBOROUGH,,,,,,11/3/14,3
233 BEVERLY,WORCESTER,,,,,,11/3/14,3
CLOVER,WORCESTER,@ KNOX ST,,,,,11/3/14,3
195 PARK,WORCESTER,,,,,,11/3/14,3
198 PARK,WORCESTER,,,,,,11/3/14,3
226-228 PARK,WORCESTER,,,,,,11/3/14,3
237 PARK,WORCESTER,,,,,,11/3/14,3
287 PARK,WORCESTER,,,,,,11/3/14,3
399 PARK,WORCESTER,,,,,,11/3/14,3
400 PARK,WORCESTER,,,,,,11/3/14,3
509 PARK,WORCESTER,,,,,,11/3/14,3
OPP 442 PARK,WORCESTER,,,,,,11/3/14,3
PARK,WORCESTER,,,,,,11/3/14,3
PARK,WORCESTER,,,,,,11/3/14,3
137 PLEASANT,WORCESTER,,,,,,11/3/14,3
1 HOLLIS,CAMBRIDGE,,,,,,10/31/14,3
45 SPINELLI,CAMBRIDGE,,,,,,10/31/14,3
20 WILSON,CAMBRIDGE,,,,,,10/31/14,3
234 ADAMS,FAIRHAVEN,,,,,,10/31/14,3
ADAMS,FAIRHAVEN,,,,,,10/31/14,3
ENNEKING,HYDE PARK,,,,,,10/31/14,3
234 FAIRMOUNT,HYDE PARK,,,,,,10/31/14,3
48-52 FAIRMOUNT,HYDE PARK,,,,,,10/31/14,3
222 HUDSON,MARLBORO,,,,,,10/31/14,3
AIRPORT,WORCESTER,,,,,,10/31/14,3
32 FARMINGTON,WORCESTER,,,,,,10/31/14,3
9 INDIAN LAKE,WORCESTER,,,,,,10/31/14,3
117 PLANTATION,WORCESTER,,,,,,10/31/14,3
123 PLANTATION,WORCESTER,,,,,,10/31/14,3
136 PLANTATION,WORCESTER,,,,,,10/31/14,3
152 PLANTATION,WORCESTER,,,,,,10/31/14,3
166 PLANTATION,WORCESTER,,,,,,10/31/14,3
300 PLANTATION,WORCESTER,,,,,,10/31/14,3
PLANTATION,WORCESTER,,,,,,10/31/14,3
PLANTATION,WORCESTER,,,,,,10/31/14,3
STAFFORD,WORCESTER,@ LUDLOW ST,,,,,10/31/14,3
9 VARNUM,WORCESTER,,,,,,10/31/14,3
150 THORNDIKE,CAMBRIDGE,,,,,,10/30/14,3
156 ADAMS,FAIRHAVEN,,,,,,10/30/14,3
160 ADAMS,FAIRHAVEN,,,,,,10/30/14,3
163 ADAMS,FAIRHAVEN,,,,,,10/30/14,3
1 BROOKVALE,FRAMINGHAM,,,,,,10/30/14,3
58 LINDA,FRAMINGHAM,,,,,,10/30/14,3
107 ROUNDTOP,FRAMINGHAM,,,,,,10/30/14,3
ROUNDTOP,FRAMINGHAM,@ JANEBAR,,,,,10/30/14,3
227-233 SOUTH,HOPKINTON,,,,,,10/30/14,3
59 SOUTH,HOPKINTON,,,,,,10/30/14,3
1 DERRY,HYDE PARK,,,,,,10/30/14,3
HOSMER,MARLBORO,,,,,,10/30/14,3
50 BUTLER,MAYNARD,,,,,,10/30/14,3
42 ADAMS,WORCESTER,,,,,,10/30/14,3
148 BROOKLINE,WORCESTER,,,,,,10/30/14,3
21 CRESTON,WORCESTER,,,,,,10/30/14,3
8 NORTH,WORCESTER,,,,,,10/30/14,3
520 PARK,WORCESTER,,,,,,10/30/14,3
580 PARK,WORCESTER,,,,,,10/30/14,3
582 PARK,WORCESTER,,,,,,10/30/14,3
295 PLEASANT,WORCESTER,,,,,,10/30/14,3
385 PLEASANT,WORCESTER,,,,,,10/30/14,3
475 PLEASANT,WORCESTER,,,,,,10/30/14,3
585 PLEASANT,WORCESTER,,,,,,10/30/14,3
PLEASANT,WORCESTER,,,,,,10/30/14,3
PLEASANT,WORCESTER,,,,,,10/30/14,3
PLEASANT,WORCESTER,,,,,,10/30/14,3
42 SEMINOLE,WORCESTER,,,,,,10/30/14,3
49 SEMINOLE,WORCESTER,,,,,,10/30/14,3
27 VINCENT,DEDHAM,,,,,,10/29/14,3
VINCENT,DEDHAM,@ CRANSTON AVE,,,,,10/29/14,3
ADAMS,FAIRHAVEN,,,,,,10/29/14,3
5 GARDNER,FAIRHAVEN,,,,,,10/29/14,3
9 GARDNER,FAIRHAVEN,,,,,,10/29/14,3
27 HAWTHORNE,FAIRHAVEN,,,,,,10/29/14,3
80 BEACON,FRAMINGHAM,,,,,,10/29/14,3
10 CRESTWOOD,FRAMINGHAM,,,,,,10/29/14,3
24 HIGHGATE,FRAMINGHAM,,,,,,10/29/14,3
172 LOCKLAND,FRAMINGHAM,,,,,,10/29/14,3
176 LOCKLAND,FRAMINGHAM,,,,,,10/29/14,3
182 LOCKLAND,FRAMINGHAM,,,,,,10/29/14,3
184 LOCKLAND,FRAMINGHAM,,,,,,10/29/14,3
198 LOCKLAND,FRAMINGHAM,,,,,,10/29/14,3
200 LOCKLAND,FRAMINGHAM,,,,,,10/29/14,3
96 DANNY,HYDE PARK,,,,,,10/29/14,3
DEDHAM,HYDE PARK,@ GEORGETOWN,,,,,10/29/14,3
13 TREMONT,MAYNARD,,,,,,10/29/14,3
120 EASTON,NEW BEDFORD,,,,,,10/29/14,3
KINGS MOUNTAIN,WEST BOYLSTON,,,,,,10/29/14,3
WASHINGTON,WESTWOOD,@ MARSHALL ST,,,,,10/29/14,3
11 BURNCOAT,WORCESTER,,,,,,10/29/14,3
BURNCOAT,WORCESTER,,,,,,10/29/14,3
16 ELIZABETH,WORCESTER,@ EARLE ST,,,,,10/29/14,3
