ADDRESS,TOWN,INTERSECTION,CLASSIFIED,GRADE
321 WASHINGTON,DEDHAM,,1-Oct-14,3
496 WASHINGTON,DEDHAM,,1-Oct-14,3
CASTLE,FAIRHAVEN,,1-Oct-14,3
215 GREEN,FAIRHAVEN,,1-Oct-14,3
25 LINDEN,FAIRHAVEN,,1-Oct-14,3
LINDEN,FAIRHAVEN,,1-Oct-14,3
4 WATER,MARION,,1-Oct-14,3
81 WATER,MARION,,1-Oct-14,3
85 WATER,MARION,,1-Oct-14,3
WATER,MARION,,1-Oct-14,3
7 EDGEWOOD,MATTAPOISETT,,1-Oct-14,3
10 CHURCH,NORTHBORO,,1-Oct-14,3
WHITNEY,NORTHBORO,,1-Oct-14,3
41 SOUTH,PLYMOUTH,,1-Oct-14,3
WARREN,PLYMOUTH,,1-Oct-14,3
14 BROOK,SHERBORN,,1-Oct-14,3
BROOK,SHERBORN,,1-Oct-14,3
13 COURSE-BROOK,SHERBORN,,1-Oct-14,3
11 HARRINGTON-RIDGE,SHERBORN,,1-Oct-14,3
JACKSON,SHERBORN,,1-Oct-14,3
51 PARKS,SHERBORN,,1-Oct-14,3
62 RUSSETT-HILL,SHERBORN,,1-Oct-14,3
SPEEN,SHERBORN,,1-Oct-14,3
136 WESTERN,SHERBORN,,1-Oct-14,3
DANE,SOMERVILLE,,1-Oct-14,3
MEDFORD,SOMERVILLE,,1-Oct-14,3
18 LYMAN,WESTBOROUGH,,1-Oct-14,3
24 LYMAN,WESTBOROUGH,,1-Oct-14,3
164 MILK,WESTBOROUGH,,1-Oct-14,3
166 MILK,WESTBOROUGH,,1-Oct-14,3
14 ANNA,WORCESTER,,1-Oct-14,3
114 CHANDLER,WORCESTER,,1-Oct-14,3
128 CHANDLER,WORCESTER,,1-Oct-14,3
162 CHANDLER,WORCESTER,,1-Oct-14,3
170 CHANDLER,WORCESTER,,1-Oct-14,3
174 CHANDLER,WORCESTER,,1-Oct-14,3
330 CHANDLER,WORCESTER,,1-Oct-14,3
340 CHANDLER,WORCESTER,,1-Oct-14,3
OPP 263 CHANDLER,WORCESTER,,1-Oct-14,3
101-103 FOREST,WORCESTER,,1-Oct-14,3
119 FOREST,WORCESTER,,1-Oct-14,3
FOREST,WORCESTER,,1-Oct-14,3
435 MASSASOIT,WORCESTER,,1-Oct-14,3
5 MASSASOIT,WORCESTER,,1-Oct-14,3
MASSASOIT,WORCESTER,,1-Oct-14,3
MASSASOIT,WORCESTER,,1-Oct-14,3
82 MAY,WORCESTER,,1-Oct-14,3
86 MAY,WORCESTER,,1-Oct-14,3
OPP 27 ROCKDALE,WORCESTER,,1-Oct-14,3
86 SEYMOUR,WORCESTER,,1-Oct-14,3
8 SOUTHVIEW,WORCESTER,,1-Oct-14,3
STATE,WORCESTER,,1-Oct-14,3
9 STEELE,WORCESTER,,1-Oct-14,3
STURGIS,WORCESTER,,1-Oct-14,3
63-65 BELMONT,CAMBRIDGE,,2-Oct-14,3
BELMONT,CAMBRIDGE,,2-Oct-14,3
3 BERKELEY,CAMBRIDGE,,2-Oct-14,3
177 COOLIDGE,CAMBRIDGE,,2-Oct-14,3
10 WHITEHALL,DEDHAM,,2-Oct-14,3
WILDING,FAIRHAVEN,,2-Oct-14,3
WILDING,FAIRHAVEN,,2-Oct-14,3
3 BARNABAS,MARION,,2-Oct-14,3
HERMITAGE,MARION,,2-Oct-14,3
HIGHLAND,MARION,,2-Oct-14,3
8 PIE,MARION,,2-Oct-14,3
91 COUNTY,MATTAPOISETT,,2-Oct-14,3
5 FAIRHAVEN,MATTAPOISETT,,2-Oct-14,3
OPP 48 FAIRHAVEN,MATTAPOISETT,,2-Oct-14,3
SPRING,NATICK,,2-Oct-14,3
36 WATER,NATICK,,2-Oct-14,3
8 FOX HILL,SHREWSBURY,,2-Oct-14,3
17 OAKLAND,SHREWSBURY,,2-Oct-14,3
8 OAKLAND,SHREWSBURY,,2-Oct-14,3
23 PORTER,SOMERVILLE,,2-Oct-14,3
151 SUMMER,SOMERVILLE,,2-Oct-14,3
SUMMER,SOMERVILLE,,2-Oct-14,3
16 CROSS,UXBRIDGE,,2-Oct-14,3
33 E-HARTFORD,UXBRIDGE,,2-Oct-14,3
119 N-MAIN,UXBRIDGE,,2-Oct-14,3
44 RIVULET,UXBRIDGE,,2-Oct-14,3
71 S-MAIN,UXBRIDGE,,2-Oct-14,3
50 EAST MAIN,WESTBOROUGH,,2-Oct-14,3
30 LYMAN,WESTBOROUGH,,2-Oct-14,3
555 CHANDLER,WORCESTER,,2-Oct-14,3
556 CHANDLER,WORCESTER,,2-Oct-14,3
572 CHANDLER,WORCESTER,,2-Oct-14,3
582 CHANDLER,WORCESTER,,2-Oct-14,3
606 CHANDLER,WORCESTER,,2-Oct-14,3
614 CHANDLER,WORCESTER,,2-Oct-14,3
621 CHANDLER,WORCESTER,,2-Oct-14,3
635-643 CHANDLER,WORCESTER,,2-Oct-14,3
CHANDLER,WORCESTER,,2-Oct-14,3
83 FOREST,WORCESTER,,2-Oct-14,3
FOREST,WORCESTER,,2-Oct-14,3
SHERMAN,WORCESTER,,2-Oct-14,3
225 SHREWSBURY,WORCESTER,,2-Oct-14,3
254 SHREWSBURY,WORCESTER,,2-Oct-14,3
333 SHREWSBURY,WORCESTER,,2-Oct-14,3
345 SHREWSBURY,WORCESTER,,2-Oct-14,3
595 SOUTHBRIDGE,WORCESTER,,2-Oct-14,3
SOUTHBRIDGE,WORCESTER,,2-Oct-14,3
58 VIOLET,DEDHAM,,3-Oct-14,3
36 WOODLEIGH,DEDHAM,,3-Oct-14,3
CASTLE,FAIRHAVEN,@ 29 ELM STREET,3-Oct-14,3
61 OXFORD,FAIRHAVEN,,3-Oct-14,3
65 OXFORD,FAIRHAVEN,,3-Oct-14,3
FAIRHAVEN,MATTAPOISETT,,3-Oct-14,3
43 CHARLOTTE,WORCESTER,,3-Oct-14,3
CHESTERFIELD,WORCESTER,,3-Oct-14,3
30 CLARA,WORCESTER,,3-Oct-14,3
11 CLARIDGE,WORCESTER,,3-Oct-14,3
24 CLARIDGE,WORCESTER,,3-Oct-14,3
64 CLARIDGE,WORCESTER,,3-Oct-14,3
122 CLARK,WORCESTER,,3-Oct-14,3
84 CLARK,WORCESTER,,3-Oct-14,3
33 FLAGG,WORCESTER,,3-Oct-14,3
37 FLAGG,WORCESTER,,3-Oct-14,3
45 FLAGG,WORCESTER,,3-Oct-14,3
FLAGG,WORCESTER,,3-Oct-14,3
1158 MAIN,WORCESTER,,3-Oct-14,3
1168 MAIN,WORCESTER,,3-Oct-14,3
446 MAIN,WORCESTER,,3-Oct-14,3
805 MAIN,WORCESTER,,3-Oct-14,3
UXBRIDGE,WORCESTER,@ DUXBURY STREET,3-Oct-14,3
93 BOYCE,AUBURN,,4-Oct-14,3
3502 FOREST PARK,AUBURN,,5-Oct-14,3
ADAMS,FAIRHAVEN,,6-Oct-14,3
193 MAIN,FAIRHAVEN,,6-Oct-14,3
123 FAIRHAVEN,MATTAPOISETT,,6-Oct-14,3
49 FAIRHAVEN,MATTAPOISETT,,6-Oct-14,3
72 FAIRHAVEN,MATTAPOISETT,,6-Oct-14,3
FAIRHAVEN,MATTAPOISETT,,6-Oct-14,3
7 SUMMER,SHREWSBURY,,6-Oct-14,3
10 WINSLOW,SOMERVILLE,,6-Oct-14,3
8 MITCHELL,SOUTHBORO,,6-Oct-14,3
NEWTON,SOUTHBORO,,6-Oct-14,3
2 ESTABROOK,WORCESTER,,6-Oct-14,3
FLORIDA,WORCESTER,,6-Oct-14,3
41 FREDERICKSON,WORCESTER,,6-Oct-14,3
GREEN HILL,WORCESTER,@ LINCOLN STREET,6-Oct-14,3
61 HAVELOCK,WORCESTER,,6-Oct-14,3
2 ORNE,WORCESTER,,6-Oct-14,3
31 HEDGE,FAIRHAVEN,,7-Oct-14,3
40 HEDGE,FAIRHAVEN,,7-Oct-14,3
69 HEDGE,FAIRHAVEN,,7-Oct-14,3
77 HEDGE,FAIRHAVEN,,7-Oct-14,3
9 HEDGE,FAIRHAVEN,,7-Oct-14,3
82 ARLINGTON,HYDE PARK,,7-Oct-14,3
COLLEGE,SOMERVILLE,@ 2 PARK AVENUE,7-Oct-14,3
33 HARTFORD-NORTH,UPTON,,7-Oct-14,3
5 W-MAIN,UPTON,,7-Oct-14,3
7 W-MAIN,UPTON,,7-Oct-14,3
3 CLEGG,WORCESTER,,7-Oct-14,3
180 COBURN,WORCESTER,,7-Oct-14,3
188 COBURN,WORCESTER,,7-Oct-14,3
188 COBURN,WORCESTER,,7-Oct-14,3
226 COBURN,WORCESTER,,7-Oct-14,3
250 COBURN,WORCESTER,,7-Oct-14,3
312 COBURN,WORCESTER,,7-Oct-14,3
9 COBURN,WORCESTER,,7-Oct-14,3
COBURN,WORCESTER,,7-Oct-14,3
41 COES,WORCESTER,,7-Oct-14,3
PERKINS,WORCESTER,@ LINCOLN,7-Oct-14,3
ALDEN,FAIRHAVEN,,8-Oct-14,3
ALDEN,FAIRHAVEN,,8-Oct-14,3
275 MAIN,FAIRHAVEN,,8-Oct-14,3
MAIN,FAIRHAVEN,,8-Oct-14,3
59 ASHEVILLE,HYDE PARK,,8-Oct-14,3
68 ASHEVILLE,HYDE PARK,,8-Oct-14,3
HOLMAN,SHREWSBURY,@ SPRING,8-Oct-14,3
28 PARK,SHREWSBURY,,8-Oct-14,3
14 CHERRY,SOMERVILLE,,8-Oct-14,3
63 ELM,SOMERVILLE,,8-Oct-14,3
711-723 SOMERVILLE,SOMERVILLE,,8-Oct-14,3
745 SOMERVILLE,SOMERVILLE,,8-Oct-14,3
4 COHASSET,WORCESTER,,8-Oct-14,3
1 COLLEGE,WORCESTER,,8-Oct-14,3
27 COLONIAL,WORCESTER,,8-Oct-14,3
26 COMMODORE,WORCESTER,,8-Oct-14,3
62 COMMODORE,WORCESTER,,8-Oct-14,3
90 COMMODORE,WORCESTER,,8-Oct-14,3
COMMODORE,WORCESTER,,8-Oct-14,3
116 COMMONWEALTH,WORCESTER,,8-Oct-14,3
29 COPLEY,WORCESTER,,8-Oct-14,3
60 COPPERFIELD,WORCESTER,,8-Oct-14,3
80 COPPERFIELD,WORCESTER,,8-Oct-14,3
COPPERFIELD,WORCESTER,,8-Oct-14,3
20 JOLMA,WORCESTER,,8-Oct-14,3
103 MILL,WORCESTER,,8-Oct-14,3
109 MILL,WORCESTER,,8-Oct-14,3
115 MILL,WORCESTER,,8-Oct-14,3
118 MILL,WORCESTER,,8-Oct-14,3
455 MILL,WORCESTER,,8-Oct-14,3
7 MOUNT VERNON,WORCESTER,,8-Oct-14,3
799 CONCORD,CAMBRIDGE,,9-Oct-14,3
ALDEN,FAIRHAVEN,,9-Oct-14,3
295 MAIN,FAIRHAVEN,,9-Oct-14,3
378 MAIN,FAIRHAVEN,,9-Oct-14,3
39-41 MEACHAM,SOMERVILLE,,9-Oct-14,3
HARDING,FAIRHAVEN,,10-Oct-14,3
65 HOWLAND,FAIRHAVEN,,10-Oct-14,3
HOWLAND,FAIRHAVEN,,10-Oct-14,3
9 STONE,NORTHBORO,,10-Oct-14,3
BOW,CAMBRIDGE,,14-Oct-14,3
73 GORE,CAMBRIDGE,,14-Oct-14,3
GORE,CAMBRIDGE,,14-Oct-14,3
PEARL,CAMBRIDGE,,14-Oct-14,3
16 BRUSH HILL,HYDE PARK,,14-Oct-14,3
55 GRANDVIEW,PLYMOUTH,,14-Oct-14,3
2203 MASSACHUSETTS,CAMBRIDGE,,15-Oct-14,3
MASSACHUSETTS,CAMBRIDGE,,15-Oct-14,3
439 MAIN,FAIRHAVEN,,15-Oct-14,3
20 BRUSH HILL,HYDE PARK,,15-Oct-14,3
113 CENTRAL,HYDE PARK,,15-Oct-14,3
6-8 OTIS,NORTHBORO,,15-Oct-14,3
6-8 OTIS,NORTHBORO,,15-Oct-14,3
SECOND,CAMBRIDGE,,16-Oct-14,3
29 CHARLES,HYDE PARK,,16-Oct-14,3
9-11 ARCADE,NORTHBRIDGE,,16-Oct-14,3
447 HILL,NORTHBRIDGE,,16-Oct-14,3
LELAND,NORTHBRIDGE,,16-Oct-14,3
40 PIEDMONT,NORTHBRIDGE,,16-Oct-14,3
11 PLUMMER,NORTHBRIDGE,,16-Oct-14,3
181 SHINING ROCK,NORTHBRIDGE,,16-Oct-14,3
64 BOYLSTON,SHREWSBURY,,16-Oct-14,3
137 GRAFTON,SHREWSBURY,,16-Oct-14,3
7 LONGMEADOW,WORCESTER,,16-Oct-14,3
253 LOVELL,WORCESTER,,16-Oct-14,3
295 LOVELL,WORCESTER,,16-Oct-14,3
372 LOVELL,WORCESTER,,16-Oct-14,3
98 LOVELL,WORCESTER,,16-Oct-14,3
LOVELL,WORCESTER,,16-Oct-14,3
105 MAY,WORCESTER,,16-Oct-14,3
137 MAY,WORCESTER,,16-Oct-14,3
160 MAY,WORCESTER,,16-Oct-14,3
240 MAY,WORCESTER,,16-Oct-14,3
251 MAY,WORCESTER,,16-Oct-14,3
124 PAINE,WORCESTER,,16-Oct-14,3
PAINE,WORCESTER,,16-Oct-14,3
18 PATTISON,WORCESTER,,16-Oct-14,3
PENN,WORCESTER,,16-Oct-14,3
10 SPRINGHILL,FAIRHAVEN,,17-Oct-14,3
8 WOODVIEW,HOPKINTON,,17-Oct-14,3
97 CHILD,HYDE PARK,,17-Oct-14,3
71 CHITTICK,HYDE PARK,,17-Oct-14,3
19 KING-ARTHUR,SHREWSBURY,,17-Oct-14,3
ELLIOTT,WORCESTER,,17-Oct-14,3
GREEN,WORCESTER,@ WINTER,17-Oct-14,3
GREEN,WORCESTER,@ GOLD,17-Oct-14,3
22 NORTH,WORCESTER,,17-Oct-14,3
67 NORTH,WORCESTER,,17-Oct-14,3
8 NORTH,WORCESTER,,17-Oct-14,3
NORTH,WORCESTER,,17-Oct-14,3
9 NOTTINGHAM,WORCESTER,,17-Oct-14,3
NOTTINGHAM,WORCESTER,,17-Oct-14,3
54 FRESH POND,CAMBRIDGE,,20-Oct-14,3
13 BROWN,FAIRHAVEN,,20-Oct-14,3
7 WILDING,FAIRHAVEN,,20-Oct-14,3
154 BEACON,FRAMINGHAM,,20-Oct-14,3
798 OLD CONNECTICUT,FRAMINGHAM,,20-Oct-14,3
OLD CONNECTICUT,FRAMINGHAM,,20-Oct-14,3
120 CHITTICK,HYDE PARK,,20-Oct-14,3
1 MICHAEL,MAYNARD,,20-Oct-14,3
31-41 NEW VISTA,WORCESTER,,20-Oct-14,3
67-77 NEW VISTA,WORCESTER,,20-Oct-14,3
11 ORMOND,WORCESTER,,20-Oct-14,3
6-8 OSCEOLA,WORCESTER,,20-Oct-14,3
65 PASADENA,WORCESTER,,20-Oct-14,3
68 PASADENA,WORCESTER,,20-Oct-14,3
80 ROBINWOOD,DEDHAM,,21-Oct-14,3
15 SARATOGA,FAIRHAVEN,,21-Oct-14,3
11 SPRINGHILL,FAIRHAVEN,,21-Oct-14,3
3 CHAPPELWOOD,FRAMINGHAM,,21-Oct-14,3
105 ELM,FRAMINGHAM,,21-Oct-14,3
1 WOODVIEW,HOPKINTON,,21-Oct-14,3
4 WOODVIEW,HOPKINTON,,21-Oct-14,3
COLLINS,HYDE PARK,,21-Oct-14,3
20 COMO,HYDE PARK,,21-Oct-14,3
10 PATTI,MAYNARD,,21-Oct-14,3
3 PATTI,MAYNARD,,21-Oct-14,3
29 KIDDER,SOMERVILLE,,21-Oct-14,3
43 KIDDER,SOMERVILLE,,21-Oct-14,3
KIDDER,SOMERVILLE,@ 77 LIBERTY,21-Oct-14,3
18-20 BERKELY,WORCESTER,,21-Oct-14,3
EPWORTH,WORCESTER,@ WHIPPLE,21-Oct-14,3
81 HEYWOOD,WORCESTER,,21-Oct-14,3
96 HEYWOOD,WORCESTER,,21-Oct-14,3
98 HEYWOOD,WORCESTER,,21-Oct-14,3
OPP 36 MONROE,WORCESTER,,21-Oct-14,3
81 MOORE,WORCESTER,,21-Oct-14,3
86 MOORE,WORCESTER,,21-Oct-14,3
460 MOWER,WORCESTER,,21-Oct-14,3
416 NEW BOND,WORCESTER,,21-Oct-14,3
92 NEW BOND,WORCESTER,,21-Oct-14,3
NEWTON,WORCESTER,,21-Oct-14,3
13 PONIKEN,WORCESTER,,21-Oct-14,3
16 PONIKEN,WORCESTER,,21-Oct-14,3
15 PROCTOR,WORCESTER,,21-Oct-14,3
19 PROCTOR,WORCESTER,,21-Oct-14,3
916 EDGEBROOK,BOYLSTON,,22-Oct-14,3
ALLSTON,CAMBRIDGE,,22-Oct-14,3
19 ASH,CAMBRIDGE,,22-Oct-14,3
CARLETON,CAMBRIDGE,,22-Oct-14,3
96 CONCORD,CAMBRIDGE,,22-Oct-14,3
23 HOPKINS,FAIRHAVEN,,22-Oct-14,3
154 WATER,FRAMINGHAM,,22-Oct-14,3
214 WATER,FRAMINGHAM,,22-Oct-14,3
514 WATER,FRAMINGHAM,,22-Oct-14,3
677 WATER,FRAMINGHAM,,22-Oct-14,3
MENDON,HOPEDALE,,22-Oct-14,3
42 COMO,HYDE PARK,,22-Oct-14,3
79 COMO,HYDE PARK,,22-Oct-14,3
80 COMO,HYDE PARK,,22-Oct-14,3
147 HELEN,MARLBORO,,22-Oct-14,3
157 HELEN,MARLBORO,,22-Oct-14,3
67 VEGA,MARLBORO,,22-Oct-14,3
27-29 CRANE,MAYNARD,,22-Oct-14,3
10 NICK,MAYNARD,,22-Oct-14,3
3 TIGER,MAYNARD,,22-Oct-14,3
13 STRATFORD,NATICK,,22-Oct-14,3
395 WORCESTER,NATICK,,22-Oct-14,3
41 ROBIN,NORTHBRIDGE,,22-Oct-14,3
125 SHERYL,NORTHBRIDGE,,22-Oct-14,3
364 HAMILTON,WORCESTER,,22-Oct-14,3
299 HIGHLAND,WORCESTER,,22-Oct-14,3
HIGHLAND,WORCESTER,,22-Oct-14,3
HIGHLAND,WORCESTER,,22-Oct-14,3
HIGHLAND,WORCESTER,,22-Oct-14,3
13-17 NEPTUNE,WORCESTER,,22-Oct-14,3
21 NEPTUNE,WORCESTER,,22-Oct-14,3
6 OLD COLONY,WORCESTER,,22-Oct-14,3
80 OREAD,WORCESTER,,22-Oct-14,3
18 OTTER,WORCESTER,,22-Oct-14,3
9 PATCH RESERVOIR,WORCESTER,,22-Oct-14,3
3 PELHAM,WORCESTER,,22-Oct-14,3
98 PIEDMONT,WORCESTER,,22-Oct-14,3
28 ARLINGTON,CAMBRIDGE,,23-Oct-14,3
115 BRATTLE,CAMBRIDGE,,23-Oct-14,3
OPP 92 BRATTLE,CAMBRIDGE,,23-Oct-14,3
90 CLARENDON,CAMBRIDGE,,23-Oct-14,3
23 EVERETT,CAMBRIDGE,,23-Oct-14,3
28 ALDER,FRAMINGHAM,,23-Oct-14,3
198 BROOK,FRAMINGHAM,,23-Oct-14,3
22 DRISCOLL,FRAMINGHAM,,23-Oct-14,3
83 COMO,HYDE PARK,,23-Oct-14,3
84 COMO,HYDE PARK,,23-Oct-14,3
88 COMO,HYDE PARK,,23-Oct-14,3
COMO,HYDE PARK,,23-Oct-14,3
15 CRANMORE,HYDE PARK,,23-Oct-14,3
112 DALE,HYDE PARK,,23-Oct-14,3
74 ESSEX,MARLBORO,,23-Oct-14,3
42 HELEN,MARLBORO,,23-Oct-14,3
22 LIBBY,MARLBORO,,23-Oct-14,3
138 PLEASANT,MARLBORO,,23-Oct-14,3
ELM,MAYNARD,,23-Oct-14,3
33-35 GLENDALE,MAYNARD,,23-Oct-14,3
143 MAIN,MAYNARD,,23-Oct-14,3
3 PERCIVAL,MAYNARD,,23-Oct-14,3
13-15 RICE,MAYNARD,,23-Oct-14,3
117 GREAT,STOW,,23-Oct-14,3
24 CLARIDGE,WORCESTER,,23-Oct-14,3
14 FRATERNAL,WORCESTER,,23-Oct-14,3
HADWEN,WORCESTER,,23-Oct-14,3
50 HILLCROFT,WORCESTER,,23-Oct-14,3
118 HOLDEN,WORCESTER,,23-Oct-14,3
124 HOLDEN,WORCESTER,,23-Oct-14,3
140 HOLDEN,WORCESTER,,23-Oct-14,3
29 METCALF,WORCESTER,,23-Oct-14,3
243 MILLBURY,WORCESTER,,23-Oct-14,3
93 MORNINGSIDE,WORCESTER,,23-Oct-14,3
119 MOWER,WORCESTER,,23-Oct-14,3
35 MOWER,WORCESTER,,23-Oct-14,3
36 MOWER,WORCESTER,,23-Oct-14,3
26 NAVASOTA,WORCESTER,,23-Oct-14,3
OLD BROOK,WORCESTER,,23-Oct-14,3
PARK,WORCESTER,,23-Oct-14,3
PARK,WORCESTER,,23-Oct-14,3
91 PARKTON,WORCESTER,,23-Oct-14,3
5 PIEHL,WORCESTER,,23-Oct-14,3
41 PROUTY,WORCESTER,,23-Oct-14,3
125 PROVIDENCE,WORCESTER,,23-Oct-14,3
12 LIVESEY,FAIRHAVEN,,24-Oct-14,3
3 NEWTON,FAIRHAVEN,,24-Oct-14,3
BOLTON,MARLBORO,,24-Oct-14,3
BOLTON,MARLBORO,,24-Oct-14,3
32 HOSMER,MARLBORO,,24-Oct-14,3
38 HOSMER,MARLBORO,,24-Oct-14,3
354 HAMILTON,WORCESTER,,24-Oct-14,3
401 HAMILTON,WORCESTER,,24-Oct-14,3
HAMILTON,WORCESTER,,24-Oct-14,3
16 HEALY,WORCESTER,,24-Oct-14,3
118 NORFOLK,WORCESTER,,24-Oct-14,3
30 NORTHRIDGE,WORCESTER,,24-Oct-14,3
20 ORIENT,WORCESTER,,24-Oct-14,3
15 PALISADES,WORCESTER,,24-Oct-14,3
23 PALISADES,WORCESTER,,24-Oct-14,3
PILGRIM,WORCESTER,,24-Oct-14,3
10 LIVESEY,FAIRHAVEN,,27-Oct-14,3
SHAWMUT,NEW BEDFORD,,27-Oct-14,3
1010 PLEASANT,WORCESTER,,27-Oct-14,3
1135 PLEASANT,WORCESTER,,27-Oct-14,3
1145 PLEASANT,WORCESTER,,27-Oct-14,3
1280 PLEASANT,WORCESTER,,27-Oct-14,3
996 PLEASANT,WORCESTER,,27-Oct-14,3
OPP 1057 PLEASANT,WORCESTER,,27-Oct-14,3
PLEASANT,WORCESTER,,27-Oct-14,3
PLEASANT,WORCESTER,,27-Oct-14,3
PLEASANT,WORCESTER,,27-Oct-14,3
255 SHREWSBURY,WORCESTER,,27-Oct-14,3
50 WILDING,FAIRHAVEN,,28-Oct-14,3
9 WILDING,FAIRHAVEN,,28-Oct-14,3
CENTRAL,FRAMINGHAM,,28-Oct-14,3
1452 CONCORD,FRAMINGHAM,,28-Oct-14,3
2 WINCH PARK,FRAMINGHAM,,28-Oct-14,3
6 WINCH PARK,FRAMINGHAM,,28-Oct-14,3
227 DANA,HYDE PARK,,28-Oct-14,3
DANA,HYDE PARK,,28-Oct-14,3
9 HARRISON,SOMERVILLE,,28-Oct-14,3
43 BARNARD,WORCESTER,,28-Oct-14,3
796 PLEASANT,WORCESTER,,28-Oct-14,3
812 PLEASANT,WORCESTER,,28-Oct-14,3
830 PLEASANT,WORCESTER,,28-Oct-14,3
874 PLEASANT,WORCESTER,,28-Oct-14,3
907 PLEASANT,WORCESTER,,28-Oct-14,3
927 PLEASANT,WORCESTER,,28-Oct-14,3
940 PLEASANT,WORCESTER,,28-Oct-14,3
PLEASANT,WORCESTER,,28-Oct-14,3
PLEASANT,WORCESTER,,28-Oct-14,3
PLEASANT,WORCESTER,,28-Oct-14,3
27 VINCENT,DEDHAM,,29-Oct-14,3
VINCENT,DEDHAM,@ CRANSTON AVE,29-Oct-14,3
ADAMS,FAIRHAVEN,,29-Oct-14,3
5 GARDNER,FAIRHAVEN,,29-Oct-14,3
9 GARDNER,FAIRHAVEN,,29-Oct-14,3
24 HIGHGATE,FRAMINGHAM,,29-Oct-14,3
172 LOCKLAND,FRAMINGHAM,,29-Oct-14,3
176 LOCKLAND,FRAMINGHAM,,29-Oct-14,3
182 LOCKLAND,FRAMINGHAM,,29-Oct-14,3
198 LOCKLAND,FRAMINGHAM,,29-Oct-14,3
96 DANNY,HYDE PARK,,29-Oct-14,3
DEDHAM,HYDE PARK,@ GEORGETOWN,29-Oct-14,3
16 ELIZABETH,WORCESTER,,29-Oct-14,3
7 MANOR,WORCESTER,,29-Oct-14,3
262 MAY,WORCESTER,,29-Oct-14,3
280 MAY,WORCESTER,,29-Oct-14,3
330 MAY,WORCESTER,,29-Oct-14,3
340 MAY,WORCESTER,,29-Oct-14,3
351 MAY,WORCESTER,,29-Oct-14,3
532 PLEASANT,WORCESTER,,29-Oct-14,3
544 PLEASANT,WORCESTER,,29-Oct-14,3
548 PLEASANT,WORCESTER,,29-Oct-14,3
756 PLEASANT,WORCESTER,,29-Oct-14,3
766 PLEASANT,WORCESTER,,29-Oct-14,3
774 PLEASANT,WORCESTER,,29-Oct-14,3
782 PLEASANT,WORCESTER,,29-Oct-14,3
792 PLEASANT,WORCESTER,,29-Oct-14,3
150 THORNDIKE,CAMBRIDGE,,30-Oct-14,3
156 ADAMS,FAIRHAVEN,,30-Oct-14,3
160 ADAMS,FAIRHAVEN,,30-Oct-14,3
163 ADAMS,FAIRHAVEN,,30-Oct-14,3
1 BROOKVALE,FRAMINGHAM,,30-Oct-14,3
107 ROUNDTOP,FRAMINGHAM,,30-Oct-14,3
ROUNDTOP,FRAMINGHAM,@ JANEBAR,30-Oct-14,3
HOSMER,MARLBORO,,30-Oct-14,3
50 BUTLER,MAYNARD,,30-Oct-14,3
42 ADAMS,WORCESTER,,30-Oct-14,3
21 CRESTON,WORCESTER,,30-Oct-14,3
520 PARK,WORCESTER,,30-Oct-14,3
580 PARK,WORCESTER,,30-Oct-14,3
582 PARK,WORCESTER,,30-Oct-14,3
295 PLEASANT,WORCESTER,,30-Oct-14,3
475 PLEASANT,WORCESTER,,30-Oct-14,3
PLEASANT,WORCESTER,,30-Oct-14,3
PLEASANT,WORCESTER,,30-Oct-14,3
PLEASANT,WORCESTER,,30-Oct-14,3
49 SEMINOLE,WORCESTER,,30-Oct-14,3
20 WILSON,CAMBRIDGE,,31-Oct-14,3
234 ADAMS,FAIRHAVEN,,31-Oct-14,3
234 FAIRMOUNT,HYDE PARK,,31-Oct-14,3
222 HUDSON,MARLBORO,,31-Oct-14,3
AIRPORT,WORCESTER,,31-Oct-14,3
32 FARMINGTON,WORCESTER,,31-Oct-14,3
9 INDIAN LAKE,WORCESTER,,31-Oct-14,3
117 PLANTATION,WORCESTER,,31-Oct-14,3
123 PLANTATION,WORCESTER,,31-Oct-14,3
136 PLANTATION,WORCESTER,,31-Oct-14,3
152 PLANTATION,WORCESTER,,31-Oct-14,3
166 PLANTATION,WORCESTER,,31-Oct-14,3
300 PLANTATION,WORCESTER,,31-Oct-14,3
PLANTATION,WORCESTER,,31-Oct-14,3
PLANTATION,WORCESTER,,31-Oct-14,3
STAFFORD,WORCESTER,@ LUDLOW ST,31-Oct-14,3
193 RINDGE,CAMBRIDGE,,3-Nov-14,3
20 BERKELEY,FRAMINGHAM,,3-Nov-14,3
13 KNIGHT,FRAMINGHAM,,3-Nov-14,3
25 KNIGHT,FRAMINGHAM,,3-Nov-14,3
KNIGHT,FRAMINGHAM,,3-Nov-14,3
TEMPLE,FRAMINGHAM,,3-Nov-14,3
FAIRMOUNT,HYDE PARK,,3-Nov-14,3
2 NANCY,MAYNARD,,3-Nov-14,3
62 COLONIAL,SHREWSBURY,,3-Nov-14,3
CURTIS,SOMERVILLE,@ POWERHOUSE BLVD,3-Nov-14,3
HOMESTEAD,WESTBOROUGH,,3-Nov-14,3
CLOVER,WORCESTER,@ KNOX ST,3-Nov-14,3
195 PARK,WORCESTER,,3-Nov-14,3
198 PARK,WORCESTER,,3-Nov-14,3
226-228 PARK,WORCESTER,,3-Nov-14,3
237 PARK,WORCESTER,,3-Nov-14,3
287 PARK,WORCESTER,,3-Nov-14,3
