ADDRESS,TOWN,INTERSECTION,REPAIRED,GRADE
CHESTNUT,DARTMOUTH,@ FRANKLIN ST,10-Mar-15,2
26 WASHINGTON,MARLBORO,WASHINGTON ST,12-Mar-15,2
870 CONCORD,MARLBORO,,7-Mar-15,1
191 BEACON,SOMERVILLE,PARK ST,7-Mar-15,1
20 BENSON,WORCESTER,,7-Mar-15,1
18-20 WELLS,WORCESTER,,7-Mar-15,1
42 ALPINE,FAIRHAVEN,MAIN ST,17-Mar-15,2
92 HUDSON,MARLBORO,UNION ST,8-Mar-15,1
157 ESSEX,MARLBORO,,8-Mar-15,1
3 WEST HARTFORD,UXBRIDGE,,8-Mar-15,1
99 SIXTH,CAMBRIDGE,CHARLES ST,6-Apr-15,2
GARDEN,CAMBRIDGE,@ BERKELEY ST,9-Mar-15,1
33 EVERETT,CAMBRIDGE,OXFORD ST,9-Mar-15,1
8 GRINNELL,DARTMOUTH,LAUREL LN,9-Mar-15,2
22 PLEASANT,GRAFTON,,9-Mar-15,1
42 CHURCH,HUDSON,,9-Mar-15,1
COUNTY,MATTAPOISETT,@ UPLAND WAY,9-Mar-15,2
17 RIVER,MATTAPOISETT,,9-Mar-15,2
216 CHURCH,NORTHBRIDGE,,9-Mar-15,1
29 NEWBERNE,SOMERVILLE,,9-Mar-15,1
MURRAY,WORCESTER,PRESTON ST,9-Mar-15,1
29 EVERETT,CAMBRIDGE,,10-Mar-15,1
127 EDGEWATER,FRAMINGHAM,CROYDON RD,10-Mar-15,1
3 MEMORY,MILFORD,WEST ST,11-Mar-15,2
220-226 FAIRMOUNT,HYDE PARK,HIGHLAND ST,15-Apr-15,2
WALDEN,CAMBRIDGE,@ SAVILLE ST,10-Mar-15,1
61-63 HOWARD,CAMBRIDGE,HAYES ST,10-Mar-15,1
19-21 BRISTOL,CAMBRIDGE,,10-Mar-15,1
145 FAIRHAVEN,MATTAPOISETT,,10-Mar-15,1
6 WOODBINE,MAYNARD,,10-Mar-15,2
4 KELSEY,NATICK,,10-Mar-15,1
19 FLORENCE,NATICK,,10-Mar-15,1
19 BEECHMONT,WORCESTER,BANCROFT TOWER RD,10-Mar-15,1
125 FARRAR,WORCESTER,BEDFORD ST,10-Mar-15,1
6 CHANDLER,WORCESTER,MURRAY AVE,10-Mar-15,1
233 CANTERBURY,WORCESTER,S. CRYSTAL ST,10-Mar-15,1
25 FEDERAL,WORCESTER,,10-Mar-15,1
7 DAY,FAIRHAVEN,SCONTICUT NECK RD,11-Mar-15,2
LORING,HYDE PARK,@ WILLIAMS AVE,11-Mar-15,2
3 MEMORY,MILFORD,WEST ST,11-Mar-15,2
COVE,NEW BEDFORD,@ BROCK AVE,11-Mar-15,2
1381 COVE,NEW BEDFORD,BONNEY ST,11-Mar-15,2
EAST UNION,ASHLAND,@ WESSON RD,16-Mar-15,2
176 MAPLE,MARLBORO,HARVARD ST,16-Mar-15,2
18 JODIE,FRAMINGHAM,SINGLETARY LANE,18-Mar-15,2
BROCK,NEW BEDFORD,@ HUDSON ST,18-Mar-15,2
CLINTON,DARTMOUTH,@ TERRY DR,25-Mar-15,2
90 MIDDLE,FAIRHAVEN,LOGAN CT,29-Jun-15,2
126 COUNTY,FREETOWN,,11-Mar-15,1
313 WAREHAM,MARION,HERMITAGE RD,11-Mar-15,1
190 EDGEWATER,NEEDHAM,,11-Mar-15,1
2629 ACUSHNET,NEW BEDFORD,ELLIOT ST,11-Mar-15,1
469 GLEASONDALE,STOW,,11-Mar-15,1
41 WILLIAMS,UPTON,DAIRY DR,11-Mar-15,1
28 PIEDMONT,WORCESTER,DAVIS ST,11-Mar-15,1
16 WORTH,WORCESTER,,11-Mar-15,1
74 NORTON,DARTMOUTH,HARVEY ST,12-Mar-15,2
2629 ACUSHNET,NEW BEDFORD,KENMORE ST,12-Mar-15,2
33 HOLLY,HOLLISTON,HIGH ROCK RD,12-Mar-15,1
33 HOLLY,HOLLISTON,HILL ROCK RD,12-Mar-15,1
4 NORTH BOW,MILFORD,MAIN ST,12-Mar-15,1
TARKILN HILL,NEW BEDFORD,@ CONDUIT ST,12-Mar-15,1
222 CHURCH,NORTHBRIDGE,,12-Mar-15,1
EAST UNION,ASHLAND,CEDAR ST,16-Mar-15,2
126 STACKHOUSE,DARTMOUTH,ROCKDALE AVE,14-May-15,2
ELM,SOMERVILLE,AT CEDAR ST,16-Oct-15,2
AIRPORT,WORCESTER,GODDARD MEMORIAL DR,21-Oct-15,2
MOUNT AUBURN,CAMBRIDGE,@ HILLIARD ST,13-Mar-15,1
29 MAPLE,CAMBRIDGE,MARIE AVE,13-Mar-15,2
88 RUSSELLS MILLS,DARTMOUTH,,13-Mar-15,2
66 KENT,HUDSON,,13-Mar-15,1
42 BOUDREAU,MARLBORO,,13-Mar-15,1
233 SAWYER,NEW BEDFORD,ACUSHNUT AVE,13-Mar-15,1
9 MONICA,WORCESTER,,13-Mar-15,1
WINTER,FRAMINGHAM,@ MAYHEM ST,15-Mar-15,1
150 GROVE,WORCESTER,,16-Mar-15,2
8 BUNKER,NATICK,COURSE BROOK LN,19-Mar-15,2
7 CENTRE,CAMBRIDGE,HANCOCK ST,3-Apr-15,2
133 STACKHOUSE,DARTMOUTH,,13-May-15,2
CONDUIT,ACUSHNET,@ MYRTLE AVE,14-May-15,2
WATER,FRAMINGHAM,@ PAMELA DR,30-Jun-15,2
1801 ACUSHNET,NEW BEDFORD,@ BATES ST,14-Mar-15,1
85 FORBES,WESTWOOD,,14-Mar-15,1
19 BEECHMONT,WORCESTER,BANCROFT TOWER ROAD,14-Mar-15,2
21 PEACEDALE,WORCESTER,DYBECK ST,14-Mar-15,1
167 KING PHILIP,WORCESTER,W. BOYLSTON ST,14-Mar-15,1
8 SARATOGA,FAIRHAVEN,SPRINGHILL ST,18-Mar-15,2
WATER,MILFORD,@ OLIVER ST,20-Mar-15,2
19 WINTER,FRAMINGHAM,MAYHEM ST,15-Mar-15,1
18 WORTH,WORCESTER,WARD ST,15-Mar-15,1
17 BROOK,FAIRHAVEN,HILL ST,16-Mar-15,2
916 HILLCREST,NEW BEDFORD,HOLLY TREE LN,16-Mar-15,2
4128 ACUSHNET,NEW BEDFORD,,16-Mar-15,2
1799-1801 ACUSHNET,NEW BEDFORD,,16-Mar-15,2
677 SOUTH,SHREWSBURY,ARCH ST,16-Mar-15,2
ELLIOTT,WORCESTER,@ MERRIFIELD ST,16-Mar-15,1
MURRAY,WORCESTER,PRESTON ST,16-Mar-15,1
257 MOWER,WORCESTER,WESTMORLAND DR,17-Mar-15,3
171 GREENSBORO,DEDHAM,,18-Mar-15,2
17 BEECHMONT,WORCESTER,BANCROFT TOWER RD,24-Mar-15,2
1550 WORCESTER,FRAMINGHAM,COUNTRY CLUB LANE,25-Mar-15,2
47 CLOUGH,DEDHAM,,17-Mar-15,1
200 HIGHLAND,DEDHAM,,17-Mar-15,2
35 DAVIS-BROOK,NATICK,,17-Mar-15,1
BELLEVILLE,NEW BEDFORD,@ COFFIN AVE,17-Mar-15,1
WING,NEW BEDFORD,@ PURCHASE ST,17-Mar-15,1
MURRAY,WORCESTER,DALE ST,17-Mar-15,1
47 ARROWHEAD,DARTMOUTH,ELM ST,18-Mar-15,2
18 JODIE,FRAMINGHAM,,18-Mar-15,2
17 RIVER,MATTAPOISETT,APPALOOSA LN,19-Mar-15,2
WEEDEN,FAIRHAVEN,@ MONTAUK AVE,20-Mar-15,2
33 SUMMIT,FRAMINGHAM,WELLINGTON AVE,30-Mar-15,2
58 ONTARIO,HUDSON,@ SARATOGA DR,18-Mar-15,1
33 MAPLE,MARLBORO,,18-Mar-15,1
81 APPLEWOOD,MARLBORO,RIDGE RD,19-Mar-15,2
MAPLE,CAMBRIDGE,@ MARIE AVE,12-Aug-15,2
60 VASSAR,CAMBRIDGE,,19-Mar-15,1
7 RIVER,NATICK,SCHALLER ST,19-Mar-15,1
140 CLARK,NEW BEDFORD,,19-Mar-15,2
140 CLARK,NEW BEDFORD,,19-Mar-15,2
54 MARKED TREE,NEEDHAM,,20-Mar-15,2
399 BELLEVILLE,NEW BEDFORD,COFFIN AVE,20-Mar-15,2
228 PROVIDENCE,WORCESTER,DOANE ST,20-Mar-15,1
9 DOLLY,WORCESTER,IDA RD,20-Mar-15,1
7 GOODRICH,MILFORD,COURT ST,23-Mar-15,2
18 JUDSON,WORCESTER,GROVE ST,23-Mar-15,2
4 WENZELL,ASHLAND,WILLIAMS RD,24-Mar-15,2
3 SPRING,HOPKINTON,SPRING ST,24-Mar-15,2
2294 MASSACHUSETTS,CAMBRIDGE,,25-Mar-15,2
31 THOMPSON,MAYNARD,ELMWOOD ST,30-Mar-15,2
65 CENTRAL,SOMERVILLE,HIGHLAND AVE,3-Apr-15,2
598 SLOCUM,DARTMOUTH,GOLF ST,21-May-15,2
184-186 LOCKLAND,FRAMINGHAM,,21-Mar-15,1
467 COTTAGE,NEW BEDFORD,PARKER ST,21-Mar-15,1
467 COTTAGE,NEW BEDFORD,,21-Mar-15,1
3 LUND,WORCESTER,,21-Mar-15,1
85.5 PROSPECT,WORCESTER,,21-Mar-15,1
7 GOODRICH,MILFORD,NORTH BOW ST,23-Mar-15,1
68 PROVIDENCE,SUTTON,BLACKSTONE ST,25-Mar-15,2
737 CHARLES RIVER,NEEDHAM,,22-Mar-15,1
13 ARCH,NEW BEDFORD,,23-Mar-15,2
396 BROCK,NEW BEDFORD,,23-Mar-15,2
212-218 SANDTRAP,NORTHBRIDGE,,23-Mar-15,2
18 COLUMBUS,DARTMOUTH,COVE RD,26-Mar-15,2
2 BAYVIEW,FAIRHAVEN,MANHATTAN AVE,27-Apr-15,2
BLISS,DARTMOUTH,@ HEMLOCK ST,1-May-15,2
15 CENTRE,CAMBRIDGE,DANA ST,24-Mar-15,1
12 WEBSTER,DARTMOUTH,,24-Mar-15,2
25 OAK,WORCESTER,KENDALL ST,24-Mar-15,1
58 ONTARIO,HUDSON,@ SARATOGA DR,25-Mar-15,1
41-43 ONTARIO,HUDSON,SARATOGA DR,26-Mar-15,2
33 KIRKLAND,CAMBRIDGE,,27-Mar-15,2
1550 WORCESTER,FRAMINGHAM,,25-Mar-15,1
602 BRIGHAM,MARLBORO,GUNNAR DR,30-Mar-15,2
33 WINTER,CAMBRIDGE,SCIARAPPA ST,26-Mar-15,1
15 FRONT,MARLBORO,EAST MAIN ST,26-Mar-15,1
20-24 MAPLE,NEEDHAM,,26-Mar-15,1
1215-1229 PROVIDENCE,NORTHBRIDGE,NORTHERN ST,26-Mar-15,1
83 WILLARD,WESTWOOD,ST. DENNIS DR,26-Mar-15,2
PARK,WORCESTER,@ RUSSELL ST,26-Mar-15,1
228 PROVIDENCE,WORCESTER,,26-Mar-15,1
184-186 WEST BOYLSTON,WEST BOYLSTON,SHRINE AVE,13-Apr-15,2
223 ARTHUR,FRAMINGHAM,ROUTE 126,27-Mar-15,1
327 WAVERLY,FRAMINGHAM,SECOND ST,27-Mar-15,1
46 LIZOTTE,MARLBORO,WILLIAMS ST,27-Mar-15,1
32 WALDEN,MILFORD,CEDAR ST,27-Mar-15,1
129 LINDEN,NEEDHAM,,27-Mar-15,2
7 ELLSMERE,WORCESTER,ADAMS ST,27-Mar-15,1
7 TRINITY,MILFORD,,28-Mar-15,1
93 WINFIELD,HOLDEN,,29-Mar-15,1
10 HIGLEY,ASHLAND,E. UNION ST,2-Apr-15,2
117 MAIN,ASHLAND,FRONT ST,28-Mar-15,1
96 NORTH MAIN,CARVER,,28-Mar-15,1
6 TORRINGTON,FAIRHAVEN,,30-Mar-15,2
245 HAMPSHIRE,CAMBRIDGE,DICKINSON ST,28-May-15,2
10 GARFIELD,ACUSHNET,,30-Mar-15,2
18 FIELD,CAMBRIDGE,CHILTON ST,30-Mar-15,1
155 NORTH MAIN,MILLBURY,,30-Mar-15,1
129 CARROLL,NEW BEDFORD,,30-Mar-15,2
180 TURNPIKE,WESTBOROUGH,,30-Mar-15,1
560 MAIN,HUDSON,,31-Mar-15,2
22 BYRON,NEW BEDFORD,,2-Apr-15,2
21 TANAGER,SHREWSBURY,,13-Apr-15,2
98 LAFAYETTE,NEW BEDFORD,IRVINGTON ST,5-May-15,2
FARMFIELD,FAIRHAVEN,@ STETSON AVE,14-May-15,2
41 MILL,MARION,,31-Mar-15,2
75 WALKER,MARLBORO,,31-Mar-15,1
107 CAMERON,MARLBORO,,31-Mar-15,1
25 LEWIS,MAYNARD,,31-Mar-15,1
12 STODDARD,UPTON,,31-Mar-15,1
108 WAVERLY,ASHLAND,ROBERTS RD,1-Apr-15,2
40 FITZGERALD,MARLBORO,SUNSET CIR,1-Apr-15,2
273 CAMBRIDGE,WORCESTER,HACKER ST,6-Apr-15,2
443 GREENLODGE,DEDHAM,FLINTLOCK LN,10-Apr-15,2
18 COLUMBUS,DARTMOUTH,COLE RD,16-Apr-15,2
52 CHECKERBERRY,FRAMINGHAM,@ RICKEY DR,27-Apr-15,2
6 FRANKLIN,DARTMOUTH,,1-Apr-15,1
10 OAK,WORCESTER,KENDALL ST,1-Apr-15,1
UNION,ASHLAND,COLUMBUS AVE,2-Apr-15,2
85-93 SPRING,MARLBORO,FRYE ST,3-Apr-15,2
131 WAVERLY,ASHLAND,ROBERTS RD,6-Apr-15,2
135 WAVERLY,ASHLAND,,6-Apr-15,2
MANHATTAN,FAIRHAVEN,@ HIGHLAND ST,6-Apr-15,1
45 COMMERCE,DEDHAM,WALNUT ST,19-Sep-15,2
4 GARFIELD,MAYNARD,,2-Apr-15,1
ROBESON,NEW BEDFORD,@ RICHMOND ST,2-Apr-15,2
14 COLUMBUS,ASHLAND,UNION ST,3-Apr-15,2
17 PINEHURST,AUBURN,LINCOLN ST,3-Apr-15,1
BRIDGE,DEDHAM,@ FAIRFIELD ST,7-Apr-15,2
241 WEST CENTRAL,NATICK,NEWFIELD DR,8-Apr-15,2
8 HEARTHSTONE,WAYLAND,LANGDON RD,13-Apr-15,2
PROSPECT,HYDE PARK,@ FAIRMOUNT AVE,14-Apr-15,2
119 MAIN,ASHLAND,,3-Apr-15,1
280 BOSTON PROVIDENCE,DEDHAM,,3-Apr-15,1
17 LOUIS,HOLLISTON,,3-Apr-15,1
412 COOK,MARLBORO,FARM RD,3-Apr-15,1
41 HIGHLAND,NEW BEDFORD,,3-Apr-15,2
4 NORTH BOW,MILFORD,MAIN ST,6-Apr-15,2
14 CHERRY,SOUTHBORO,PLEASANT ST,14-Oct-15,2
20 ALGOSI,MARLBORO,CULHANE DR,26-May-15,2
47 WILLARD,WESTWOOD,,5-Apr-15,1
15 GLENDALE,HUDSON,,6-Apr-15,1
25 PRESTON,MARLBORO,ELM ST,6-Apr-15,1
26 GOULD,NEEDHAM,BEECH ST,6-Apr-15,1
9 EDGEWOOD,WORCESTER,,6-Apr-15,1
OPP 219 WHEELOCK,MILLBURY,GRAFTON RD,7-Apr-15,2
20 ALGOSI,MARLBORO,@ CULLINANE DR,26-May-15,2
105 SECOND,FRAMINGHAM,TARALLI TER,5-Oct-15,2
SECOND,FRAMINGHAM,@ BEAVER TERRACE CIR,6-Oct-15,2
14 FOREST,NATICK,,7-Apr-15,1
95 JEAN,MARLBORO,RAYMOND RD,13-Apr-15,2
HOLDEN,WORCESTER,@ SMITH LN,10-May-15,2
1502 ACUSHNET,NEW BEDFORD,COFFIN AVE,8-Jun-15,2
20 NORTH MAIN,GRAFTON,,8-Apr-15,1
16 ADAM WHEELER,HOLLISTON,GOULDING ST,8-Apr-15,2
200 RIVERSIDE,NEW BEDFORD,,8-Apr-15,1
9 JOHN WINTHROP,DARTMOUTH,,9-Apr-15,2
52 CHECKERBERRY,FRAMINGHAM,RICKY DR,27-Apr-15,2
10 BOW,SOMERVILLE,WARREN AVE,1-May-15,2
211 CAROLINE,NEW BEDFORD,,5-May-15,2
77 NEHOIDEN,NEEDHAM,,9-Apr-15,1
91 WATERFORD,WORCESTER,JUNE ST,9-Apr-15,1
770-792 WATER,FRAMINGHAM,EDGELL RD,10-Apr-15,1
19 AMORY,MAYNARD,HAZELWOOD RD,10-Apr-15,2
8 HEARTHSTONE,WAYLAND,LANGDON RD,13-Apr-15,2
10 RICKY,FRAMINGHAM,CHECKERBERRY LN,27-Apr-15,2
8 MESERVE,HOPKINTON,,1-May-15,2
45 PROSPECT,ASHLAND,,10-Apr-15,1
19 AMORY,MAYNARD,,10-Apr-15,1
18 TRINITY,NEW BEDFORD,,10-Apr-15,2
22 JOHNSTON,STOW,,10-Apr-15,2
PROVIDENCE,WORCESTER,@ DOANE ST,10-Apr-15,1
97 CANTERBURY,WORCESTER,,12-Apr-15,1
30 BONNEY,HOLLISTON,,8-May-15,2
1105-1107 COUNTY,NEW BEDFORD,DAVID CT,13-Apr-15,2
55 HARTLEY,STOW,,13-Apr-15,2
WEST UPSALA,WORCESTER,@ VERNON ST,13-Apr-15,1
50 AMES,CAMBRIDGE,,15-Apr-15,2
42720 SOUTHWEST,WESTWOOD,ROUTE 1,13-May-15,1
ACUSHNET,NEW BEDFORD,@ DOVER ST,20-May-15,2
7 LONG,FAIRHAVEN,,14-Apr-15,1
8 SARTELL,GRAFTON,,14-Apr-15,1
362 WEBSTER,NEEDHAM,PARK AVE,14-Apr-15,2
180 MILK,WESTBOROUGH,,14-Apr-15,1
VERNON,WORCESTER,@ WEST UPSALA,14-Apr-15,1
93 SPRING,NEW BEDFORD,@ SEVENTH ST,29-Apr-15,2
57 COTTAGE,NEW BEDFORD,@ BEDFORD ST,12-May-15,2
54 EVELINA,MARLBORO,SCHOFIELD ST,24-Oct-15,2
3 QUINCY,FAIRHAVEN,ADAMS ST,16-Nov-15,3
41 THOMPSON,MAYNARD,PARK ST,27-Nov-15,2
90 ELM,NEW BEDFORD,BROCK AVE,15-Apr-15,2
552 KIRBY,NEW BEDFORD,,15-Apr-15,2
34-36 EMMA,NEW BEDFORD,,15-Apr-15,2
6 HILLANDO,SHREWSBURY,,15-Apr-15,2
166 MILK,WESTBOROUGH,,15-Apr-15,1
278 MILLBURY,WORCESTER,CANTON ST,15-Apr-15,1
STACKHOUSE,DARTMOUTH,ROCKDALE AVE,22-Apr-15,2
661 CONCORD,FRAMINGHAM,VALENTINE RD,1-May-15,2
373 BELLEVILLE,NEW BEDFORD,DEANE ST,7-May-15,2
NORTH,MATTAPOISETT,TOWER RD,22-May-15,2
81 WATER,MARION,@ VINE ST,1-Jun-15,2
15-17 CURVE,DEDHAM,COLBURN ST,16-Apr-15,1
19-21 CURVE,DEDHAM,,16-Apr-15,1
30 CALUMET,NEW BEDFORD,,16-Apr-15,2
203 BELLEVILLE,NEW BEDFORD,,16-Apr-15,1
41 SKIPPING STONE,PLYMOUTH,,16-Apr-15,1
67 OAK,PLYMOUTH,,16-Apr-15,1
49-51 HOLLAND,SOMERVILLE,WALLACE ST,16-Apr-15,1
310 TURNPIKE,WESTBOROUGH,,16-Apr-15,1
161 MELROSE,NEEDHAM,,17-Apr-15,2
VINCENT,GRAFTON,,17-Apr-15,1
31-33 WASHINGTON,MARLBORO,,17-Apr-15,1
KINGS MOUNTAIN,WEST BOYLSTON,@ MAPLE ST,17-Apr-15,1
38 HARRINGTON,WORCESTER,HAMILTON ST,17-Apr-15,1
38 HARRINGTON,WORCESTER,,17-Apr-15,1
770-792 WATER,FRAMINGHAM,,21-Apr-15,2
881 TERRY,NEW BEDFORD,,19-Jun-15,2
200-212 CHARLES,CAMBRIDGE,SIXTH ST,18-Apr-15,1
105-107 WEST MAIN,MILLBURY,BURBANK ST,18-Apr-15,1
44 MANSFIELD,FRAMINGHAM,,20-Apr-15,1
115 INMAN,CAMBRIDGE,,24-Apr-15,2
19 DUFFETT,FRAMINGHAM,,21-Apr-15,1
152 WASHINGTON,HOLLISTON,,21-Apr-15,1
101 EDINBORO,MARLBORO,CHURCH ST,21-Apr-15,1
82 ARMOUR,NEW BEDFORD,,21-Apr-15,1
373 BELLEVILLE,NEW BEDFORD,,21-Apr-15,2
42691 OAKLAND,SHREWSBURY,,23-Apr-15,2
42497 VERNON,FRAMINGHAM,OAK ST,29-Apr-15,2
ROCKDALE,NEW BEDFORD,,5-May-15,2
BEECHMONT,WORCESTER,@ BANCROFT TOWER RD,11-May-15,2
54 EAST MAIN,WESTBOROUGH,,5-Aug-15,2
WESTBOROUGH,WORCESTER,,1-Sep-15,2
3 CLARENDON,AUBURN,,22-Apr-15,1
207 ROCKDALE,DARTMOUTH,STACKHOUSE ST,22-Apr-15,2
73-85 MILLHAM,MARLBORO,DUDLEY ST,22-Apr-15,1
11 MAIN,MILFORD,,22-Apr-15,1
85 WINSOR,NEW BEDFORD,,22-Apr-15,1
LYMAN,FRAMINGHAM,@ CLAUDETTE CIR,24-Apr-15,2
38 EAST MAIN,WESTBOROUGH,ON PROSPECT ST,10-Jul-15,2
17-25 WEST MAIN,WESTBOROUGH,,10-Jul-15,2
40 SOUTH,WESTBOROUGH,ON COTTAGE ST,5-Aug-15,2
35 SOUTH,WESTBOROUGH,,6-Aug-15,2
133 PURCHASE,MILFORD,,23-Apr-15,1
179 BODEN,NATICK,GREENLEAF RD,23-Apr-15,1
81 DAVIS,NEW BEDFORD,,23-Apr-15,2
22-24 FELTON,NEW BEDFORD,,23-Apr-15,2
42691 OAKLAND,SHREWSBURY,,23-Apr-15,2
163 HOLLY,NEW BEDFORD,,22-May-15,3
212 ELM,SOMERVILLE,BOWERS AVE,12-Nov-15,2
219 ELM,SOMERVILLE,GROVE ST,8-Dec-15,2
115 INMAN,CAMBRIDGE,,24-Apr-15,1
2 MARSTON,NATICK,GLEN ST,24-Apr-15,1
336 DAVIS,NEW BEDFORD,,24-Apr-15,2
78 HOLMAN,SHREWSBURY,,3-Sep-15,2
10 HIGLEY,ASHLAND,E. UNION ST,16-Oct-15,2
29 DOUGLAS,UXBRIDGE,CARNEY ST,25-Nov-15,2
ELLIOTT,WORCESTER,@ MERRIFIELD ST,2-Sep-15,2
OXFORD,NATICK,@ WHITTIER RD,21-Oct-15,2
37 COBBLESTONE,WORCESTER,,26-Apr-15,1
9 NELSON,NORTHBORO,DAVIS ST,3-Jun-15,2
76 KINNAIRD,CAMBRIDGE,PUTNAM AVE,27-Apr-15,1
251 FAUNCE CORNER,DARTMOUTH,,27-Apr-15,1
182 SUMMER,FRAMINGHAM,BEACON ST,27-Apr-15,2
24 PEARL,MILFORD,,27-Apr-15,1
9 BURNING TREE,NATICK,,27-Apr-15,1
42372 GRANDVIEW,HOPKINTON,,28-Apr-15,2
35 HACKER,FAIRHAVEN,CASCO ST,3-Jun-15,2
159 BRIDGE,DEDHAM,,28-Apr-15,2
4 SADIE,HOPKINTON,,28-Apr-15,2
6 BROWN,MARLBORO,HIGH ST,28-Apr-15,1
81 PACELLA,DEDHAM,,29-Apr-15,2
109 WEST MILTON,HYDE PARK,READVILLE ST,30-Jun-15,2
39 CENTRE,NATICK,,19-Aug-15,2
3 GREENLEAF,WORCESTER,PLEASANT ST,20-Aug-15,2
MASSACHUSETTS,CAMBRIDGE,@ HARVEY ST,17-Nov-15,2
42497 VERNON,FRAMINGHAM,OAK ST,29-Apr-15,1
69 SHORT,NEW BEDFORD,,29-Apr-15,1
49 CHURCH,NORTHBRIDGE,CROSS ST,29-Apr-15,1
193 RINDGE,CAMBRIDGE,REED ST,5-May-15,2
ELMWOOD,DEDHAM,@ GRANT AVE,5-May-15,2
4 CRAWFORD,CAMBRIDGE,,6-May-15,2
938 METROPOLITAN,HYDE PARK,HIGHLAND ST,12-May-15,2
13 MISHAWUM,DARTMOUTH,@ SAMOSETT DR,18-May-15,2
AUTUMN,WORCESTER,,6-Nov-15,2
15 FROSTPANE,HOPKINTON,,30-Apr-15,2
75 NEIL,MARLBORO,VALLEY ST,30-Apr-15,1
93 MERRIFIELD,WORCESTER,BELMONT ST,30-Apr-15,1
57 COMO,HYDE PARK,REYNOLD RD,4-May-15,2
OPP 342 WEST BOYLSTON,WEST BOYLSTON,DANIELIAN DR,6-May-15,2
474 JOHN,NEW BEDFORD,,12-May-15,2
5 BIRCHWOOD,HOLLISTON,OAKRIDGE RD,14-May-15,2
232 PROSPECT,SHREWSBURY,FOX HILL RD,5-Jun-15,2
48 FOREST,WORCESTER,WILTSHIRE DR,27-Jul-15,2
BROADWAY,SOMERVILLE,@ LOWDEN AVE,13-Nov-15,2
465 BOLTON,NEW BEDFORD,,1-May-15,2
42720 SOUTHWEST,WESTWOOD,BOSTON PROVIDENCE HWY,1-May-15,1
ELLIOTT,WORCESTER,@ MERRIFIELD ST,1-May-15,1
770-792 WATER,FRAMINGHAM,,4-May-15,2
93 DUTCHER,HOPEDALE,DENNETT ST,9-Jun-15,2
602 BRIGHAM,MARLBORO,GUNNAR DR,8-Jul-15,2
6 BECKMAN,WORCESTER,,17-Jul-15,2
STATE,CAMBRIDGE,@ 810 MAIN ST,22-Sep-15,2
GREAT PLAIN,NEEDHAM,@ LINDEN ST,2-May-15,1
33 GLEASON,FRAMINGHAM,,4-May-15,1
MASSACHUSETTS,CAMBRIDGE,@ CHESTER ST,6-May-15,2
4 PEARL,KINGSTON,RIVERSIDE DR,14-May-15,2
140 CROSS,DARTMOUTH,,5-May-15,1
16-18 SOUTH,MARION,,5-May-15,1
192 SAWYER,NEW BEDFORD,,5-May-15,2
4 RUTLAND,WORCESTER,RUTLAND CIRCLE,5-May-15,1
85 FAIRHAVEN,MATTAPOISETT,MATTAPOISETT NECK RD,7-May-15,2
20 CHARLESBANK,DEDHAM,,14-Nov-15,2
38 TRACY LYNN,HOLLISTON,,6-May-15,1
238 PRINCETON,NEW BEDFORD,,6-May-15,2
392 JUNE,WORCESTER,JUNE STREET TER,7-May-15,1
130 JUNE,WORCESTER,,7-May-15,1
10 ANGELA,SHREWSBURY,,8-May-15,2
4 WHITIN,NORTHBRIDGE,,9-Jul-15,2
12 WHITIN,NORTHBRIDGE,,24-Aug-15,2
9 RIVERVIEW,HUDSON,RIVER ST,7-May-15,1
7104-7303 TIMBERVIEW,MARLBORO,,7-May-15,2
215 WEST CENTRAL,NATICK,,7-May-15,1
58 NORFOLK,NEEDHAM,,7-May-15,2
4674 ACUSHNET,NEW BEDFORD,COUNTY RD,7-May-15,1
10 ANGELA,SHREWSBURY,,8-May-15,2
OAKLAND,NEEDHAM,@ KINGSBURY ST,4-Jun-15,2
400 WASHINGTON,HOLLISTON,CURVE ST,8-May-15,1
5 BIRCHWOOD,HOLLISTON,OAKRIDGE RD,14-May-15,2
26 STRATTON,HUDSON,EATON DR,18-May-15,2
507 EAST,DEDHAM,@ HIGH ST,12-Nov-15,2
WASHINGTON,HOLLISTON,CONCORD ST,28-Dec-15,2
44 PLEASANT,NATICK,ST. THOMAS AVE,9-May-15,1
44 PLEASANT,NATICK,,9-May-15,1
166 HOLDEN,WORCESTER,@ SMITH LN,10-May-15,1
50 PLEASANT,NATICK,@ LOOKOUT FARM RD,18-Jun-15,2
24 BAY STATE,CAMBRIDGE,,11-May-15,1
9 DEEP WOODS,MATTAPOISETT,,11-May-15,1
29 GLEASON,FRAMINGHAM,KING ST,14-May-15,2
694 WASHINGTON,DEDHAM,SYLVIA LN,29-May-15,2
12 LENOX,WORCESTER,PLEASANT ST,22-Jul-15,2
40 BIRCH HILL,ASHLAND,CEDAR HILL RD,19-Oct-15,2
44 BIRCH HILL,ASHLAND,CEDAR HILL RD,19-Oct-15,2
437 AMERICA,ASHLAND,,12-May-15,1
260 EAST BOSTON POST,MARLBORO,,12-May-15,1
87 FAIRHAVEN,MATTAPOISETT,MATTAPOISETT NECK RD,12-May-15,1
12 LINCOLN,NEW BEDFORD,,12-May-15,2
MERRIFIELD,WORCESTER,@ ELLIOT ST,12-May-15,1
GREEN,FAIRHAVEN,@ PHOENIX ST,22-May-15,2
5 TOURNAMENT,NATICK,,27-May-15,2
