LEAK_NO,REPORTED_HOUSE_NUMBER REPORTED_STREET,REPORTED_CROSS_STREET,REPORTED_TOWN,REPAIR_NO,REPAIRED_HOUSE_NUMBER,REPAIRED_STREET,REPAIRED_CROSS_STREET,REPAIRED_TOWN,REPORTED_DATE,CLASS_CURRENT,REPAIRED_DATE,LEAK_CAUSE,,,
,2014,1697614,39,GREEN ST,LOCUST ST,LNF,1,39,GREEN ST,LOCUST ST,LNF,7/3/2014,2,9/8/2014 CORROSION,
,2014,1697615,454,BOSTON POST RD,NOBSCOT RD,SUD,1,454,BOSTON POST RD,NOBSCOT RD,SUD,7/23/2014,1,7/23/2014 EXCAVATION,
,2014,1697626,6,ARLINGTON ST,W SQUANTUM ST,QUI,1,6,ARLINGTON ST,W SQUANTUM ST,QUI,7/23/2014,1,7/23/2014 OTHER,
,2014,1697630,46,LEEWOOD RD,BEECHWOOD RD,WEL,1,46,LEEWOOD RD,BEECHWOOD RD,WEL,7/23/2014,1,7/24/2014 NATURAL FORCE,
,2014,1697638,353,BROADWAY,WALDEN AVE,LNF,1,353,BROADWAY,WALDEN AV,LNF,7/10/2014,2,11/11/2014 OTHER,
,2014,1697645,56,CARROLTON RD,SCHILLER RD,WRO,1,56,CARROLTON RD,SCHILLER RD,WRO,7/20/2014,2,8/15/2014 CORROSION,
,2014,1697645,56,CARROLTON RD,SCHILLER RD,WRO,2,56,CARROLTON RD,SCHILLER RD,WRO,7/20/2014,2,8/22/2014 CORROSION,
,2014,1697683,14,WOODBURY AVE,BELMONT AVE,LNN,1,14,WOODBURY AV,BELMONT AV,LNN,7/17/2014,2,8/15/2014 OTHER,
,2014,1697683,14,WOODBURY AVE,BELMONT AVE,LNN,2,14,WOODBURY AV,BELMONT AV,LNN,7/17/2014,2,8/15/2014 OTHER,
,2014,1697692,36,LOCKWOOD RD,BEECHWOOD RD,LNF,1,36,LOCKWOOD RD,BEECHWOOD RD,LNF,7/23/2014,1,7/24/2014 CORROSION,
,2014,1697728,201,NORMANDY DR,NAHATAN ST,NOR,1,201,NORMANDY DR,NAHATAN ST,NOR,7/23/2014,1,7/23/2014 OTHER,
,2014,1697735,103,NORWAY ST,STONEHOLM ST,BOS,1,103,NORWAY ST,STONEHOLM ST,BOS,7/23/2014,2,7/30/2014 OTHER,
,2014,1697856,177,SUMMER ST,LEXINGTON ST,WAL,1,177,SUMMER ST,LEXINGTON ST,WAL,7/23/2014,1,7/23/2014 EXCAVATION,
,2014,1698043,13,DANFORTH ST,WYMAN ST,JPL,1,13,DANFORTH ST,WYMAN ST,JPL,7/24/2014,1,7/24/2014 CORROSION,
,2014,1698062,127,COMMONWEALTH AVE,FELKER ST,LOW,1,127,COMMONWEALTH AV,FELKER ST,LOW,7/24/2014,1,7/24/2014 CORROSION,
,2014,1698324,5,CENTRAL CT,LOVETT CT,BEV,1,5,CENTRAL CT,LOVETT CT,BEV,7/22/2014,2,7/26/2014 CORROSION,
,2014,1698350,399,EDGEMERE RD,WILLOW RD,LNF,1,399,EDGEMERE RD,WILLOW RD,LNF,7/22/2014,2,9/16/2014 OTHER,
,2014,1698350,399,EDGEMERE RD,WILLOW RD,LNF,2,399,EDGEMERE RD,WILLOW RD,LNF,7/22/2014,2,9/16/2014 OTHER,
,2014,1698350,399,EDGEMERE RD,WILLOW RD,LNF,3,399,EDGEMERE RD,WILLOW RD,LNF,7/22/2014,2,9/16/2014 OTHER,
,2014,1698350,399,EDGEMERE RD,WILLOW RD,LNF,4,399,EDGEMERE RD,WILLOW RD,LNF,7/22/2014,2,9/16/2014 OTHER,
,2014,1698350,399,EDGEMERE RD,WILLOW RD,LNF,5,399,EDGEMERE RD,WILLOW RD,LNF,7/22/2014,2,9/16/2014 OTHER,
,2014,1698363,156,GROVE ST,BELLINGHAM RD,BRO,1,156,GROVE ST,BELLINGHAM RD,BRO,7/17/2014,2,6/22/2014 CORROSION,
,2014,1698392,163,EMERSON ST,E BROADWAY,SBO,1,163,EMERSON ST,E BROADWAY,SBO,7/24/2014,1,7/24/2014 OTHER OUTSIDE FORCE,
,2014,1698403,20,SARGENT RD,SHERWOOD RD,WNC,1,20,SARGENT RD,SHERWOOD RD,WNC,7/24/2014,1,7/24/2014 OTHER,
,2014,1698403,20,SARGENT RD,SHERWOOD RD,WNC,2,20,SARGENT RD,SHERWOOD RD,WNC,7/24/2014,1,7/24/2014 OTHER,
,2014,1698413,172,JEROME ST,ARLINGTON ST,MED,1,172,JEROME ST,ARLINGTON ST,MED,7/23/2014,2,8/6/2014 NATURAL FORCE,
,2014,1698413,172,JEROME ST,ARLINGTON ST,MED,2,172,JEROME ST,ARLINGTON ST,MED,7/23/2014,2,8/6/2014 NATURAL FORCE,
,2014,1698417,57,OAK ST,HOLLAND ST,WNC,1,57,OAK ST,HOLLAND ST,WNC,7/22/2014 2A,,8/14/2014 NATURAL FORCE,
,2014,1698425,37,WEST ST,NICHOLS ST,NOR,1,37,WEST ST,NICHOLS ST,NOR,7/24/2014,1,7/24/2014 CORROSION,
,2014,1698520,66,LOCUST ST,HIGHLAND ST,RDG,1,66,LOCUST ST,HIGHLAND ST,RDG,7/24/2014,1,7/25/2014 NATURAL FORCE,
,2014,1698624,437,AUTUMN LN,KIRBY LN,CAR,1,437,AUTUMN LN,KIRBY LN,CAR,7/21/2014,3,8/14/2014 CORROSION,
,2014,1698625,40,WESTMOUNT AVE,PRESTON RD,WRO,1,40,WESTMOUNT AV,PRESTON RD,WRO,7/24/2014,1,7/24/2014 CORROSION,
,2014,1698678,29,ELIOT ST,ELIOT CIR,BRO,1,29,ELIOT ST,ELIOT CIR,BRO,7/21/2014,2,12/30/2014 OTHER,
,2014,1698698,33,GEORGE ST,OLIVER ST,EVE,1,33,GEORGE ST,OLIVER ST,EVE,7/17/2014,2,8/21/2014 OTHER,
,2014,1698698,33,GEORGE ST,OLIVER ST,EVE,2,33,GEORGE ST,OLIVER ST,EVE,7/17/2014,2,8/21/2014 OTHER,
,2014,1698729,32,RANGE AVE,INDIAN HILL RD,LNN,1,32,RANGE AV,INDIAN HILL RD,LNN,7/24/2014,1,7/28/2014 NATURAL FORCE,
,2014,1698742,129,PENZANCE RD,BARNECK RD,WOH,1,129,PENZANCE RD,BARNECK RD,WOH,7/24/2014,1,7/24/2014 CORROSION,
,2014,1698780,18,17TH AVE,MAIN ST,HAV,1,18,17TH AV,MAIN ST,HAV,7/24/2014,3,7/24/2014 CORROSION,
,2014,1698799,23,ACRE CT,TOP ST,CLI,1,23,ACRE CT,TOP ST,CLI,7/19/2014 2A,,7/30/2014 OTHER,
,2014,1698799,23,ACRE CT,TOP ST,CLI,2,23,ACRE CT,TOP ST,CLI,7/19/2014 2A,,7/30/2014 OTHER,
,2014,1698850,5,HILLSIDE AVE,WENHAM ST,JPL,1,5,HILLSIDE AV,WENHAM ST,JPL,7/24/2014,1,7/25/2014 CORROSION,
,2014,1699019,205,SALEM ST,CLARK ST,MAL,1,205,SALEM ST,CLARK ST,MAL,7/24/2014,1,7/24/2014 NATURAL FORCE,
,2014,1699266,,AVALON CIR,KING ARTHUR DR,OST,1,,AVALON CIR,KING ARTHUR DR,OST,7/24/2014,1,7/25/2014 EXCAVATION,
,2014,1699879,11,HILLTOP DR,HICKORY LN,BUR,1,11,HILLTOP DR,HICKORY LN,BUR,7/25/2014,1,7/25/2014 CORROSION,
,2014,1699879,11,HILLTOP DR,HICKORY LN,BUR,2,11,HILLTOP DR,HICKORY LN,BUR,7/25/2014,1,7/25/2014 CORROSION,
,2014,1699879,11,HILLTOP DR,HICKORY LN,BUR,3,11,HILLTOP DR,HICKORY LN,BUR,7/25/2014,1,7/25/2014 CORROSION,
,2014,1699893,44,MURDOCK AVE,KITTREDGE AVE,QUI,1,44,MURDOCK AV,KITTREDGE AV,QUI,7/21/2014 2A,,8/28/2014 CORROSION,
,2014,1699894,318,BELMONT ST,CARVER RD,BEL,1,318,BELMONT ST,,BEL,7/9/2014,2,8/14/2014 CORROSION,
,2014,1699898,21,PROCTOR ST,LANGDON ST,SAL,1,21,PROCTOR ST,LANGDON ST,SAL,7/25/2014,1,7/29/2014 OTHER,
,2014,1699913,47,PIERMONT ST,SHERMAN ST,QUI,1,47,PIERMONT ST,SHERMAN ST,QUI,7/16/2014,2,9/10/2014 OTHER,
,2014,1699913,47,PIERMONT ST,SHERMAN ST,QUI,2,47,PIERMONT ST,SHERMAN ST,QUI,7/16/2014,2,9/10/2014 OTHER,
,2014,1699913,47,PIERMONT ST,SHERMAN ST,QUI,3,47,PIERMONT ST,SHERMAN ST,QUI,7/16/2014,2,9/10/2014 OTHER,
,2014,1699927,21,NEWBURY AVE,ATLANTIC ST,QUI,1,21,NEWBURY AV,ATLANTIC ST,QUI,7/21/2014,2,10/21/2014 MATL OR WELD FAILURE,
,2014,1699935,67,CEDAR AVE,PERKINS ST,ARL,1,67,CEDAR AV,PERKINS ST,ARL,7/17/2014,2,9/12/2014 NATURAL FORCE,
,2014,1699963,728,MAIN ST,MIDDLESEX CANAL PIKE,WOB,1,728,MAIN ST,MIDDLESEX CANAL PKE,WOB,7/25/2014,1,7/29/2014 CORROSION,
,,,,,,,,,,,,,,,
Essex Gas Company,,,,,,,,,,,,,,,
d/b/a National Grid,,,,,,,,,,,,,,,
D.P.U. 15-SQ-07,,,,,,,,,,,,,,,
Section 5,,,,,,,,,,,,,,,
Attachment 2,,,,,,,,,,,,,,,
LEAK_REPAIR_YEAR,,LEAK_NO,REPORTED_HOUSE_NUMBER,REPORTED_STREET,REPORTED_CROSS_STREET,REPORTED_TOWN,REPAIR_NO,REPAIRED_HOUSE_NUMBER,REPAIRED_STREET,REPAIRED_CROSS_STREET,REPAIRED_TOWN,REPORTED_DATE,CLASS_CURRENT,REPAIRED_DATE,LEAK_CAUSE
Page 61 of 93,2014,1699985,1135,TREMONT ST,COLUMBUS AVE,ROX,1,1135,TREMONT ST,MELNEA CASS BLVD,ROX,7/25/2014,1,7/26/2014 MATL OR WELD FAILURE,
,2014,1700001,689,DEPOT ST,SQUANTUM PATH,NHA,1,689,DEPOT ST,SQUANTUM PATH,NHA,7/25/2014,1,7/25/2014 CORROSION,
,2014,1700011,21,RUNNING BROOK RD,WOODLEY AVE,WRO,1,21,RUNNING BROOK RD,WOODLEY AV,WRO,7/25/2014,1,7/25/2014 CORROSION,
,2014,1700078,184,NORTH ST,KEMP RD,GRO,1,184,NORTH ST,KEMP RD,GRO,7/25/2014,1,7/25/2014 OTHER,
,2014,1700082,45,AUTUMN RD,SUMMER ST,WES,1,45,AUTUMN RD,SUMMER ST,WES,7/25/2014,1,7/25/2014 EXCAVATION,
,2014,1700120,35,MONUMENT AVE,WARREN ST,CHA,1,35,MONUMENT AV,WARREN ST,CHA,7/25/2014,1,7/25/2014 CORROSION,
,2014,1700120,35,MONUMENT AVE,WARREN ST,CHA,2,35,MONUMENT AV,WARREN ST,CHA,7/25/2014,1,7/26/2014 NATURAL FORCE,
,2014,1700130,82,WILLOW ST,STERLING ST,CLI,1,82,WILLOW ST,STERLING ST,CLI,7/24/2014,2,7/28/2014 CORROSION,
,2014,1700178,1011,WASHINGTON ST,BROOKSIDE AVE,NEW,1,1011,WASHINGTON ST,BROOKSIDE AV,NEW,7/19/2014,2,10/7/2014 CORROSION,
,2014,1700182,52,ELIOT AVE,WEDGEWOOD RD,NEW,1,52,ELIOT AV,WEDGEWOOD RD,NEW,7/23/2014,2,9/15/2014 NATURAL FORCE,
,2014,1700231,4,PROSPECT ST,S MAPLE ST,BRK,1,4,PROSPECT ST,S MAPLE ST,BRK,7/25/2014,1,7/25/2014 OTHER,
,2014,1700256,40,WESTMOUNT AVE,PRESTON RD,WRO,1,40,WESTMOUNT AV,PRESTON RD,WRO,7/25/2014,1,7/25/2014 OTHER,
,2014,1700311,25,ABBOTT ST,BROWN ST,BEV,1,25,ABBOTT ST,BROWN ST,BEV,7/25/2014,1,7/27/2014 MATL OR WELD FAILURE,
,2014,1700918,687,FULTON ST,BAXTER ST,MED,1,687,FULTON ST,BAXTER ST,MED,7/26/2014,1,7/26/2014 CORROSION,
,2014,1700918,687,FULTON ST,BAXTER ST,MED,2,687,FULTON ST,BAXTER ST,MED,7/26/2014,1,7/26/2014 CORROSION,
,2014,1700918,687,FULTON ST,BAXTER ST,MED,3,687,FULTON ST,BAXTER ST,MED,7/26/2014,1,7/26/2014 CORROSION,
,2014,1700918,687,FULTON ST,BAXTER ST,MED,4,687,FULTON ST,BAXTER ST,MED,7/26/2014,1,7/26/2014 CORROSION,
,2014,1700925 6A,,APPLETON ST,BERKELEY ST,BOS,1 6A,,APPLETON ST,BERKELEY ST,BOS,7/26/2014,1,7/26/2014 EXCAVATION,
,2014,1700998,8,WOODSIDE AVE,DARTMOUTH ST,EVE,1,8,WOODSIDE AV,,EVE,7/26/2014,1,7/26/2014 OTHER,
,2014,1701323,5,GRANT ST,CRESCENT AVE,DOR,1,5,GRANT ST,CRESCENT AV,DOR,7/26/2014,2,7/30/2014 OTHER,
,2014,1701564,14,GARVEY ST,PARIS ST,EVE,1,14,GARVEY ST,PARIS ST,EVE,7/26/2014,1,7/27/2014 NATURAL FORCE,
,2014,1702066,35,MONUMENT AVE,WARREN ST,CHA,1,35,MONUMENT AV,WARREN ST,CHA,7/27/2014,1,7/27/2014 CORROSION,
,2014,1702682,,CARRUTH ST,SHENANDOAH ST,DOR,1,,CARRUTH ST,SHENANDOAH ST,DOR,7/28/2014,1,7/28/2014 NATURAL FORCE,
,2014,1702983,43,DWINELL ST,BONAIR ST,WRO,1,43,DWINELL ST,BONAIR ST,WRO,7/28/2014,1,7/28/2014 CORROSION,
,2014,1702993,3645,WASHINGTON ST,BURNETT ST,JPL,1,3645,WASHINGTON ST,BURNETT ST,JPL,7/28/2014,1,8/12/2014 OTHER,
,2014,1703003,53,TAFTS AVE,ELLIOTT ST,WNT,1,53,TAFTS AV,ELLIOTT ST,WNT,7/27/2014,2,8/20/2014 NATURAL FORCE,
,2014,1703003,53,TAFTS AVE,ELLIOTT ST,WNT,2,53,TAFTS AV,ELLIOTT ST,WNT,7/27/2014,2,8/20/2014 NATURAL FORCE,
,2014,1703004,61,SAINT ANDREW RD,SAINT EDWARD RD,EBO,1,61,SAINT ANDREW RD,SAINT EDWARD RD,EBO,7/24/2014,2,9/12/2014 OTHER,
,2014,1703004,61,SAINT ANDREW RD,SAINT EDWARD RD,EBO,2,61,SAINT ANDREW RD,SAINT EDWARD RD,EBO,7/24/2014,2,9/12/2014 CORROSION,
,2014,1703008,131,CONGRESS AVE,SHAWMUT ST,CHE,1,131,CONGRESS AV,SHAWMUT ST,CHE,7/25/2014 2A,,9/8/2014 OTHER,
,2014,1703008,131,CONGRESS AVE,SHAWMUT ST,CHE,2,131,CONGRESS AV,SHAWMUT ST,CHE,7/25/2014 2A,,9/8/2014 OTHER,
,2014,1703008,131,CONGRESS AVE,SHAWMUT ST,CHE,3,131,CONGRESS AV,SHAWMUT ST,CHE,7/25/2014 2A,,9/8/2014 OTHER,
,2014,1703008,131,CONGRESS AVE,SHAWMUT ST,CHE,4,131,CONGRESS AV,SHAWMUT ST,CHE,7/25/2014 2A,,9/8/2014 OTHER,
,2014,1703008,131,CONGRESS AVE,SHAWMUT ST,CHE,5,131,CONGRESS AV,SHAWMUT ST,CHE,7/25/2014 2A,,9/8/2014 OTHER,
,2014,1703008,131,CONGRESS AVE,SHAWMUT ST,CHE,6,131,CONGRESS AV,SHAWMUT ST,CHE,7/25/2014 2A,,9/8/2014 OTHER,
,2014,1703015,55,CLIFF AVE,QUINCY AVE,WNT,1,55,CLIFF AV,QUINCY AV,WNT,7/25/2014,2,8/22/2014 NATURAL FORCE,
,2014,1703028,350,WASHINGTON AVE,LASH ST,CHE,1,350,WASHINGTON AV,LASH ST,CHE,7/28/2014,1,7/28/2014 MATL OR WELD FAILURE,
,2014,1703028,350,WASHINGTON AVE,LASH ST,CHE,2,350,WASHINGTON AV,LASH ST,CHE,7/28/2014,1,7/28/2014 NATURAL FORCE,
,2014,1703028,350,WASHINGTON AVE,LASH ST,CHE,3,350,WASHINGTON AV,LASH ST,CHE,7/28/2014,1,7/28/2014 OTHER,
,2014,1703044,157,PLEASANT ST,OSBORNE ST,RDG,1,157,PLEASANT ST,OSBORNE ST,RDG,7/28/2014,1,7/28/2014 EXCAVATION,
,2014,1703045,32,GREEN ST,ROSE ST,SOU,1,32,GREEN ST,ROSE ST,SOU,7/28/2014,1,7/28/2014 CORROSION,
,2014,1703064,63,GERARD ST,ALLERTON ST,ROX,1,63,GERARD ST,ALLERTON ST,ROX,7/28/2014,1,8/26/2014 OTHER,
,2014,1703064,63,GERARD ST,ALLERTON ST,ROX,2,63,GERARD ST,ALLERTON ST,ROX,7/28/2014,1,8/26/2014 OTHER OUTSIDE FORCE,
,2014,1703064,63,GERARD ST,ALLERTON ST,ROX,3,63,GERARD ST,ALLERTON ST,ROX,7/28/2014,1,8/26/2014 OTHER,
,2014,1703110,219,SHAWMUT AVE,E BERKELEY ST,BOS,1,219,SHAWMUT AV,E BERKELEY ST,BOS,7/28/2014,1,7/29/2014 OTHER,
,2014,1703123,100,OLD BILLERICA RD,BURLINGTON RD,BED,1,100,OLD BILLERICA RD,BURLINGTON RD,BED,7/28/2014,1,7/28/2014 EXCAVATION,
,2014,1703149,55,RIDGE RD,HERITAGE LN,MIL,1,55,RIDGE RD,HERITAGE LN,MIL,7/17/2014,2,8/1/2014 CORROSION,
,2014,1703183,7,CREST RD,LAFAYETTE RD,HUL,1,7,CREST RD,LAFAYETTE RD,HUL,7/28/2014,1,7/28/2014 OTHER,
,2014,1703222,190,SUMNER ST,BRISTOL DR,NOR,1,190,SUMNER ST,BRISTOL DR,NOR,7/24/2014,3,11/13/2014 CORROSION,
,2014,1703226,,PARK ST,MAPLE ST,WEB,1,,PARK ST,MAPLE ST,WEB,7/28/2014,1,8/28/2014 CORROSION,
,2014,1703274,35,MONUMENT SQ,HIGH ST,CHA,1,35,MONUMENT SQ,HIGH ST,CHA,7/28/2014,1,7/29/2014 CORROSION,
,2014,1703345,32,BACON ST,MAIN ST,WAT,1,32,BACON ST,MAIN ST,WAT,7/28/2014,1,7/29/2014 CORROSION,
,2014,1703796,71,AMBROSE ST,LEE ST,REV,1,71,AMBROSE ST,LEE ST,REV,7/29/2014,1,7/29/2014 OTHER,
,2014,1703902,88,CHARLES ST,FOUNTAIN ST,WAL,1,88,CHARLES ST,FOUNTAIN ST,WAL,7/25/2014,2,7/25/2014 NATURAL FORCE,
,2014,1703912,3557,WASHINGTON ST,BURNETT ST,JPL,1,3557,WASHINGTON ST,BURNETT ST,JPL,7/29/2014,1,7/29/2014 MATL OR WELD FAILURE,
,2014,1703929,1615,SHAWSHEEN ST,OLD STAGECOACH RD,TEW,1,1615,SHAWSHEEN ST,OLD STAGECOACH RD,TEW,7/29/2014,1,7/29/2014 CORROSION,
,2014,1703945,3496,WASHINGTON ST,WILLIAMS ST,JPL,1,3496,WASHINGTON ST,WILLIAMS ST,JPL,7/29/2014,1,7/30/2014 NATURAL FORCE,
,2014,1703945,3496,WASHINGTON ST,WILLIAMS ST,JPL,2,3496,WASHINGTON ST,WILLIAMS ST,JPL,7/29/2014,1,8/5/2014 OTHER,
,2014,1703958,11,GROVE SQ,MYRTLE ST,BOS,1,11,GROVE SQ,CAMBRIDGE ST,BOS,7/29/2014,1,7/29/2014 EXCAVATION,
,2014,1704007,307,WINTHROP ST,HIGH ST,MED,1,307,WINTHROP ST,HIGH ST,MED,7/29/2014,1,7/29/2014 EXCAVATION,
,2014,1704008,66,PLEASANT AVE,CRESCENT AVE,LNF,1,66,PLEASANT AV,CRESCENT AV,LNF,7/29/2014,1,7/29/2014 CORROSION,
,2014,1704019,11,BENJAMIN PL,HALLWOOD RD,BRO,1,11,BENJAMIN PL,HALLWOOD RD,BRO,7/29/2014,1,7/29/2014 OTHER,
,2014,1704020,80,ROUNSEVELL RD,EMILY RD,TEW,1,80,ROUNSEVELL RD,EMILY RD,TEW,7/21/2014,2,9/4/2014 CORROSION,
,2014,1704020,80,ROUNSEVELL RD,EMILY RD,TEW,2,80,ROUNSEVELL RD,EMILY RD,TEW,7/21/2014,2,9/4/2014 CORROSION,
,2014,1704027,229,CROSS ST,SCHOOL ST,LOW,1,229,CROSS ST,SCHOOL ST,LOW,7/21/2014 2A,,8/29/2014 CORROSION,
,2014,1704047,21,SUNSET CIR,MOONLIGHT DR,TEW,1,21,SUNSET CIR,MOONLIGHT DR,TEW,7/29/2014,1,7/29/2014 OTHER,
,2014,1704054,315,HIGH ST,AUSTIN RD,MED,1,315,HIGH ST,AUSTIN RD,MED,7/29/2014,1,7/29/2014 OTHER,
,2014,1704071,266,HYDE PARK AVE,ELDRIDGE RD,JPL,1,266,HYDE PARK AV,ELDRIDGE RD,JPL,7/29/2014,1,7/29/2014 OTHER,
,2014,1704081,26,GREENWICH ST,DUNCAN ST,DOR,1,26,GREENWICH ST,DUNCAN ST,DOR,7/25/2014,2,9/4/2014 OTHER,
,2014,1704081,26,GREENWICH ST,DUNCAN ST,DOR,2,26,GREENWICH ST,DUNCAN ST,DOR,7/25/2014,2,9/4/2014 OTHER,
,2014,1704085,2,GREENWICH ST,DORCHESTER AVE,DOR,1,2,GREENWICH ST,DORCHESTER AV,DOR,7/25/2014 2A,,9/5/2014 NATURAL FORCE,
,2014,1704085,2,GREENWICH ST,DORCHESTER AVE,DOR,2,2,GREENWICH ST,DORCHESTER AV,DOR,7/25/2014 2A,,9/5/2014 NATURAL FORCE,
,2014,1704086,19,HARVARD AVE,VASSAR ST,DOR,1,19,HARVARD AV,VASSAR ST,DOR,7/25/2014,2,10/31/2014 OTHER,
,2014,1704090,,WASHINGTON CT,WHITON AVE,QUI,1,,WASHINGTON CT,WHITON AV,QUI,7/26/2014 2A,,10/15/2014 CORROSION,
,2014,1704097,888,WASHINGTON ST,ELLIS AVE,WHI,1,888,WASHINGTON ST,ELLIS AV,WHI,7/28/2014,2,8/11/2014 NATURAL FORCE,
,2014,1704104,69,PAYNE ST,ENDICOTT ST,QUI,1,69,PAYNE ST,ENDICOTT ST,QUI,7/24/2014,2,8/12/2014 MATL OR WELD FAILURE,
,2014,1704105,267,WACHUSETT ST,BOURNEDALE RD,JPL,1,267,WACHUSETT ST,BOURNEDALE RD,JPL,7/29/2014,1,7/29/2014 CORROSION,
,2014,1704128,755,MOUNT AUBURN ST,NORSEMAN AVE,WAT,1,755,MOUNT AUBURN ST,NORSEMAN AV,WAT,7/29/2014,1,7/29/2014 CORROSION,
,2014,1704128,755,MOUNT AUBURN ST,NORSEMAN AVE,WAT,2,755,MOUNT AUBURN ST,NORSEMAN AV,WAT,7/29/2014,1,7/29/2014 NATURAL FORCE,
,2014,1704132,37,SUNSET DR,WILLARD ST,LEO,1,37,SUNSET DR,WILLARD ST,LEO,7/28/2014,3,8/19/2014 OTHER,
,2014,1704145,134,TEDESCO ST,MYSTIC RD,MAR,1,134,TEDESCO ST,MYSTIC RD,MAR,7/21/2014,2,12/4/2014 CORROSION,
,2014,1704149,3520,WASHINGTON ST,ROSSMORE RD,JPL,1,3520,WASHINGTON ST,ROSSMORE RD,JPL,7/29/2014,1,7/29/2014 OTHER,
,2014,1704149,3520,WASHINGTON ST,ROSSMORE RD,JPL,2,3520,WASHINGTON ST,ROSSMORE RD,JPL,7/29/2014,1,7/30/2014 OTHER,
,2014,1704180,122,POND ST,FAIRVIEW AVE,BRA,1,122,POND ST,FAIRVIEW AV,BRA,7/29/2014,1,7/29/2014 CORROSION,
,2014,1704193,45,COLLEGE AVE,ROYALL ST,MED,1,45,COLLEGE AV,ROYALL ST,MED,7/29/2014,1,7/29/2014 NATURAL FORCE,
,2014,1704221,11,JACKSON ST,COLLINS ST,NWP,1,11,JACKSON ST,COLLINS ST,NWP,7/29/2014,1,7/30/2014 OTHER,
,2014,1704231,9,HARVARD AVE,ARVALE RD,DOR,1,9,HARVARD AV,ARVALE RD,DOR,7/24/2014,2,10/30/2014 MATL OR WELD FAILURE,
,2014,1704250,,STOUGHTON ST,COLUMBIA RD,DOR,1,,STOUGHTON ST,COLUMBIA RD,DOR,7/29/2014,2,7/29/2014 MATL OR WELD FAILURE,
,2014,1704780,8,GREGORY ST,LEE ST,MAR,1,8,GREGORY ST,LEE ST,MAR,7/24/2014,2,9/3/2014 CORROSION,
,2014,1704802,90,ONTARIO ST,TAPLEY ST,LNN,1,90,ONTARIO ST,TAPLEY ST,LNN,7/21/2014 2A,,8/15/2014 CORROSION,
,2014,1704809,2,COLONIAL RD,SUMMER ST,LNF,1,2,COLONIAL RD,SUMMER ST,LNF,7/24/2014,2,8/19/2014 CORROSION,
,2014,1704845,114,MYRTLE ST,HOLYOKE RD,LNN,1,114,MYRTLE ST,HOLYOKE RD,LNN,7/28/2014,2,8/1/2014 OTHER,
,2014,1704867,40,HOMESTEAD ST,WOODWARD ST,NEW,1,40,HOMESTEAD ST,WOODWARD ST,NEW,7/13/2014,2,9/25/2014 NATURAL FORCE,
,,,,,,,,,,,,,,,
Essex Gas Company,,,,,,,,,,,,,,,
d/b/a National Grid,,,,,,,,,,,,,,,
D.P.U. 15-SQ-07,,,,,,,,,,,,,,,
Section 5,,,,,,,,,,,,,,,
Attachment 2,,,,,,,,,,,,,,,
LEAK_REPAIR_YEAR,,LEAK_NO,REPORTED_HOUSE_NUMBER,REPORTED_STREET,REPORTED_CROSS_STREET,REPORTED_TOWN,REPAIR_NO,REPAIRED_HOUSE_NUMBER,REPAIRED_STREET,REPAIRED_CROSS_STREET,REPAIRED_TOWN,REPORTED_DATE,CLASS_CURRENT,REPAIRED_DATE,LEAK_CAUSE
Page 62 of 93,2014,1704871,3162,HERBERT RD,GREENWAY RD,SAN,1,3162,HERBERT RD,GREENWAY RD,SAN,7/30/2014,1,7/30/2014 CORROSION,
,2014,1704872,40,CRESCENT AVE,PLEASANT AVE,LNF,1,40,CRESCENT AV,PLEASANT AV,LNF,7/30/2014,1,7/30/2014 OTHER,
,2014,1704876,46,LAMBERT AVE,MILLMONT ST,ROX,1,46,LAMBERT AV,MILLMONT ST,ROX,7/30/2014,1,7/30/2014 OTHER,
,2014,1704877,3163,HERBERT RD,GREENWAY RD,SAN,1,3163,HERBERT RD,GREENWAY RD,SAN,7/30/2014,1,7/30/2014 CORROSION,
,2014,1704881,15,BIRCH RD,DRIFTWOOD LN,LNF,1,15,BIRCH RD,DRIFTWOOD LN,LNF,7/21/2014,2,8/19/2014 OTHER,
,2014,1704881,15,BIRCH RD,DRIFTWOOD LN,LNF,2,15,BIRCH RD,DRIFTWOOD LN,LNF,7/21/2014,2,8/19/2014 CORROSION,
,2014,1704881,15,BIRCH RD,DRIFTWOOD LN,LNF,3,15,BIRCH RD,DRIFTWOOD LN,LNF,7/21/2014,2,8/19/2014 OTHER,
,2014,1704881,15,BIRCH RD,DRIFTWOOD LN,LNF,4,15,BIRCH RD,DRIFTWOOD LN,LNF,7/21/2014,2,8/19/2014 CORROSION,
,2014,1704885,3172,HERBERT RD,GREENWAY RD,SAN,1,3172,HERBERT RD,GREENWAY RD,SAN,7/30/2014,1,7/30/2014 CORROSION,
,2014,1704889,100,LONGFELLOW RD,HIGHLAND AVE,WAL,1,100,LONGFELLOW RD,,WAL,6/23/2014,2,9/8/2014 CORROSION,
,2014,1704890,36,RICHARDSON ST,HENDERSON ST,SOM,1,36,RICHARDSON ST,HENDERSON ST,SOM,7/30/2014,1,7/30/2014 OTHER,
,2014,1704892,378,CENTRAL ST,LEIGHTON RD,NEW,1,378,CENTRAL ST,LEIGHTON RD,NEW,7/30/2014,2,7/29/2014 NATURAL FORCE,
