LEAK_NO,REPORTED_HOUSE_NUMBER REPORTED_STREET,REPORTED_CROSS_STREET,REPORTED_TOWN,REPAIR_NO,REPAIRED_HOUSE_NUMBER,REPAIRED_STREET,REPAIRED_CROSS_STREET,REPAIRED_TOWN,REPORTED_DATE,CLASS_CURRENT,REPAIRED_DATE,LEAK_CAUSE,,,
105458,102 PLAIN ST,,,BRA,,,,,,8/14/1996,3,,,,
105469,12 HANIAN DR,,,WEY,,,,,,9/19/1996,3,,,,
105480,494 EAST ST,,,WEY,,,,,,9/24/1996,3,,,,
105481,398 EAST ST,,,WEY,,,,,,9/24/1996,3,,,,
105491,12 E WATER ST,,,ROC,,,,,,8/16/1996,3,,,,
105503,139 BEAL ST,,,ROC,,,,,,8/23/1996,3,,,,
105538,21 PUTNAM ST,,,WEY,,,,,,9/20/1996,3,,,,
105543,82 VINE ST,,,WEY,,,,,,9/24/1996,3,,,,
105562,37 KING AV,,,WEY,,,,,,10/7/1996,3,,,,
105595,,ROCKWELL AV,WASHINGTON ST,MIL,,,,,,10/4/1996,3,,,,
105611,171 SEA ST,,,WEY,,,,,,10/2/1996,3,,,,
105628,122 WEBSTER ST,,,ROC,,,,,,9/12/1996,3,,,,
105645,234 POND ST,,,ROC,,,,,,9/9/1996,3,,,,
105662,1660 WASHINGTON ST,,,BRA,,,,,,8/26/1996,3,,,,
105670,727 UNION ST,,,ROC,,,,,,8/29/1996,3,,,,
105764,200 LYNNFIELD ST,,SUPERIOR ROAST BEEF,LNN,,,,,,9/26/1996,3,,,,
105839,215 MAIN ST,,,WAL,,,,,,10/8/1996,3,,,,
105998,119 DALE ST,,,WAL,,,,,,10/17/1996,3,,,,
106004,,DALE ST,TOTTEN CIR,WAL,,,,,,10/17/1996,3,,,,
106008,897 CHESTNUT ST,,,NEW,,,,,,10/11/1996,3,,,,
106036,47 CEDAR RD,,HOWARD RD,MED,,,,,,10/17/1996,3,,,,
106041,104 GREATON RD,,,WRO,,,,,,10/18/1996,3,,,,
106149,149 PARK AV,,,ARL,,,,,,10/17/1996,3,,,,
106167,,MAIN ST,HARDING ST,WAL,,,,,,10/8/1996,3,,,,
106228,735 MAIN ST,,,WAL,,,,,,10/7/1996,3,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Essex Gas Company,
,,,,,,,,,,,,,,d/b/a National Grid,
LEAK_NO,REPORTED_HOUSE_NUMBER,REPORTED_STREET,REPORTED_CROSS_STREET,REPORTED_TOWN,REPAIR_NO,REPAIRED_HOUSE_NUMBER,REPAIRED_STREET,REPAIRED_CROSS_STREET,REPAIRED_TOWN,REPORTED_DATE,CLASS_CURRENT,REPAIRED_DATE,LEAK_CAUSE,D.P.U. 15-SQ-07,
106235,144 SCHOOL ST,,,WAL,,,,,,10/3/1996,3,,,,
106242,21 CLINTON ST,,,WAL,,,,,,10/2/1996,3,,,Section 5,
106251,400 CRESCENT ST,,,WAL,,,,,,10/1/1996,3,,,,
106399,60 MUTTON LN,,,WEY,,,,,,10/18/1996,3,,,Attachment 1,
106400,35 MUTTON LN,,,WEY,,,,,,10/18/1996,3,,,,
106653,COLBY RD,,PRINCETON ST,PEA,,,,,,10/30/1996,3,,,Page 4 of 106,
106911,47 W MAIN ST,,,DUD,,,,,,11/12/1996,3,,,,
106991,5 BARRETT RD,,,PEA,,,,,,10/8/1996,3,,,,
107164,120 GRANT ST,,,WEY,,,,,,10/10/1996,3,,,,
107268,63 SOUTH AV,,SECOND AV,BUR,,,,,,11/20/1996,3,,,,
107711,6 SUTTON AV,,,SAL,,,,,,11/21/1996,3,,,,
107734,219 PARADISE RD,,,SWA,,,,,,12/3/1996,3,,,,
107993,101 ELLIOTT ST,,,DAN,,,,,,12/20/1996,3,,,,
108000,7 NORTHFIELD WY,,,DAN,,,,,,12/19/1996,3,,,,
108028,1141 PLEASANT ST,,,WEY,,,,,,11/14/1996,3,,,,
108037,1203 MAIN ST,,WOODCREST CT,WEY,,,,,,11/19/1996,3,,,,
108050,305 CENTRAL ST,,,WEY,,,,,,11/1/1996,3,,,,
108062 61+67,JOSEPH A FERN CT,,,WEY,,,,,,10/15/1996,3,,,,
108064,99 LORRAINE ST,,,WEY,,,,,,10/16/1996,3,,,,
108078,10 ABBOTT ST,,,WEY,,,,,,11/3/1996,3,,,,
108080,82 CIRCUIT RD,,,WEY,,,,,,10/25/1996,3,,,,
108096,41 HOLLIS ST,,,WEY,,,,,,11/6/1996,3,,,,
108098,279 RANDOLPH ST,,,WEY,,,,,,11/6/1996,3,,,,
108102,156 RANDOLPH ST,,,WEY,,,,,,11/6/1996,3,,,,
108123,37 WESTMINSTER RD,,,WEY,,,,,,10/17/1996,3,,,,
108133,180 NORTH ST,,,WEY,,,,,,9/25/1996,3,,,,
108141,9 CENTRAL ST,,,WEY,,,,,,11/4/1996,3,,,,
108153,187 ELMER RD,,,WEY,,,,,,11/8/1996,3,,,,
108233,631 BLUE HILLS PKWY,,,MIL,,,,,,11/12/1996,3,,,,
108251,151 HIGHLAND ST,,,MIL,,,,,,10/10/1996,3,,,,
108252,45 FROTHINGHAM ST,,,MIL,,,,,,10/11/1996,3,,,,
108257,40 ARTWILL ST,,,MIL,,,,,,10/7/1996,3,,,,
108266,75 BLUE HILLS PKWY,,,MIL,,,,,,11/7/1996,3,,,,
108267,111 BLUE HILLS PKWY,,,MIL,,,,,,11/7/1996,3,,,,
108291,117 DIMMOCK ST,,,QUI,,,,,,12/19/1996,3,,,,
108418,8 UPLAND RD,,PORTER TERR,BEV,,,,,,12/26/1996,3,,,,
108580,444 BROADWAY,,,SAU,,,,,,1/6/1997,3,,,,
108652,37 VINE ST,,WARREN ST,LNN,,,,,,8/29/1996,3,,,,
108694,105 CENTRE ST,,,MIL,,,,,,11/6/1996,3,,,,
108695,27 CENTRE ST,,CENTRE LN,MIL,,,,,,11/6/1996,3,,,,
108700,203 SCHOOL ST,,,MIL,,,,,,10/17/1996,3,,,,
108719,27 BRIARFIELD RD,,,MIL,,,,,,10/25/1996,3,,,,
108749,WINTHROP PK,,SOUTH ST,QUI,,,,,,1/2/1997,3,,,,
108898,9 ATLANTIC AV,,,SAU,,,,,,1/14/1997,3,,,,
108953,8 HARWICH ST,,LANCONIA AV,SAU,,,,,,1/15/1997,3,,,,
109179,51 BICKNELL ST,,,QUI,,,,,,1/22/1997,3,,,,
109184,44 LIND ST,,,QUI,,,,,,1/9/1997,3,,,,
109190,SOUTHERN AR,,,QUI,,,,,,1/10/1997,3,,,,
109276,ORNE ST,,LEE ST,SAL,,,,,,1/31/1997,3,,,,
109400,21 SENECA DR,,,DAN,,,,,,2/5/1997,3,,,,
109443,63 FENNO ST,,,QUI,,,,,,2/4/1997,3,,,,
109444,71 FENNO ST,,,QUI,,,,,,2/4/1997,3,,,,
109692,11 SPRING ST,,ESSEX ST,BEV,,,,,,2/14/1997,3,,,,
109711,21 RIVER ST,,,QUI,,,,,,2/18/1997,3,,,,
109724,335 CENTRE ST,,,QUI,,,,,,2/7/1997,3,,,,
110009,9 CLARK AV,,,BEV,,,,,,2/28/1997,3,,,,
110149,22 HOSMER ST,,LONGFELLOW PK,ACT,,,,,,3/10/1997,3,,,,
110291,7 DEER COVE RD,,,SWA,,,,,,3/20/1997,3,,,,
110361,175 CONANT ST,,,CON,,,,,,3/25/1997,3,,,,
110503,64 WILSON AV,,,WEY,,,,,,9/5/1996,3,,,,
110519,814 WORCESTER TPKE,,,WEL,,,,,,3/27/1997,3,,,,
110556,469 COLUMBIAN ST,,,WEY,,,,,,4/3/1997,3,,,,
110623,STERLING ST,,BROOK ST,CLI,,,,,,4/7/1997,3,,,,
110783,WINTHROP AV,,DNE,REV,,,,,,4/15/1997,3,,,,
110929,355 ARLINGTON ST,,,ACT,,,,,,4/16/1997,3,,,,
111015,113 THORNTON ST,,,REV,,,,,,4/23/1997,3,,,,
111112,5 DOVER ST,,SUFFOLK ST,MED,,,,,,4/26/1997,3,,,,
111132,QUINCY SHORE DR,,,QUI,,,,,,4/11/1997,3,,,,
111463,150 ESSEX ST,,,WHI,,,,,,4/30/1997,3,,,,
111467,77 SOUTH AV,,,WHI,,,,,,5/1/1997,3,,,,
111489,52 BROOK RD,,,QUI,,,,,,4/22/1997,3,,,,
111494,274 COMMON ST,,,QUI,,,,,,4/23/1997,3,,,,
111558,62 DOCKRAY ST,,,QUI,,,,,,4/16/1997,3,,,,
111566,223 CENTRE ST,,,DOR,,,,,,4/28/1997,3,,,,
111919,162 WASHINGTON TER,,,WHI,,,,,,5/13/1997,3,,,,
111920,WASHINGTON ST,,WASHINGTON TER,WHI,,,,,,5/13/1997,3,,,,
111933,BERRY ST,,QUINCY AV,QUI,,,,,,5/12/1997,3,,,,
111976,ERIN ST,,BROAD ST,WHI,,,,,,4/25/1997,3,,,,
111995,50 VINCENT ST,,,WHI,,,,,,5/7/1997,3,,,,
111996,REGAL ST,,,WHI,,,,,,5/7/1997,3,,,,
111997,REGAL ST,,APOLLO RD,WHI,,,,,,5/7/1997,3,,,,
112002,FRANKLIN ST,,,WHI,,,,,,5/8/1997,3,,,,
112010,14 ROBERT AV,,,WHI,,,,,,5/12/1997,3,,,,
112011,ROBERT ST,,WASHINGTON ST,WHI,,,,,,5/12/1997,3,,,,
112023,WORCESTER TPKE,,OAK ST,WEL,,,,,,4/16/1997,3,,,,
112035,53 SIMMONS AV,,,WHI,,,,,,5/5/1997,3,,,,
112038,STRAWBERRY LN,,CRANBERRY RD,WHI,,,,,,5/6/1997,3,,,,
112039,154 CRANBERRY RD,,,WHI,,,,,,5/6/1997,3,,,,
112260,837 REVERE BEACH PKWY,,,REV,,,,,,5/23/1997,3,,,,
112373,43 VALLEY RD,,,MIL,,,,,,5/25/1997,3,,,,
112389,HIGH ST,,OLD HIGH ST,WHI,,,,,,5/22/1997,3,,,,
112773,294 W SQUANTUM ST,,,QUI,,,,,,5/22/1997,3,,,,
112795,25 CLARENDON ST,,,QUI,,,,,,5/9/1997,3,,,,
112800,121 GREENFIELD RD,,RADCLIFFE RD,DOR,,,,,,6/5/1997,3,,,,
112868,31 DARTMOUTH ST,,,QUI,,,,,,5/15/1997,3,,,,
112900,74 CHAPMAN ST,,,QUI,,,,,,6/5/1997,3,,,,
112905,542 WASHINGTON ST,,,WHI,,,,,,5/28/1997,3,,,,
112993,PULASKI ST,,BUXTON LN,PEA,,,,,,6/9/1997,3,,,,
113000,LOWELL ST,,NEWBURY ST,PEA,,,,,,6/11/1997,3,,,,
113048,LOWELL ST,,BOURBON ST,PEA,,,,,,6/11/1997,3,,,,
113056,2 SHETLAND RD,,HUMPHREY ST,MAR,,,,,,6/3/1997,3,,,,
113442,331 FREEPORT ST,,,DOR,,,,,,6/30/1997,3,,,,
113507,185 HARVARD ST,,,DOR,,,,,,7/1/1997,3,,,,
113511,GRANT PL,,WASHINGTON ST,DOR,,,,,,7/1/1997,3,,,,
113524,6 CLEVELAND ST,,,ROX,,,,,,7/1/1997,3,,,,
113531,WASHINGTON ST,,BROAD ST,WHI,,,,,,5/29/1997,3,,,,
113539,84 LANTZ AV,,,WHI,,,,,,7/1/1997,3,,,,
113577,112 HOMELAND DR,,,WHI,,,,,,6/2/1997,3,,,,
113578,277 HOMELAND DR,,,WHI,,,,,,6/2/1997,3,,,,
113586,28 HOGG MEMORIAL DR,,,WHI,,,,,,6/2/1997,3,,,,
113606,54 PINEHAVEN DR,,,WHI,,,,,,6/9/1997,3,,,,
113607,401 SCHOOL ST,,,WHI,,,,,,7/1/1997,3,,,,
113613,44 BLACK ROCK RD,,,COH,,,,,,6/11/1997,3,,,,
113617,N MAIN ST,,ROBERT E. JASON RD,COH,,,,,,6/6/1997,3,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Essex Gas Company,
,,,,,,,,,,,,,,d/b/a National Grid,
LEAK_NO,REPORTED_HOUSE_NUMBER,REPORTED_STREET,REPORTED_CROSS_STREET,REPORTED_TOWN,REPAIR_NO,REPAIRED_HOUSE_NUMBER,REPAIRED_STREET,REPAIRED_CROSS_STREET,REPAIRED_TOWN,REPORTED_DATE,CLASS_CURRENT,REPAIRED_DATE,LEAK_CAUSE,D.P.U. 15-SQ-07,
113623,,HIGHLAND AV,COMMON ST,COH,,,,,,6/13/1997,3,,,,
113636,739 JERUSALEM RD,,,COH,,,,,,6/19/1997,3,,,Section 5,
113637,,JERUSALEM RD,,COH,,,,,,6/19/1997,3,,,,
113676,,CHURCH ST,,COH,,,,,,7/1/1997,3,,,Attachment 1,
113684,,EGREMONT RD,CUMMINGS RD,BRI,,,,,,7/2/1997,3,,,,
113688,120 DOANE ST,,,COH,,,,,,7/1/1997,3,,,Page 5 of 106,
113693,23 HILLSIDE DR,,,COH,,,,,,7/2/1997,3,,,,
113701,404 BEECHWOOD ST,,,COH,,,,,,7/1/1997,3,,,,
113703,419 BEECHWOOD ST,,,COH,,,,,,7/1/1997,3,,,,
113717,463 BEECHWOOD ST,,,COH,,,,,,7/1/1997,3,,,,
113720,498 BEECHWOOD ST,,,COH,,,,,,7/1/1997,3,,,,
113758,,BEECHWOOD ST,DNE,COH,,,,,,6/27/1997,3,,,,
113766,,KING ST,,COH,,,,,,6/27/1997,3,,,,
113919,76 FARRELL RD,,CURRAN RD,LNN,,,,,,6/25/1997,3,,,,
114057,998 MAIN ST,,,LNF,,,,,,6/24/1997,3,,,,
114058,916 MAIN ST,,,LNF,,,,,,6/24/1997,3,,,,
114059,905 MAIN ST,,,LNF,,,,,,6/24/1997,3,,,,
114144,14 ALBERMARLE AV,,,LEX,,,,,,7/8/1997,3,,,,
114195,67 OTIS ST,,,MED,,,,,,7/10/1997,3,,,,
114205,,PLEASANT ST,FEDERAL ST,WOB,,,,,,7/10/1997,3,,,,
114272,380 ATLANTIC AV,,,COH,,,,,,7/12/1997,3,,,,
114275,431 S MAIN ST,,,COH,,,,,,7/12/1997,3,,,,
114279,357 S MAIN ST,,,COH,,,,,,7/12/1997,3,,,,
114303,1441 QUINCY SHORE DR,,,QUI,,,,,,7/12/1997,3,,,,
114309,16 LOCUST RD,,,COH,,,,,,7/12/1997,3,,,,
114310,26 LOCUST RD,,,COH,,,,,,7/12/1997,3,,,,
114312,,JUSTICE CUSHING HWY,,COH,,,,,,7/12/1997,3,,,,
114313,,JUSTICE CUSHING HWY,,COH,,,,,,7/12/1997,3,,,,
114319,117 BEECHWOOD ST,,,COH,,,,,,7/12/1997,3,,,,
114328,529 NEWPORT AV,,,QUI,,,,,,7/12/1997,3,,,,
114329,527 NEWPORT AV,,,QUI,,,,,,7/12/1997,3,,,,
114330,249 TEMPLE ST,,,WHI,,,,,,7/12/1997,3,,,,
114766,26 BAY STATE RD,,,WES,,,,,,7/7/1997,3,,,,
114944,714 MAIN ST,,,LNF,,,,,,7/28/1997,3,,,,
115018,103 BELMONT ST,,,WEY,,,,,,7/28/1997,3,,,,
115045,,RATCHFORD ST,SHENNEN ST,QUI,,,,,,7/21/1997,3,,,,
115048,1066 SEA ST,,,QUI,,,,,,7/29/1997,3,,,,
115217,38 JARVIS AV,,,HIN,,,,,,8/1/1997,3,,,,
115343,12 SALISBURY ST,,,WNC,,,,,,8/5/1997,3,,,,
115464,330 KING ST,,,LIT,,,,,,8/11/1997,3,,,,
115541,148 DOWNER AV,,,HIN,,,,,,8/13/1997,3,,,,
115547,31 EPPING ST,,DERRY ST,WEY,,,,,,8/13/1997,3,,,,
115549,,CHARD ST,MAPLE ST,WEY,,,,,,8/13/1997,3,,,,
115560,156 SEA ST,,,QUI,,,,,,8/13/1997,3,,,,
115568,87 SOHIER ST,,,COH,,,,,,8/13/1997,3,,,,
115572,915 SOUTHERN AR,,,QUI,,,,,,8/13/1997,3,,,,
115573,929 SOUTHERN AR,,,QUI,,,,,,8/13/1997,3,,,,
115594,,DIMMOCK ST,,QUI,,,,,,8/13/1997,3,,,,
115599,707 MAIN ST,,,WEY,,,,,,8/13/1997,3,,,,
115614,6 DALEY RD,,,HIN,,,,,,8/13/1997,3,,,,
115615,,DALEY RD,DOWNER AV,HIN,,,,,,8/13/1997,3,,,,
115665,,MAIN ST,SALEM ST,RDG,,,,,,8/13/1997,3,,,,
115669,50 ORANGE ST,,SPRING ST,RDG,,,,,,8/13/1997,3,,,,
116127,92 DRESSER ST,,,SOU,,,,,,7/14/1997,3,,,,
116230,87 E MAIN ST,,,WBR,,,,,,6/25/1997,3,,,,
116240,199 GOODMANS HILL RD,,,SUD,,,,,,9/2/1997,3,,,,
116385,14 LIBERTY ST,,,BEV,,,,,,9/3/1997,3,,,,
116451,140 FORT POINT RD,,CALDWELL ST,WEY,,,,,,8/26/1997,3,,,,
116474,242 BLUE HILL AV,,BLUE HILL TERR ST,MIL,,,,,,8/29/1997,3,,,,
116480,41 HERBERT RD,,,BRA,,,,,,9/5/1997,3,,,,
116531,289 GRANITE AV,,,MIL,,,,,,9/9/1997,3,,,,
116665,,MINEBROOK RD,,LIN,,,,,,9/9/1997,3,,,,
116974,,MANNING AV,,MID,,,,,,9/30/1997,3,,,,
116978,35 LAKE ST,,,MID,,,,,,9/30/1997,3,,,,
117324,846 BIRCH CIR,,,HAR,,,,,,10/15/1997,3,,,,
117331,59 BUENA VISTA ST,,,AYE,,,,,,10/15/1997,3,,,,
117392,26 WOLCOTT RD,,,MIL,,,,,,9/24/1997,3,,,,
117440,66 PACIFIC ST,,,ROC,,,,,,9/23/1997,3,,,,
117627,6-Feb COMMONWEALTH AV,,,BOS,,,,,,8/26/1997,3,,,,
117636,,COMMERCIAL ST,CLARK ST,BOS,,,,,,9/8/1997,3,,,,
117637,845 ALBANY ST,,,BOS,,,,,,9/8/1997,3,,,,
117642,,E COTTAGE ST,ROBEY ST,DOR,,,,,,9/22/1997,3,,,,
117962,90 ACCESS RD,,,NOR,,,,,,9/26/1997,3,,,,
117994,7 MC KINLEY RD,,,NOR,,,,,,9/24/1997,3,,,,
118024,164 AZALEA DR,,,NOR,,,,,,9/26/1997,3,,,,
118579,419 NORTH AV,,,WES,,,,,,7/9/1997,3,,,,
118590,,CARRIAGE DR,RIVER ST,ACT,,,,,,5/8/1997,3,,,,
118733 54-58,,FERDINAND ST,,STO,,,,,,12/17/1997,3,,,,
118738,2 STONE AV,,,STO,,,,,,12/17/1997,3,,,,
118831,12 BOYDEN AV,,,BEV,,,,,,12/17/1997,3,,,,
118904,8 ELLIS ST,,6TH AV,DUD,,,,,,11/1/1996,3,,,,
118919,6 WARREN AV,,,NBR,,,,,,5/26/1994,3,,,,
118930,34 OLD CONNECTICUT PATH,,,WAY,,,,,,5/8/1997,3,,,,
118940,,ADLOCK PL PRIVATE WAY,,DUD,,,,,,9/4/1996,3,,,,
118996,260 ELIOT ST,,,BRO,,,,,,12/22/1997,2,,,,
119071,,LARCH ST,BIRCH ST,CLI,,,,,,12/18/1997,3,,,,
119174,,BOSTON POST RD,COLPITTS RD,WES,,,,,,12/19/1997,3,,,,
119348,117 ELM ST,,DUNCKLEE AV,STO,,,,,,12/31/1997,3,,,,
119383,14 OAKCREST ST,,FAIRMOUNT AV,SAU,,,,,,12/29/1997,3,,,,
119517,56 CLIFTON AV,,,SAU,,,,,,1/5/1998,3,,,,
119608,20 FAUNCE RD,,,DOR,,,,,,12/9/1997,3,,,,
119637 47-49,,BRADBURY AV,,MED,,,,,,1/9/1998,3,,,,
119684,620 FULTON ST,,GASTON ST,MED,,,,,,1/13/1998,3,,,,
119775,120 SUMMER ST,,,ROC,,,,,,9/18/1997,3,,,,
119821,91 VINE ST,,,SAU,,,,,,1/14/1998,3,,,,
119902,22 WAKEFIELD AV,,,SAU,,,,,,1/20/1998,3,,,,
120011,409 ADAMS ST,,,MIL,,,,,,9/8/1997,3,,,,
120037,62 PLYMOUTH AV,,,MIL,,,,,,1/23/1998,3,,,,
120039,,MYRTLE AV,WASHINGTON ST,WHI,,,,,,5/14/1997,3,,,,
120040,8 WILLIAMS CT,,,WEY,,,,,,4/18/1993,3,,,,
120044,,BLUE HILLS PKWY,BROOK RD,MIL,,,,,,11/7/1996,3,,,,
120119,523 HUMPHREY ST,,,SWA,,,,,,1/26/1998,3,,,,
120248,11 SHERWOOD RD,,,STO,,,,,,1/29/1998,3,,,,
120260,73 FORT HILL ST,,,HIN,,,,,,1/30/1998,3,,,,
120295,116 PERKINS ST,,,STO,,,,,,2/2/1998,3,,,,
120366,,HUNTINGTON AV,FORSYTH WY,BOS,,,,,,2/1/1998,3,,,,
120370,35 MARIANNE RD,,,WAL,,,,,,2/3/1998,3,,,,
120546,760 BOYLSTON ST,,,NEW,,,,,,2/9/1998,3,,,,
120593,6 FISKE RD,,,SAU,,,,,,2/11/1998,3,,,,
120625,10 GLEN CROSS RD,,,WEL,,,,,,2/10/1998,3,,,,
120626,9 PINE RIDGE RD,,,WEL,,,,,,2/10/1998,3,,,,
120741,,N GROVE ST,PARKMAN ST,BOS,,,,,,2/14/1998,3,,,,
120794,86 WHITNEY RD,,,MED,,,,,,2/19/1998,3,,,,
120814,,MCGRATH HWY,OTIS ST,SOM,,,,,,2/20/1998,3,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Essex Gas Company,
,,,,,,,,,,,,,,d/b/a National Grid,
LEAK_NO,REPORTED_HOUSE_NUMBER,REPORTED_STREET,REPORTED_CROSS_STREET,REPORTED_TOWN,REPAIR_NO,REPAIRED_HOUSE_NUMBER,REPAIRED_STREET,REPAIRED_CROSS_STREET,REPAIRED_TOWN,REPORTED_DATE,CLASS_CURRENT,REPAIRED_DATE,LEAK_CAUSE,D.P.U. 15-SQ-07,
121058,233 NORTHAMPTON ST,,,BOS,,,,,,2/27/1998,3,,,,
121287,15 HOWARD AV,,,LNF,,,,,,3/18/1998,3,,,Section 5,
121397,WARREN ST,,BOYLSTON ST,BRO,,,,,,3/27/1998,3,,,,
121447,LORETTA AV,,WASHINGTON ST,BRA,,,,,,8/19/1997,3,,,Attachment 1,
121460,33 WYNOT RD,,,BRA,,,,,,8/10/1997,3,,,,
121467,629 MAIN ST,,,HIN,,,,,,8/15/1997,3,,,Page 6 of 106,
121472,217 MAIN ST,,,HIN,,,,,,8/13/1997,3,,,,
121477,774 MAIN ST,,,HIN,,,,,,8/15/1997,3,,,,
121534,ROVER ST,,ROBIN ST,EVE,,,,,,3/30/1998,3,,,,
121563,272 BRIDGE ST,,PRINCETON AV,WEY,,,,,,8/25/1997,3,,,,
121570,147 BROOK ST,,,QUI,,,,,,6/9/1997,3,,,,
121588,23 ARGYLE RD,,,BRA,,,,,,4/1/1998,3,,,,
121591,27 PLEASANT VIEW AV,,,BRA,,,,,,4/2/1998,3,,,,
121653,TAFT AV,,BOWKER ST,LEX,,,,,,4/2/1998,3,,,,
121659,NORMAN ST,,SCHOOL ST,CLI,,,,,,4/1/1998,3,,,,
121702,14 SAFFORD ST,,,QUI,,,,,,3/17/1998,3,,,,
121705,78 SUMMER ST,,KINGMAN ST,WEY,,,,,,3/16/1998,3,,,,
121706,SUMMER ST,,SOUTHEAST EXWY,WEY,,,,,,3/16/1998,3,,,,
121712,822 MAIN ST,,,HIN,,,,,,3/16/1998,3,,,,
121801,24 HEREFORD RD,,,MAR,,,,,,4/8/1998,3,,,,
121802,1 WARE LN,,,MAR,,,,,,4/8/1998,3,,,,
121844,JERUSALEM RD,,,COH,,,,,,4/3/1998,3,,,,
121845,95 S MAIN ST,,,COH,,,,,,4/7/1998,3,,,,
121858,44 HOME PARK RD,,,BRA,,,,,,4/7/1998,3,,,,
121887,835 NEWTON ST,,,BRO,,,,,,4/6/1998,3,,,,
121967,LORETTA AV,,ROBERT ST,BRA,,,,,,4/9/1998,3,,,,
121969,CRAFTS ST,,FESSENDEN RD,NEW,,,,,,4/8/1998,3,,,,
122061,170 FULLER ST,,,NEW,,,,,,4/13/1998,3,,,,
122125,215 FERRY ST,,,EVE,,,,,,4/15/1998,3,,,,
122126,217 FERRY ST,,,EVE,,,,,,4/14/1998,3,,,,
122127,224 FERRY ST,,,EVE,,,,,,4/14/1998,3,,,,
122154,12 MORRIS ST,,,EVE,,,,,,4/13/1998,3,,,,
122199,118 EMERSON ST,,,MEL,,,,,,4/8/1998,3,,,,
122250,121 BEECH AV,,,MEL,,,,,,4/7/1998,3,,,,
122256,44 FRANCIS ST,,,MEL,,,,,,4/3/1998,3,,,,
122259,4 GROVELAND RD,,,MEL,,,,,,4/2/1998,3,,,,
122272,23 AVON ST,,,EVE,,,,,,4/3/1998,3,,,,
122342,26 RICHWOOD ST,,,WRO,,,,,,4/21/1998,3,,,,
122352,19 ASHCROFT RD,,,MEL,,,,,,4/16/1998,3,,,,
122353,290 FIRST ST,,,MEL,,,,,,4/16/1998,3,,,,
122356,123 MAVERICK ST,,,CHE,,,,,,4/16/1998,3,,,,
122483,245 ELM ST,,,BRA,,,,,,4/15/1998,3,,,,
122503,80 LOGAN DR,,,BRA,,,,,,4/23/1998,3,,,,
122573,HAYWARD RD,,,ACT,,,,,,4/17/1998,3,,,,
122738,35 HAMILTON ST,,,BRA,,,,,,4/27/1998,3,,,,
122765,56 ABBY RD,,,BRA,,,,,,4/29/1998,3,,,,
122776,206 RUSSELL ST,,,EVE,,,,,,4/28/1998,3,,,,
122778,83 RUSSELL ST,,,EVE,,,,,,4/28/1998,3,,,,
122832,41 LARCHMONT RD,,,MEL,,,,,,4/30/1998,3,,,,
122833,71 LARCHMONT RD,,,MEL,,,,,,4/30/1998,3,,,,
122927,158 DORCHESTER ST,,GATES ST,SBO,,,,,,4/21/1998,3,,,,
122942,336 CAMBRIDGE ST,,,BOS,,,,,,5/4/1998,3,,,,
122960,237 BEECH ST,,,WRO,,,,,,4/13/1998,3,,,,
123034,350 PLAIN ST,,,BRA,,,,,,4/30/1998,3,,,,
123057,19 WYNOT RD,,,BRA,,,,,,5/1/1998,3,,,,
123063,27 CLIFF ST,,,SOU,,,,,,5/6/1998,3,,,,
123065,E MAIN ST,,,SOU,,,,,,5/5/1998,3,,,,
123095,179 TRAPELO RD,,,BEL,,,,,,4/28/1998,3,,,,
123112,41 PARK AV,,,HUL,,,,,,5/4/1998,3,,,,
123186,369 ST PAUL ST,,,BRO,,,,,,4/15/1998,3,,,,
123193,85 COOLIDGE ST,,,BRO,,,,,,5/5/1998,3,,,,
123452,35 HIGHLAND ST,,,CLI,,,,,,5/14/1998,3,,,,
123458,199 PLEASANT ST,,EGMONT ST,BRO,,,,,,4/13/1998,3,,,,
123502,63 PARKSIDE AV,,,BRA,,,,,,5/13/1998,3,,,,
123509,24 CLIFTON AV,,,HUL,,,,,,5/14/1998,3,,,,
123511,25 CLIFTON AV,,,HUL,,,,,,5/14/1998,3,,,,
123522,91 WALNUT AV,,,BRA,,,,,,5/14/1998,3,,,,
123536,ELLSMORE TER,,WEST ST,BRA,,,,,,5/15/1998,3,,,,
123622,CONCORD RD,,HORSESHOE DR,ACT,,,,,,4/30/1998,3,,,,
123666,150 STANDARD ST,,,DOR,,,,,,5/7/1998,3,,,,
123670,15 CHRISTINE TER,,,WEY,,,,,,5/14/1998,3,,,,
123774,GLEASON AV,,E MAIN ST,EBR,,,,,,5/22/1998,3,,,,
123781,15 S MAIN ST,,,NBR,,,,,,5/22/1998,3,,,,
123829,38 COTTAGE ST,,,WBR,,,,,,5/26/1998,3,,,,
123839,118 E MAIN ST,,,WBR,,,,,,5/26/1998,3,,,,
123906,5 N HIGH ST,,,MEL,,,,,,5/27/1998,3,,,,
123943,55 PARK DR,,,BOS,,,,,,5/21/1998,3,,,,
123956,151 BROOKLINE AV,,PARKWAY RD,BOS,,,,,,5/21/1998,3,,,,
123979 25-,REGENT CIR,,,BRO,,,,,,5/4/1998,3,,,,
124002 292-,MASON TER,,,BRO,,,,,,5/18/1998,3,,,,
